29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, Jamaica, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, >50K
55, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,4282,0,66, United-States, >50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,36, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, 5th-6th, Divorced, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
45, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
49, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, South, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Mexico, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,16, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, Peru, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1800,45, United-States, >50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
31, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,3325,0,65, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,5178,0,50, United-States, >50K
45, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,30, United-States, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
38, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,2515,0,40, United-States, <=50K
33, Private, 9th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Japan, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,76, United-States, <=50K
61, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
47, State-gov, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, >50K
30, Self-emp-not-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,85, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,32, Philippines, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1892,48, United-States, >50K
60, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, State-gov, Bachelors, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,45, United-States, >50K
49, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,45, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,7687,0,20, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,1977,46, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States, >50K
35, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Female,7298,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
30, Local-gov, 1st-4th, Never-married, Craft-repair, Own-child, White, Male,0,0,56, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, >50K
37, Private, Prof-school, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
75, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,18, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,5136,0,70, United-States, >50K
34, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,44, United-States, <=50K
31, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,99999,0,40, United-States, >50K
36, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Jamaica, <=50K
20, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,24, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
46, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,1302,40, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,24, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,7298,0,40, United-States, >50K
36, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,7298,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Canada, >50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,26, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Haiti, >50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
43, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,50, United-States, <=50K
18, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
56, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,30, Mexico, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
22, Self-emp-inc, Some-college, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
89, Self-emp-not-inc, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,1670,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
19, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
41, Private, 5th-6th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
49, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
58, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Wife, Black, Male,4717,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
55, Private, 10th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,25, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
35, Private, Prof-school, Never-married, Tech-support, Own-child, Other, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,51, United-States, >50K
52, Private, Masters, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Cuba, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,22, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
64, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
