68, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,15024,0,60, Guatemala, >50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, Columbia, <=50K
45, Federal-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
55, Private, Some-college, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,3908,0,35, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,25, Laos, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-spouse-absent, Sales, Husband, Other, Male,0,0,60, Greece, <=50K
49, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,64, Hong, >50K
30, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Without-pay, Masters, Married-spouse-absent, Prof-specialty, Husband, White, Male,15024,0,54, Hong, >50K
23, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, England, <=50K
18, Private, Some-college, Never-married, Sales, Other-relative, Other, Male,0,0,30, Holand-Netherlands, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4416,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Scotland, >50K
35, Private, Doctorate, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
18, Self-emp-not-inc, Some-college, Never-married, Priv-house-serv, Own-child, Other, Male,0,0,15, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
38, Private, Assoc-acdm, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
33, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,52, Scotland, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,10, Peru, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
53, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, France, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, India, <=50K
20, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,30, Puerto-Rico, >50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Scotland, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,2199,60, Laos, >50K
33, Local-gov, 11th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Iran, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, South, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Hong, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,50, Hungary, <=50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,20, Ecuador, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,30, Iran, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Nicaragua, >50K
20, Private, Bachelors, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Philippines, <=50K
71, Self-emp-not-inc, Doctorate, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,22375,0,45, South, >50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
41, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1757,40, Jamaica, >50K
26, Private, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, India, >50K
61, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
52, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
38, Private, 9th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,22, Jamaica, <=50K
53, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, England, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,46, United-States, <=50K
41, Private, HS-grad, Separated, Transport-moving, Unmarried, Other, Male,0,0,45, Japan, <=50K
28, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Japan, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,25, South, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,50, Honduras, <=50K
44, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,45, France, <=50K
50, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Poland, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Peru, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, England, >50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
54, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,30, India, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
30, State-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, Yugoslavia, >50K
75, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,16, Canada, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
55, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Honduras, <=50K
52, Self-emp-inc, Prof-school, Divorced, Sales, Not-in-family, White, Male,0,0,60, Cuba, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Hungary, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Vietnam, <=50K
48, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,20, Japan, <=50K
44, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4922,0,60, Cambodia, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, Poland, <=50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,20, Hong, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,7298,0,54, Japan, >50K
38, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, England, >50K
32, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,20, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
31, Federal-gov, Some-college, Never-married, Other-service, Wife, Black, Male,0,0,4, Cambodia, <=50K
47, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
50, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, Peru, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, Holand-Netherlands, >50K
74, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,15, Mexico, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Japan, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Taiwan, >50K
27, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Laos, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Columbia, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Honduras, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
62, Private, 9th, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Jamaica, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Honduras, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Jamaica, <=50K
43, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
43, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Male,0,0,40, India, <=50K
30, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, India, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, India, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Honduras, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,54, Portugal, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
30, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,50, Jamaica, >50K
35, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5013,0,45, Vietnam, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,15024,0,60, China, >50K
26, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
36, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Cuba, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
