48, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
24, Self-emp-inc, 9th, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,70, Japan, >50K
45, Private, Assoc-voc, Widowed, Handlers-cleaners, Husband, Black, Male,0,0,4, Yugoslavia, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,62, Japan, >50K
60, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Female,0,0,60, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
66, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,14263,0,50, Dominican-Republic, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, <=50K
47, Private, HS-grad, Widowed, Craft-repair, Husband, Black, Female,0,0,50, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
56, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
21, Private, Prof-school, Never-married, Farming-fishing, Own-child, Black, Male,0,0,50, Trinadad&Tobago, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,99, El-Salvador, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
31, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,50, Laos, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, Laos, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, <=50K
45, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Portugal, >50K
39, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,50, England, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, Hungary, <=50K
45, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Nicaragua, >50K
61, Self-emp-not-inc, 9th, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,40, Japan, <=50K
38, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,60, Hong, >50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,5215,0,50, Yugoslavia, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,52, Cuba, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
60, Self-emp-not-inc, 7th-8th, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,26, India, <=50K
25, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Other, Female,0,0,52, Peru, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
41, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Japan, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
52, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Trinadad&Tobago, <=50K
45, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,60, Ecuador, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,50, Yugoslavia, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,54, Thailand, >50K
41, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,25, Greece, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Poland, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Haiti, >50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, Japan, <=50K
35, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Iran, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, France, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Laos, >50K
22, Private, 11th, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,20, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Ecuador, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Taiwan, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
44, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, >50K
46, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
43, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Ireland, >50K
26, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, China, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Hungary, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,52, Thailand, >50K
60, Local-gov, Doctorate, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,99999,0,40, Guatemala, >50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, England, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,25, Thailand, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, >50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
20, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, South, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Germany, >50K
36, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3789,0,84, China, >50K
20, Federal-gov, 10th, Married-civ-spouse, Sales, Own-child, Black, Male,0,1821,20, Japan, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,40, Trinadad&Tobago, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,60, Puerto-Rico, <=50K
39, Self-emp-inc, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ireland, >50K
30, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, Trinadad&Tobago, <=50K
37, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, France, <=50K
48, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
57, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Trinadad&Tobago, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,46, Thailand, <=50K
35, Without-pay, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,35, Haiti, <=50K
48, Private, Assoc-voc, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
51, Private, HS-grad, Separated, Protective-serv, Husband, Other, Male,0,0,40, Greece, <=50K
51, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,54, Scotland, <=50K
28, Private, Masters, Married-civ-spouse, Priv-house-serv, Not-in-family, Other, Male,0,1902,40, Thailand, >50K
41, Private, Some-college, Separated, Craft-repair, Not-in-family, Other, Male,0,0,40, Peru, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, South, <=50K
47, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
27, Private, 5th-6th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Thailand, <=50K
28, Private, HS-grad, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,48, Puerto-Rico, <=50K
53, Private, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,52, Peru, <=50K
38, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,3, Iran, <=50K
66, Private, Masters, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
46, Local-gov, 5th-6th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Thailand, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
53, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, <=50K
27, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
51, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,27804,0,39, Jamaica, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,46, India, >50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, >50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, Haiti, >50K
58, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Italy, >50K
41, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
19, Local-gov, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Laos, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,52, Peru, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Japan, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,52, Haiti, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,6197,0,40, Haiti, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,1902,60, Dominican-Republic, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Trinadad&Tobago, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Laos, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Peru, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Iran, >50K
43, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,52, Honduras, >50K
52, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Jamaica, >50K
61, Private, 5th-6th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Philippines, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, Vietnam, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Iran, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Ecuador, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,25, Puerto-Rico, <=50K
27, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Male,0,0,20, Iran, <=50K
30, Private, 10th, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,52, Ireland, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,16, Taiwan, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,25, Philippines, >50K
25, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Nicaragua, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Guatemala, >50K
61, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, El-Salvador, >50K
55, Federal-gov, 11th, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
66, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,25, Nicaragua, <=50K
51, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Other, Female,7687,0,60, Scotland, >50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,32, Poland, <=50K
53, Private, Some-college, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,38, Thailand, <=50K
35, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,50, El-Salvador, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
44, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Thailand, >50K
51, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
31, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,51, Hong, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,7298,0,45, Taiwan, <=50K
27, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
46, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
46, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,1977,40, Columbia, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Haiti, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,20, Yugoslavia, <=50K
26, Private, Bachelors, Separated, Adm-clerical, Own-child, Black, Male,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
63, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,99, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,4650,0,40, Iran, >50K
36, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, Cambodia, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,49, Mexico, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, Haiti, >50K
56, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,70, Japan, >50K
59, Private, Some-college, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,15, Laos, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,14, Canada, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Black, Male,0,1887,40, Iran, <=50K
36, Private, 1st-4th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, >50K
54, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,60, Taiwan, >50K
21, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
43, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, Cambodia, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,14239,0,50, Peru, >50K
22, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Japan, <=50K
53, Private, HS-grad, Divorced, Other-service, Other-relative, Other, Female,0,1929,40, Greece, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1930,40, Jamaica, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Philippines, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,51, Italy, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, China, >50K
37, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Guatemala, <=50K
57, Private, 7th-8th, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,40, South, >50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,60, Ireland, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7298,0,50, Hungary, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Guatemala, <=50K
38, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, India, <=50K
27, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
27, Private, Doctorate, Never-married, Sales, Own-child, Other, Male,0,0,40, Hong, <=50K
50, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Honduras, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,35, Hong, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,30, Guatemala, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,52, Nicaragua, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, >50K
25, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Iran, <=50K
45, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
