38, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,32, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, <=50K
46, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, Taiwan, <=50K
56, Self-emp-not-inc, HS-grad, Separated, Protective-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, >50K
31, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Local-gov, Doctorate, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Vietnam, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, 11th, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,38, United-States, <=50K
42, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,3965,0,40, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,68, Mexico, >50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,7687,0,40, Yugoslavia, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
90, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,99, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
28, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
37, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, 5th-6th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,1873,60, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Other-relative, Black, Female,0,0,35, United-States, <=50K
63, Self-emp-inc, HS-grad, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Ireland, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
35, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Mexico, <=50K
26, Private, Some-college, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Prof-school, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
23, State-gov, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,5, United-States, <=50K
30, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,37, United-States, >50K
31, Local-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
52, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
74, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,35, United-States, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
35, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
42, Private, Assoc-acdm, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,45, Mexico, <=50K
42, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
39, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
48, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
19, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
18, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,38, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
60, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
56, Local-gov, 1st-4th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
47, Federal-gov, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,8, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K
37, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,39, United-States, <=50K
24, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
33, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
35, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
23, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,1560,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5943,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
66, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Female,0,2214,5, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Scotland, >50K
45, Private, HS-grad, Separated, Sales, Wife, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Widowed, Tech-support, Unmarried, White, Female,0,0,25, United-States, <=50K
28, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, United-States, >50K
31, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,1600,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Widowed, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
32, Federal-gov, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
67, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,8, United-States, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
52, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
42, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,3700,0,45, United-States, <=50K
28, Private, Bachelors, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,3131,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Yugoslavia, <=50K
45, Private, Assoc-voc, Divorced, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1694,40, Canada, >50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
75, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,10, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,4011,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
33, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, <=50K
37, Self-emp-not-inc, 1st-4th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
65, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3938,0,40, United-States, <=50K
31, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Assoc-acdm, Widowed, Farming-fishing, Unmarried, White, Male,0,0,72, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, Assoc-voc, Married-spouse-absent, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
28, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Male,0,0,50, United-States, <=50K
28, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
78, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,20, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Female,0,0,70, United-States, >50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
57, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,80, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
28, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
30, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, Nicaragua, <=50K
28, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1806,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
54, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,10, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, >50K
60, Federal-gov, 9th, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7800,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,12, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
