25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Philippines, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,16, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, France, <=50K
68, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
39, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
40, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,35, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,1, United-States, <=50K
46, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1902,45, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
60, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, United-States, >50K
47, Federal-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Self-emp-inc, Assoc-voc, Separated, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,2678,0,40, United-States, >50K
58, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Private, 1st-4th, Married-civ-spouse, Tech-support, Husband, White, Female,0,1968,40, United-States, >50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,7687,0,45, United-States, >50K
59, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
26, Private, Some-college, Never-married, Other-service, Other-relative, Black, Female,0,0,38, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
32, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
23, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,1902,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, Local-gov, 12th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, Doctorate, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, <=50K
37, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Male,0,0,38, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,1902,40, Japan, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,10, United-States, >50K
47, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,63, Philippines, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,4200,0,54, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
49, Local-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,4066,0,45, United-States, >50K
47, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Japan, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
66, Private, Doctorate, Never-married, Sales, Husband, White, Female,0,1720,4, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, >50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, Philippines, >50K
26, Local-gov, 12th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Wife, White, Female,0,0,32, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
21, Self-emp-inc, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,1902,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,43, United-States, <=50K
49, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
60, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,48, United-States, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,38, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Black, Female,3325,0,40, United-States, >50K
34, Private, Masters, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Mexico, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,20, United-States, <=50K
64, Federal-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, 10th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, Masters, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, South, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,3005,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
37, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,7687,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,5178,0,45, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Masters, Never-married, Sales, Own-child, White, Male,5178,0,40, United-States, >50K
24, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,15, United-States, <=50K
21, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
24, Private, 7th-8th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Divorced, Machine-op-inspct, Unmarried, White, Male,4424,0,45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,35, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
49, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
19, Private, 1st-4th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,43, United-States, >50K
43, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,20, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
26, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, India, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,37, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, South, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,4229,0,40, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,38, United-States, <=50K
41, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,5157,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
56, State-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,1971,38, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2872,0,48, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,90, Yugoslavia, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4386,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, China, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,43, United-States, <=50K
51, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,3976,0,40, United-States, >50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1902,50, United-States, >50K
58, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,6, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, China, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, 10th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
73, Local-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,11, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
41, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Separated, Sales, Husband, Black, Male,0,0,35, United-States, <=50K
45, Local-gov, 5th-6th, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
50, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, 5th-6th, Never-married, Machine-op-inspct, Wife, Black, Male,0,0,10, United-States, <=50K
20, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,4386,0,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
64, Private, Bachelors, Widowed, Adm-clerical, Other-relative, White, Male,0,0,20, Japan, <=50K
24, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, >50K
27, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
32, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,5013,0,48, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
37, Private, Masters, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
47, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cuba, >50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
