28, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
50, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Protective-serv, Husband, White, Female,0,0,60, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
51, Private, 10th, Never-married, Sales, Other-relative, White, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,8771,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7521,0,40, United-States, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Columbia, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
65, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, >50K
33, Private, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, United-States, <=50K
32, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,2863,0,15, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Ireland, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,19, Jamaica, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,1902,40, United-States, >50K
53, Local-gov, 11th, Divorced, Craft-repair, Unmarried, Black, Female,0,0,38, El-Salvador, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,7687,0,40, India, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Germany, <=50K
34, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Jamaica, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
33, Private, 9th, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, Columbia, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,30, Greece, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,7687,0,40, United-States, >50K
51, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,0,0,42, United-States, <=50K
38, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, South, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Outlying-US(Guam-USVI-etc), <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Hungary, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
53, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Jamaica, >50K
70, Local-gov, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,50, Ecuador, >50K
75, Local-gov, 7th-8th, Divorced, Sales, Husband, White, Male,11839,0,24, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1976,40, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, Iran, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-inc, Masters, Never-married, Adm-clerical, Unmarried, White, Male,15024,0,65, United-States, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
36, Without-pay, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,60, Peru, <=50K
25, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Male,0,0,15, Hong, <=50K
74, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,16, Nicaragua, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
22, Private, Prof-school, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Separated, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,55, United-States, >50K
36, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
46, Private, Prof-school, Never-married, Exec-managerial, Husband, Black, Female,0,0,45, United-States, <=50K
30, Local-gov, 11th, Never-married, Other-service, Wife, White, Male,0,0,32, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,46, Haiti, >50K
21, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Philippines, <=50K
72, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,25, Laos, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Other, Female,0,0,16, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Prof-school, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, El-Salvador, >50K
41, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
51, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
53, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,65, United-States, <=50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,38, England, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, >50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Peru, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Germany, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Other-relative, Other, Female,0,0,40, Puerto-Rico, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Husband, Other, Female,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,36, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,60, United-States, >50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,3776,0,20, Greece, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,24, United-States, <=50K
61, Private, 7th-8th, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,20, Portugal, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
31, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
51, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, Taiwan, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,44, United-States, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
25, Local-gov, 11th, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,14945,0,40, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,10520,0,40, India, >50K
39, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,1902,50, United-States, >50K
47, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 12th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
68, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Portugal, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
52, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,60, Peru, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, El-Salvador, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,35, Peru, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
39, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, Poland, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Cambodia, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
51, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,13654,0,45, Columbia, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,50, United-States, <=50K
33, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,70, United-States, <=50K
42, Private, 12th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,42, Haiti, >50K
38, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,1964,40, United-States, >50K
31, Federal-gov, Some-college, Never-married, Other-service, Unmarried, White, Male,7567,0,40, Cambodia, <=50K
33, Private, Preschool, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,45, United-States, >50K
30, Self-emp-not-inc, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Laos, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,15, Dominican-Republic, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,1902,40, Laos, <=50K
51, Private, 9th, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
29, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,7687,0,25, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,40, United-States, <=50K
42, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Bachelors, Separated, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
44, Private, 1st-4th, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, <=50K
44, Private, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, Puerto-Rico, >50K
39, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,54, Portugal, <=50K
28, Private, Some-college, Divorced, Protective-serv, Husband, Other, Female,0,0,65, Puerto-Rico, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Mexico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,35, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,15024,0,50, United-States, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, Bachelors, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, Vietnam, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,54, Philippines, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
29, Private, Doctorate, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Columbia, <=50K
20, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,41, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,1919,40, United-States, >50K
47, Private, Masters, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,70, Hong, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,7298,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
48, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Haiti, <=50K
57, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,50, Cambodia, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, South, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, <=50K
34, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Philippines, <=50K
39, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, <=50K
35, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, >50K
