48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,8, United-States, <=50K
32, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
56, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, Taiwan, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
62, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,30, Guatemala, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Italy, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Hong, <=50K
29, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
36, Private, 7th-8th, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, >50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Dominican-Republic, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,45, Hungary, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,60, United-States, >50K
40, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1696,40, Greece, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,51, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Male,0,0,65, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
38, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,10, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,11, Portugal, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,21, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,32, United-States, <=50K
46, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Poland, <=50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, France, >50K
37, Federal-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,35, Peru, <=50K
22, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,99, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,32, United-States, <=50K
46, Without-pay, Prof-school, Never-married, Prof-specialty, Husband, White, Male,5013,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Japan, <=50K
46, Private, HS-grad, Widowed, Protective-serv, Not-in-family, White, Female,0,0,45, Taiwan, <=50K
56, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,54, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,14110,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,24, El-Salvador, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,37, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
20, Local-gov, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
44, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
28, Local-gov, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,20, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Guatemala, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
42, Federal-gov, 10th, Divorced, Exec-managerial, Not-in-family, White, Male,0,1611,40, United-States, <=50K
60, Federal-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Guatemala, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7760,0,54, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Hungary, >50K
39, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,25, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,59, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
19, State-gov, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, United-States, >50K
41, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
47, Private, Assoc-voc, Separated, Machine-op-inspct, Wife, White, Female,0,0,35, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Japan, <=50K
31, Private, Masters, Never-married, Sales, Wife, White, Male,6308,0,35, United-States, >50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
38, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
29, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, Mexico, <=50K
56, Federal-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,0,0,38, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,45, United-States, >50K
36, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,1887,40, Japan, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
46, Local-gov, 1st-4th, Divorced, Adm-clerical, Unmarried, Black, Male,0,1671,45, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Masters, Never-married, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,23, Cuba, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1910,40, Guatemala, <=50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,70, United-States, >50K
58, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,16, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,4386,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1979,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,1, United-States, <=50K
29, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
25, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,37, United-States, <=50K
75, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,8, Cuba, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, >50K
18, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,8, United-States, >50K
27, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,50, United-States, <=50K
39, Federal-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Cambodia, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, United-States, <=50K
38, State-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Trinadad&Tobago, <=50K
27, Private, 9th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1776,65, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,60, England, <=50K
71, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2326,28, United-States, >50K
39, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
43, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, <=50K
51, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
64, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, Greece, <=50K
51, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,1902,50, United-States, <=50K
32, Private, 5th-6th, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, Bachelors, Widowed, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,7687,0,40, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
61, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,12, Greece, <=50K
40, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
70, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,32, United-States, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,1501,40, United-States, <=50K
37, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,38, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,38, Japan, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,21, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
41, Private, 9th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
37, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Canada, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
22, Federal-gov, 11th, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,50, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, Japan, <=50K
