65, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Yugoslavia, <=50K
35, Private, Assoc-voc, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
40, Private, Bachelors, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Laos, >50K
31, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, Columbia, <=50K
53, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, England, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,25, Ecuador, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,65, Greece, >50K
29, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,50, Canada, >50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,80, Yugoslavia, >50K
43, Private, Prof-school, Never-married, Exec-managerial, Unmarried, Other, Male,0,2215,40, United-States, <=50K
17, Private, Assoc-acdm, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Trinadad&Tobago, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,70, England, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Haiti, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Holand-Netherlands, >50K
52, State-gov, HS-grad, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
29, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,7298,0,40, Nicaragua, >50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
43, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
27, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Scotland, >50K
23, Local-gov, 5th-6th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,37, France, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Peru, >50K
48, Private, Assoc-voc, Widowed, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Mexico, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,38, Hong, <=50K
24, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
42, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,50, Dominican-Republic, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, El-Salvador, <=50K
51, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Iran, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Philippines, >50K
52, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Dominican-Republic, >50K
22, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,35, Laos, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Yugoslavia, >50K
51, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,48, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, Holand-Netherlands, <=50K
19, Private, 12th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,15, Taiwan, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Laos, <=50K
30, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,45, Ireland, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,10, Germany, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Greece, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,2418,0,50, Mexico, >50K
32, Private, 12th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, El-Salvador, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,20, Dominican-Republic, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Greece, <=50K
49, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, 7th-8th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,20, China, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
25, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, India, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1552,50, Haiti, >50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,5013,0,45, China, <=50K
54, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, France, <=50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,18, United-States, <=50K
43, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Thailand, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,15024,0,60, Greece, >50K
24, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Columbia, <=50K
44, Federal-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,35, Laos, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
52, Private, Some-college, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,3807,0,35, South, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,25, Italy, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,60, Germany, <=50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,62, Holand-Netherlands, >50K
29, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Without-pay, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, Holand-Netherlands, >50K
23, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
18, Private, Some-college, Never-married, Sales, Other-relative, Other, Male,0,0,30, Guatemala, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Taiwan, <=50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4076,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Poland, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Scotland, >50K
18, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, Trinadad&Tobago, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
37, Private, Assoc-voc, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
32, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, South, <=50K
49, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Poland, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,10, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
51, Self-emp-inc, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, England, <=50K
26, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Hong, <=50K
20, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,30, Philippines, >50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Japan, <=50K
18, Private, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,35, Poland, <=50K
30, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Cuba, <=50K
31, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Male,0,2208,60, Jamaica, >50K
31, Local-gov, 11th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
22, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Poland, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Laos, >50K
21, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Honduras, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Honduras, >50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,30, Hungary, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Japan, >50K
20, Private, Bachelors, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Nicaragua, <=50K
66, Self-emp-not-inc, Doctorate, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,16343,0,45, Poland, >50K
67, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1565,40, Ireland, >50K
25, Private, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, Hong, >50K
58, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Puerto-Rico, <=50K
51, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Japan, <=50K
37, Private, 9th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Portugal, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Ireland, <=50K
51, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, El-Salvador, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,46, South, <=50K
40, Private, HS-grad, Separated, Transport-moving, Unmarried, Other, Male,0,0,45, Ireland, <=50K
27, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Italy, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,25, Portugal, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,50, Holand-Netherlands, <=50K
43, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,45, England, <=50K
49, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Thailand, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Mexico, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Portugal, >50K
52, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,32, Hungary, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,16, Yugoslavia, >50K
73, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,16, Canada, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
53, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Holand-Netherlands, >50K
50, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, Cuba, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Honduras, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,33, Vietnam, <=50K
46, Private, Doctorate, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Philippines, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,20, Italy, <=50K
42, Self-emp-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Thailand, <=50K
49, Private, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Japan, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4671,0,60, Cambodia, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,81, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,20, Honduras, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,7298,0,52, Italy, >50K
37, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, El-Salvador, >50K
31, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,22, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
29, Federal-gov, Some-college, Never-married, Other-service, Wife, Black, Male,0,0,6, Cambodia, <=50K
46, Private, Preschool, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
48, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,40, Mexico, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, Guatemala, >50K
70, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,15, Japan, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Philippines, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Italy, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Puerto-Rico, >50K
26, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, China, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Haiti, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
61, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Iran, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Iran, <=50K
42, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
41, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Male,0,0,40, Hong, <=50K
29, Private, 9th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Hong, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Hungary, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Haiti, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,54, Peru, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Thailand, >50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,50, Ireland, >50K
34, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4839,0,45, Yugoslavia, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Japan, <=50K
38, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, Black, Male,15024,0,60, China, >50K
25, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, South, >50K
52, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Scotland, >50K
