28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,45, France, >50K
69, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, India, <=50K
30, Local-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,4065,0,45, Peru, >50K
22, Private, Assoc-voc, Separated, Other-service, Wife, Other, Male,0,0,40, Mexico, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3455,0,40, Hungary, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1886,50, Yugoslavia, >50K
18, Private, 12th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,30, Ecuador, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Ireland, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Poland, >50K
58, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, Dominican-Republic, <=50K
24, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,45, Laos, >50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Mexico, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,60, United-States, <=50K
46, Private, 11th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, Yugoslavia, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1876,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Scotland, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, Honduras, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,40, Taiwan, >50K
35, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Laos, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, Ireland, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, Germany, <=50K
49, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,50, Greece, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,2010,0,40, Mexico, <=50K
33, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,50, El-Salvador, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Greece, >50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Hong, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Tech-support, Not-in-family, Other, Female,0,0,35, Cuba, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, China, <=50K
34, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,50, India, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
58, Local-gov, Doctorate, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, England, <=50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Thailand, >50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Germany, >50K
47, Local-gov, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,2177,40, Columbia, >50K
41, Federal-gov, 5th-6th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Mexico, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
37, Private, Masters, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, France, <=50K
41, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2399,59, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
41, Without-pay, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, Honduras, <=50K
36, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
61, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Female,15024,0,20, Taiwan, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Poland, <=50K
29, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, South, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, Masters, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,1704,54, Portugal, <=50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, China, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,45, Taiwan, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,8, Poland, <=50K
59, State-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
64, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Nicaragua, <=50K
19, Local-gov, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, England, >50K
43, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hungary, <=50K
30, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
73, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,18, Philippines, >50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Japan, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Iran, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,50, Poland, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
42, Private, Some-college, Divorced, Sales, Husband, Black, Female,0,0,60, United-States, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,35, Japan, >50K
51, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, India, <=50K
49, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, Poland, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Cuba, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Mexico, >50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,12, Hong, <=50K
33, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,37, Honduras, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
62, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,40, Hungary, >50K
32, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,98, Laos, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,3325,0,45, Nicaragua, <=50K
27, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,3103,0,50, Portugal, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Prof-school, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,82, Italy, >50K
36, Private, 9th, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,30, Hungary, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Laos, >50K
24, Private, 12th, Never-married, Tech-support, Unmarried, White, Male,0,0,25, Portugal, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Male,0,2331,40, Vietnam, >50K
45, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,8, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,54, El-Salvador, >50K
21, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,50, Taiwan, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, Italy, <=50K
32, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,60, Italy, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Haiti, >50K
51, Private, Some-college, Widowed, Sales, Unmarried, White, Male,0,0,35, England, <=50K
39, Local-gov, 7th-8th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,5016,0,50, Ireland, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,35, Peru, <=50K
34, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Thailand, <=50K
36, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,50, El-Salvador, >50K
69, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,54385,0,50, Portugal, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Italy, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Hungary, <=50K
33, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,35, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,60, Yugoslavia, <=50K
53, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Divorced, Tech-support, Other-relative, White, Male,0,0,40, Haiti, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cuba, <=50K
48, Private, Some-college, Separated, Handlers-cleaners, Unmarried, Black, Male,0,0,35, Hong, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
43, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
57, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Italy, <=50K
26, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,54, Thailand, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,60, Hungary, >50K
76, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,3103,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
18, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, Cambodia, <=50K
28, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,8582,0,50, Peru, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Honduras, >50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2703,0,50, Mexico, >50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,6440,0,40, Thailand, >50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Italy, <=50K
29, Private, 12th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
59, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,38, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
56, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,57, Poland, <=50K
40, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Mexico, <=50K
79, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,20, Guatemala, >50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,102,45, Japan, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,60, Philippines, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Puerto-Rico, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, China, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Haiti, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
62, State-gov, Some-college, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,6, Ireland, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, Jamaica, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1485,50, India, <=50K
59, State-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,35, Haiti, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,44, Ireland, >50K
57, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, >50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,40, Hungary, <=50K
63, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, Hong, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Hungary, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,30, Haiti, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Peru, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Thailand, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
55, Private, Bachelors, Widowed, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,0,11, United-States, <=50K
55, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, Yugoslavia, <=50K
64, Self-emp-inc, Preschool, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,2175,0,25, Honduras, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1672,40, Jamaica, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,38, China, <=50K
37, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,38, South, <=50K
