25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Nicaragua, >50K
31, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Other, Male,0,1685,60, Japan, >50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, Japan, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,56, France, >50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,7687,0,40, Poland, >50K
26, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,48, England, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,45, Hong, >50K
22, Local-gov, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
20, Private, Assoc-acdm, Separated, Prof-specialty, Wife, Black, Male,0,0,35, Jamaica, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,20, Yugoslavia, <=50K
22, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Ecuador, >50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, Other, Female,0,0,40, Jamaica, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Jamaica, <=50K
60, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,38, South, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Black, Female,0,0,40, Thailand, <=50K
33, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,65, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,1603,32, Yugoslavia, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, South, >50K
55, Private, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
26, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
31, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,297,40, Guatemala, >50K
29, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Portugal, <=50K
30, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Jamaica, <=50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,29, France, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Japan, >50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Male,0,0,40, Ecuador, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, South, <=50K
42, Private, Masters, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Cuba, <=50K
57, Private, Assoc-voc, Widowed, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,0,0,25, Germany, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,6824,0,44, South, >50K
28, Local-gov, Assoc-acdm, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,1947,35, Dominican-Republic, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Honduras, >50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Ireland, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,40, Thailand, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,48, China, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Other-relative, Other, Male,0,0,40, Hong, >50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,7687,0,45, Taiwan, >50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Guatemala, <=50K
50, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, Guatemala, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,70, Canada, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,75, El-Salvador, <=50K
61, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,70, Taiwan, <=50K
27, Private, Bachelors, Never-married, Other-service, Other-relative, Other, Female,0,0,35, South, <=50K
42, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,25, Puerto-Rico, <=50K
43, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, France, <=50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,54, China, >50K
43, Federal-gov, 9th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Other, Male,0,0,40, Taiwan, <=50K
32, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,50, Portugal, >50K
41, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,1575,40, Ireland, <=50K
32, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Thailand, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,45, England, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Thailand, >50K
44, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,7687,0,40, Thailand, <=50K
55, Without-pay, Masters, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, <=50K
40, Private, HS-grad, Separated, Sales, Husband, Black, Male,0,0,20, Greece, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,32, Portugal, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Taiwan, >50K
48, Private, Some-college, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
21, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,15, Puerto-Rico, <=50K
58, Private, Masters, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
31, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, China, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Portugal, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
32, State-gov, Some-college, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
56, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
62, Federal-gov, 7th-8th, Widowed, Other-service, Unmarried, White, Female,0,0,32, Taiwan, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
57, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,29, Germany, <=50K
36, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,29, Nicaragua, <=50K
67, Private, HS-grad, Separated, Other-service, Wife, Black, Female,0,0,24, Italy, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
37, Private, Bachelors, Divorced, Tech-support, Other-relative, Other, Male,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Columbia, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,47, Guatemala, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Ireland, >50K
37, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, Hong, <=50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Japan, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,8, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
27, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Jamaica, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,3230,0,50, Haiti, <=50K
27, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,20, Haiti, <=50K
21, Private, HS-grad, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Italy, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,27767,0,35, Thailand, >50K
55, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,3390,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, >50K
32, Private, 9th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,35, Cuba, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,15, Vietnam, <=50K
30, Private, Assoc-acdm, Never-married, Other-service, Wife, Black, Female,0,0,7, Honduras, >50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,29, Peru, >50K
58, State-gov, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,25, Italy, <=50K
22, Private, 9th, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Peru, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
57, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, India, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ecuador, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, Portugal, <=50K
28, Private, HS-grad, Separated, Transport-moving, Own-child, Other, Male,0,0,60, Iran, <=50K
34, Local-gov, 9th, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Iran, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, Taiwan, >50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,29, Outlying-US(Guam-USVI-etc), >50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
63, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, >50K
26, Private, HS-grad, Separated, Tech-support, Own-child, White, Male,0,0,40, El-Salvador, <=50K
21, Local-gov, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, India, <=50K
18, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Female,0,0,29, Mexico, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,50, Puerto-Rico, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,4002,0,48, Philippines, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Ecuador, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
43, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,1654,40, Thailand, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,35, South, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
38, Self-emp-inc, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
27, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Honduras, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, Some-college, Divorced, Tech-support, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, Columbia, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, Haiti, >50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
51, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, Other, Male,0,0,54, Nicaragua, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Iran, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
55, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, Honduras, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,8148,0,40, Yugoslavia, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,87, Italy, >50K
65, Self-emp-inc, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,25, Cambodia, <=50K
53, Self-emp-not-inc, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,50, Laos, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Haiti, <=50K
19, Private, Prof-school, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, Jamaica, <=50K
48, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,3103,0,40, Laos, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Canada, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,3323,0,40, Scotland, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, Iran, <=50K
24, Private, 5th-6th, Never-married, Craft-repair, Own-child, White, Female,0,0,45, Ecuador, <=50K
54, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2397,50, Taiwan, >50K
31, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,45, Vietnam, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
26, State-gov, 5th-6th, Never-married, Exec-managerial, Own-child, Other, Female,0,0,50, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Greece, >50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Italy, <=50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Iran, <=50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,65, Philippines, <=50K
30, Private, 5th-6th, Never-married, Other-service, Not-in-family, Other, Female,0,1670,40, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, China, >50K
21, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Greece, <=50K
22, Private, 5th-6th, Never-married, Other-service, Own-child, Black, Male,0,0,10, Scotland, <=50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
45, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
47, Private, Some-college, Separated, Other-service, Unmarried, Other, Male,0,0,32, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
53, State-gov, Bachelors, Separated, Other-service, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
35, Self-emp-inc, Bachelors, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
30, Local-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,45, Honduras, >50K
25, Private, 7th-8th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
52, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Honduras, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Mexico, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, India, >50K
44, Self-emp-inc, Bachelors, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,99999,0,40, Thailand, >50K
66, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
