37, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Mexico, >50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,45, Yugoslavia, >50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,7298,0,40, United-States, >50K
35, Private, Masters, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
34, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,46, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Taiwan, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,35, United-States, <=50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,9, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
43, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Mexico, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,7, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,15024,0,54, United-States, >50K
23, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,6, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Female,9041,0,25, Jamaica, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
53, Local-gov, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, >50K
58, Federal-gov, 5th-6th, Divorced, Sales, Not-in-family, White, Male,7298,0,25, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,1921,40, United-States, >50K
77, Private, Some-college, Widowed, Sales, Not-in-family, Other, Male,0,0,38, United-States, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1975,58, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, HS-grad, Separated, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
23, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
23, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Private, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Male,7394,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Separated, Machine-op-inspct, Husband, Black, Male,0,1887,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,1887,40, Mexico, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,48, United-States, <=50K
54, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
64, Federal-gov, 5th-6th, Never-married, Other-service, Wife, White, Male,0,0,18, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
32, State-gov, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,7687,0,40, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
69, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,20, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,48, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
49, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Federal-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, Federal-gov, 9th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,25, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7654,0,45, United-States, <=50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
39, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,6597,0,40, United-States, >50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,65, United-States, >50K
34, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-acdm, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
25, Private, 12th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,5013,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,38, United-States, <=50K
34, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,36, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
22, Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, >50K
32, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, United-States, >50K
31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,32, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
23, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
72, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,4386,0,40, United-States, <=50K
18, State-gov, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,15, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,30, Haiti, <=50K
29, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,44, United-States, <=50K
74, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,35, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
43, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,1977,60, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Canada, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7914,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
37, Private, Some-college, Never-married, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,50, Mexico, >50K
68, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
73, Private, Some-college, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,7303,0,40, United-States, <=50K
36, Private, 1st-4th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
61, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, China, <=50K
37, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,10572,0,50, United-States, >50K
25, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,7298,0,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, Mexico, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Other-relative, White, Male,0,0,60, United-States, <=50K
44, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7315,0,40, United-States, >50K
17, Private, 10th, Separated, Sales, Own-child, Other, Male,0,0,15, United-States, <=50K
45, Local-gov, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,6, Philippines, <=50K
60, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1977,40, United-States, >50K
40, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,44, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
82, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,60, United-States, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Separated, Craft-repair, Wife, Black, Female,0,0,30, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,1977,60, Taiwan, >50K
22, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
45, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Female,7687,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, >50K
51, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1927,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Cuba, >50K
55, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
34, Federal-gov, 9th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,13344,0,60, United-States, >50K
70, Self-emp-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
42, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,8, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
