26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,13615,0,50, United-States, >50K
34, Local-gov, Assoc-voc, Never-married, Adm-clerical, Other-relative, White, Male,0,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,1902,40, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
23, Private, 7th-8th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Unmarried, White, Male,0,0,72, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,62, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Self-emp-inc, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,12, Yugoslavia, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
62, Private, HS-grad, Married-spouse-absent, Other-service, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 7th-8th, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
48, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,35, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,50, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
37, Private, 1st-4th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,8614,0,40, United-States, <=50K
68, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,24, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
48, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, >50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,35, United-States, >50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 1st-4th, Never-married, Sales, Not-in-family, White, Male,7687,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,75, Puerto-Rico, >50K
26, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, >50K
38, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,7687,0,48, Puerto-Rico, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,12, United-States, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,10280,0,80, United-States, >50K
33, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,10363,0,45, United-States, >50K
50, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,48, United-States, <=50K
20, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Sales, Husband, White, Female,0,0,15, United-States, <=50K
34, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Without-pay, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
59, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,25, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
66, Private, Masters, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,65, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Never-married, Tech-support, Own-child, White, Male,0,0,48, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
41, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,45, Mexico, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,25, United-States, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
24, Local-gov, 12th, Never-married, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
56, Self-emp-inc, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,30, United-States, >50K
59, State-gov, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,25, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
52, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
32, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
62, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Female,0,0,35, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
63, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
24, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,60, United-States, <=50K
44, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,70, United-States, >50K
62, Private, 7th-8th, Divorced, Transport-moving, Wife, White, Male,0,0,38, United-States, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,68, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,39, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
67, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Never-married, Sales, Husband, White, Male,0,1950,40, United-States, <=50K
24, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,52, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,45, United-States, >50K
59, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
26, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,48, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,15024,0,70, Italy, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,10509,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Male,0,0,10, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,65, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,25, Canada, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
47, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Tech-support, Wife, Black, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, Mexico, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
60, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
42, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, >50K
33, Self-emp-not-inc, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,48, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,14131,0,57, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
65, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,7687,0,40, United-States, >50K
27, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
43, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Bachelors, Separated, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private, 5th-6th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,1902,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7687,0,48, United-States, <=50K
65, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,20, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1887,35, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
48, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
25, Private, Prof-school, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
67, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,37, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,37, United-States, >50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,48, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
52, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,80, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,1902,40, United-States, >50K
35, Federal-gov, 7th-8th, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,1902,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Prof-school, Never-married, Adm-clerical, Wife, Other, Male,0,0,50, United-States, >50K
