28, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Male,0,0,25, Yugoslavia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,60, Italy, >50K
40, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Yugoslavia, <=50K
20, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, Jamaica, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, Dominican-Republic, <=50K
64, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, Germany, <=50K
32, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,3423,0,40, Canada, >50K
28, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, Trinadad&Tobago, <=50K
30, Private, Some-college, Never-married, Tech-support, Other-relative, Black, Female,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1869,16, El-Salvador, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Haiti, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Guatemala, <=50K
32, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, Ecuador, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,50, Dominican-Republic, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Nicaragua, <=50K
35, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Japan, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, Japan, >50K
55, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
52, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, Laos, >50K
22, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Philippines, <=50K
37, Local-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,45, England, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Hong, <=50K
50, Local-gov, HS-grad, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,5013,0,40, Nicaragua, >50K
34, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Wife, White, Male,0,0,60, Japan, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Honduras, <=50K
29, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,54, Yugoslavia, <=50K
41, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,5013,0,40, Cuba, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
50, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, India, <=50K
60, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
52, Self-emp-inc, 11th, Never-married, Sales, Unmarried, White, Female,0,0,30, Jamaica, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Female,15024,0,40, Jamaica, >50K
30, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,2605,0,40, Thailand, >50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,99999,0,40, Trinadad&Tobago, >50K
40, Private, 12th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Canada, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
71, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,40, Trinadad&Tobago, >50K
34, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,50, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, >50K
19, Private, 1st-4th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Portugal, <=50K
35, Local-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,12, Jamaica, <=50K
23, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, India, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,32, France, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,16, Germany, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Ireland, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,1887,40, Japan, >50K
53, Private, 12th, Divorced, Craft-repair, Unmarried, Other, Female,0,0,38, Columbia, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
44, Private, Doctorate, Divorced, Exec-managerial, Wife, White, Female,3421,0,40, Ecuador, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Thailand, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Cuba, <=50K
34, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, Taiwan, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,30, Dominican-Republic, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Haiti, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,7298,0,40, Iran, >50K
51, Private, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,43, United-States, <=50K
39, Self-emp-inc, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,65, United-States, <=50K
52, Private, HS-grad, Divorced, Tech-support, Husband, White, Female,0,0,40, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,50, China, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Hong, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
36, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,40, Guatemala, >50K
39, State-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,80, Guatemala, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, Canada, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Taiwan, <=50K
37, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,5178,0,40, Thailand, >50K
52, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,20, Thailand, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Puerto-Rico, >50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, France, >50K
70, Local-gov, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,50, Columbia, >50K
75, Federal-gov, 7th-8th, Divorced, Sales, Husband, White, Male,5326,0,20, Jamaica, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Thailand, >50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Poland, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Iran, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, England, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,4876,0,72, Trinadad&Tobago, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, Thailand, <=50K
37, Without-pay, Prof-school, Never-married, Protective-serv, Husband, White, Male,0,0,60, Haiti, <=50K
25, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,15, El-Salvador, <=50K
74, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,16, Greece, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,55, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Thailand, <=50K
35, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, Nicaragua, <=50K
45, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, Poland, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,25, Puerto-Rico, <=50K
35, Private, Prof-school, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, Peru, <=50K
42, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,60, Thailand, >50K
36, Private, HS-grad, Never-married, Sales, Other-relative, Black, Male,0,0,40, China, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Portugal, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
46, Private, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,45, Japan, <=50K
31, Local-gov, 1st-4th, Never-married, Other-service, Wife, White, Male,0,0,33, Taiwan, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,1902,42, El-Salvador, >50K
22, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
71, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,24, Germany, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,16, Nicaragua, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Italy, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
45, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,54, Italy, >50K
51, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
54, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,70, Japan, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Columbia, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Jamaica, >50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Haiti, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, Honduras, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,48, Italy, <=50K
59, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,38, Laos, <=50K
52, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Peru, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,1977,50, Trinadad&Tobago, >50K
64, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, India, >50K
38, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,8802,0,16, Cuba, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,24, Vietnam, <=50K
60, Private, 7th-8th, Widowed, Other-service, Wife, White, Female,0,0,20, Honduras, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1978,54, Philippines, >50K
29, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,12, Jamaica, <=50K
51, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, Peru, >50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, India, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,45, Portugal, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, India, <=50K
43, Private, 11th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Iran, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Mexico, <=50K
28, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Guatemala, <=50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
25, Local-gov, 1st-4th, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, India, <=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Mexico, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, >50K
29, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Thailand, <=50K
30, Private, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,1134,0,40, Japan, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,7298,0,40, Ecuador, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,50, Peru, >50K
47, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Thailand, >50K
30, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, India, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Honduras, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Taiwan, <=50K
69, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Canada, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
53, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,60, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Columbia, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, Haiti, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, Nicaragua, <=50K
39, Private, Masters, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,25, Iran, <=50K
26, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Honduras, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Cambodia, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Mexico, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, Haiti, <=50K
51, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, Jamaica, >50K
25, Private, Some-college, Never-married, Tech-support, Wife, Other, Male,0,0,50, Laos, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,50, Canada, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, Taiwan, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,80, Iran, <=50K
42, Private, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Ecuador, >50K
38, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Taiwan, >50K
54, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,1948,40, Vietnam, >50K
32, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,2990,0,40, Cambodia, <=50K
34, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
30, Self-emp-not-inc, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Jamaica, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Germany, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Italy, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,60, Mexico, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,30, Peru, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, Ireland, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,15, China, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,1902,40, Greece, <=50K
51, Private, 9th, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, South, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
29, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,30, Iran, >50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,2975,0,40, Hong, <=50K
41, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, Guatemala, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,25, India, <=50K
44, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, Honduras, >50K
39, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, Honduras, <=50K
28, Private, Some-college, Divorced, Protective-serv, Husband, White, Female,0,0,70, Hong, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Greece, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Mexico, >50K
40, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,35, South, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,50, South, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, India, >50K
36, Private, Bachelors, Separated, Craft-repair, Wife, Black, Male,0,0,40, Taiwan, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Yugoslavia, <=50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, Haiti, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, Ireland, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Poland, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Philippines, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Philippines, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,1929,40, Vietnam, >50K
47, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,70, El-Salvador, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,50, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,3103,0,40, India, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, India, <=50K
49, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Ecuador, <=50K
58, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,50, Cambodia, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, Hong, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Greece, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Haiti, <=50K
40, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
36, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,60, Taiwan, >50K
