29, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,54, Ecuador, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, Poland, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Male,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, Nicaragua, <=50K
34, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
51, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, >50K
35, Local-gov, 9th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7298,0,75, India, >50K
64, Federal-gov, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,5, Poland, <=50K
35, Private, Assoc-voc, Widowed, Other-service, Wife, Other, Male,0,0,40, Nicaragua, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Hungary, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
37, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Other, Male,0,0,52, Dominican-Republic, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,70, El-Salvador, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Ireland, >50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Male,0,1583,40, Ecuador, >50K
23, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,25, Mexico, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, Nicaragua, >50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,8, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,60, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4290,0,65, Honduras, >50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
61, Private, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, Italy, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Husband, Other, Female,0,0,36, Guatemala, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
40, Private, 12th, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, El-Salvador, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, Masters, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, >50K
44, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
48, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,43, Hong, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
58, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
59, Private, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,40, India, >50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Holand-Netherlands, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, France, >50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,22, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1740,45, Greece, >50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Columbia, >50K
30, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,3103,0,65, Mexico, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,5395,0,50, United-States, >50K
44, Private, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Thailand, <=50K
33, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,15, Jamaica, <=50K
51, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,30, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Germany, <=50K
38, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,36, Honduras, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, <=50K
47, Private, Assoc-acdm, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,30, England, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, Haiti, <=50K
53, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Taiwan, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,33, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,2380,0,40, Scotland, <=50K
32, Private, 9th, Widowed, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,76, Trinadad&Tobago, <=50K
61, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Portugal, <=50K
21, State-gov, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
42, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
47, State-gov, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,12, Hungary, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,45, Poland, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,45, Laos, >50K
29, Self-emp-not-inc, Prof-school, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,87, Ireland, >50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Preschool, Never-married, Other-service, Own-child, White, Male,0,0,32, Cuba, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Honduras, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,44, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Japan, >50K
21, Local-gov, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
45, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,48, Hong, >50K
60, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,35, Hong, >50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Ecuador, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, India, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Laos, <=50K
52, State-gov, Bachelors, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,46, Italy, >50K
49, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
33, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,45, Hungary, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, South, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
26, Private, 5th-6th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,65, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Italy, >50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Female,7687,0,20, El-Salvador, >50K
27, Private, Masters, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, Thailand, >50K
31, Private, Bachelors, Never-married, Transport-moving, Husband, Other, Male,0,1977,46, Italy, <=50K
30, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,45, Jamaica, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Other-service, Husband, Black, Female,0,0,40, Puerto-Rico, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, >50K
35, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,7298,0,40, Holand-Netherlands, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,17, England, <=50K
29, Local-gov, 12th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,55, Italy, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,38, United-States, >50K
37, Private, Prof-school, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Scotland, <=50K
74, Private, Some-college, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,16, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, England, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,5013,0,70, Puerto-Rico, >50K
34, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,43, United-States, >50K
31, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,35, Italy, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, India, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Wife, Other, Male,99999,0,40, United-States, >50K
36, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Hungary, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
24, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,54, Cuba, <=50K
46, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,1483,40, Hong, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
50, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,54, Poland, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,7298,0,40, Jamaica, >50K
35, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,7298,0,40, Hungary, >50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Laos, >50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,26, Peru, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Honduras, <=50K
32, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, >50K
38, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,50, Jamaica, <=50K
29, Private, 1st-4th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, El-Salvador, >50K
43, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
18, Federal-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
21, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Haiti, >50K
49, Private, 9th, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,40, Laos, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Poland, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,30, Scotland, <=50K
56, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Japan, >50K
19, Private, Prof-school, Never-married, Sales, Own-child, White, Female,0,0,30, China, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Holand-Netherlands, <=50K
31, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, >50K
46, Private, Doctorate, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,99, United-States, <=50K
22, Self-emp-inc, Some-college, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, Ireland, <=50K
89, Self-emp-not-inc, Some-college, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, Japan, >50K
21, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1609,40, Iran, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Honduras, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Ireland, <=50K
41, Private, 5th-6th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,20, Hungary, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Hungary, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, Hungary, <=50K
38, Self-emp-inc, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,60, Holand-Netherlands, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Philippines, >50K
49, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
58, Private, 9th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Italy, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,4498,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
57, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Hong, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Japan, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, China, <=50K
55, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Taiwan, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,25, South, <=50K
