29, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
64, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Portugal, >50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Assoc-acdm, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,38, Nicaragua, <=50K
64, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,43, United-States, >50K
44, Federal-gov, HS-grad, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
40, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Own-child, Black, Male,0,0,25, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,10182,0,40, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Honduras, <=50K
43, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,65, Ireland, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
32, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,42, United-States, <=50K
27, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Italy, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,37, Cuba, <=50K
19, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,25, Yugoslavia, >50K
46, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Thailand, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
39, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Philippines, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,20, United-States, >50K
46, Local-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,50, Italy, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,60, Hong, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
61, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,3022,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,30, United-States, <=50K
64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, England, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,50, Taiwan, <=50K
28, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
33, Private, Doctorate, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, Ecuador, <=50K
26, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,25, Mexico, <=50K
54, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7687,0,45, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Puerto-Rico, >50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England, >50K
58, Federal-gov, 5th-6th, Divorced, Sales, Own-child, White, Female,0,1761,25, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
54, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,46, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1595,45, Outlying-US(Guam-USVI-etc), <=50K
33, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,65, United-States, >50K
45, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, Without-pay, Some-college, Never-married, Sales, Husband, White, Male,0,0,65, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, Japan, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, South, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,38, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Male,3400,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, Ecuador, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,50, United-States, >50K
46, Federal-gov, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
62, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Philippines, <=50K
53, Local-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,7067,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
41, Self-emp-inc, Prof-school, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, Trinadad&Tobago, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, >50K
47, Local-gov, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,73, United-States, <=50K
58, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Protective-serv, Own-child, Other, Male,0,0,70, Greece, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,65, Hungary, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,36, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,99, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Honduras, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,4694,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
62, Private, 7th-8th, Divorced, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1877,45, United-States, >50K
29, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,15024,0,45, United-States, >50K
62, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 11th, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, <=50K
74, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,8, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,37, United-States, >50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,60, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
27, Local-gov, 7th-8th, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,20, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Jamaica, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
29, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
66, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,20, United-States, <=50K
27, State-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, Dominican-Republic, <=50K
20, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Greece, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,7687,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,11, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, Cambodia, >50K
44, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2174,0,60, United-States, >50K
40, Private, Some-college, Never-married, Sales, Wife, Black, Male,0,0,20, United-States, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,15024,0,50, United-States, >50K
31, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Ireland, <=50K
21, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,38, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Male,0,0,45, United-States, <=50K
45, Federal-gov, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,0,2387,60, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Taiwan, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,35, El-Salvador, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
58, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,1570,40, Germany, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
19, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, >50K
19, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,16, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, France, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,50, United-States, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
32, Private, Doctorate, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,65, United-States, >50K
30, Private, HS-grad, Divorced, Transport-moving, Own-child, Other, Female,15024,0,40, Japan, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Doctorate, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Jamaica, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Canada, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,7298,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,40, Taiwan, >50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
