39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
38, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Male,0,0,37, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, France, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,43, Honduras, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Honduras, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, El-Salvador, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, Scotland, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,35, Peru, >50K
33, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Peru, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,4075,0,50, Greece, <=50K
22, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Male,0,0,15, Poland, <=50K
45, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,54, Trinadad&Tobago, <=50K
19, Local-gov, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Germany, <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Iran, <=50K
55, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
35, Private, Assoc-voc, Separated, Other-service, Wife, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Yugoslavia, >50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
46, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,60, El-Salvador, >50K
37, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,45, Jamaica, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Scotland, <=50K
21, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, Ecuador, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,3103,0,45, Outlying-US(Guam-USVI-etc), >50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
54, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, El-Salvador, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, China, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Yugoslavia, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
41, Private, Masters, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,95, Haiti, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,45, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Hong, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,48, United-States, >50K
32, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
22, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,52, Guatemala, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Peru, >50K
45, Local-gov, 5th-6th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
48, Private, Doctorate, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, England, <=50K
52, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,20051,0,16, Ecuador, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
55, Private, 5th-6th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,40, China, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,55, Ecuador, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Hungary, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
64, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,1016,40, Cuba, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Columbia, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,48, Ireland, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,43, Honduras, <=50K
26, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
45, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, China, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,14308,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,12, Guatemala, <=50K
46, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
25, Local-gov, 5th-6th, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,19, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Laos, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,60, Greece, <=50K
21, State-gov, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,12, Hong, <=50K
25, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
60, Without-pay, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,4, Honduras, <=50K
40, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Male,0,0,20, England, <=50K
31, Private, HS-grad, Separated, Sales, Not-in-family, Other, Male,0,0,48, Haiti, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, South, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
90, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, Other, Male,0,0,35, United-States, <=50K
59, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
40, Private, Masters, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
47, Local-gov, 5th-6th, Separated, Other-service, Wife, White, Male,0,0,16, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, France, >50K
19, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, India, <=50K
39, Private, 10th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Puerto-Rico, >50K
83, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,20, Mexico, <=50K
44, Self-emp-not-inc, HS-grad, Separated, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, Scotland, <=50K
73, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,20, Cuba, <=50K
64, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, Hong, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, >50K
52, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Iran, <=50K
25, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,25, Scotland, <=50K
52, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Hong, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1736,40, Hong, >50K
43, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
31, Local-gov, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,30, Iran, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,45, Nicaragua, <=50K
59, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,2181,0,40, Philippines, <=50K
27, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, South, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
43, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,44, Jamaica, <=50K
38, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
90, Private, 5th-6th, Widowed, Farming-fishing, Not-in-family, Black, Female,0,0,30, Hungary, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
33, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Nicaragua, <=50K
31, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Male,0,0,25, South, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,5295,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, England, >50K
37, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,78, United-States, >50K
54, Private, HS-grad, Separated, Transport-moving, Not-in-family, Other, Male,0,0,40, Japan, <=50K
39, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,54, Japan, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, South, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,40, Portugal, >50K
29, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Honduras, <=50K
34, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,35, France, <=50K
40, Local-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Poland, <=50K
47, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Taiwan, <=50K
57, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, England, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,4022,0,40, South, >50K
29, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,12, Jamaica, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Iran, >50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
63, State-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,2784,40, Yugoslavia, >50K
63, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, India, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, Honduras, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
62, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Hungary, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, Vietnam, <=50K
62, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,48, Puerto-Rico, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,35, Japan, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,45, India, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Nicaragua, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Cambodia, >50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Poland, <=50K
50, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Hong, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), >50K
27, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Canada, >50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
68, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,2560,30, United-States, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,2496,0,20, Laos, <=50K
40, Private, 7th-8th, Never-married, Craft-repair, Other-relative, White, Female,0,0,50, England, <=50K
23, State-gov, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
37, Federal-gov, Some-college, Separated, Other-service, Unmarried, Black, Male,0,0,6, Cambodia, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Scotland, >50K
60, State-gov, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Holand-Netherlands, >50K
23, Private, 12th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, Mexico, <=50K
29, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,6602,0,60, Portugal, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
29, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Laos, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,7298,0,40, Columbia, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Honduras, <=50K
43, Private, Assoc-acdm, Widowed, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Jamaica, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Laos, >50K
90, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,54, Iran, <=50K
30, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Honduras, <=50K
46, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Italy, <=50K
35, Private, 5th-6th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Cuba, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,35, India, <=50K
37, Private, 9th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, India, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, India, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Honduras, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1952,54, United-States, >50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,25, Jamaica, <=50K
44, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Vietnam, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,25, Hong, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
49, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,38, China, <=50K
42, Private, 10th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Thailand, >50K
21, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, Cuba, <=50K
38, Private, Masters, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
