42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,45, England, <=50K
27, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, Hong, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,2608,0,50, Nicaragua, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Japan, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,54, Honduras, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Yugoslavia, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
44, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, India, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, >50K
28, Private, 11th, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
19, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Other, Female,0,0,20, Japan, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Taiwan, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
41, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Canada, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,54, Taiwan, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, Poland, <=50K
51, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,12, Haiti, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
35, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,75, Iran, >50K
56, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, France, <=50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Germany, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Wife, Black, Female,0,0,40, Italy, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
39, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
50, Private, Bachelors, Divorced, Adm-clerical, Wife, Black, Female,0,0,30, Jamaica, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,5178,0,40, Ecuador, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Cuba, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
28, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,17, South, >50K
28, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Canada, <=50K
37, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Honduras, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Ireland, >50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, Trinadad&Tobago, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,99999,0,70, Columbia, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, China, <=50K
57, Private, Masters, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Hong, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, Taiwan, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Guatemala, >50K
35, State-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Canada, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, England, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,80, Thailand, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, South, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,6, Greece, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, China, <=50K
45, Federal-gov, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0,0,45, Jamaica, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Thailand, >50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Ireland, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,50, France, <=50K
21, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
47, State-gov, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,25, Thailand, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,11396,0,40, Thailand, <=50K
59, Without-pay, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,43, Haiti, >50K
21, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, Greece, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,40, Thailand, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Doctorate, Never-married, Sales, Husband, White, Male,0,0,54, Poland, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,38, Scotland, <=50K
26, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,40, Peru, <=50K
75, Private, 7th-8th, Widowed, Other-service, Husband, White, Male,0,0,10, Thailand, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, China, >50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, Puerto-Rico, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,5178,0,54, Outlying-US(Guam-USVI-etc), >50K
78, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
33, Local-gov, Assoc-voc, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Taiwan, <=50K
65, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,25, El-Salvador, <=50K
39, State-gov, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,55, Honduras, <=50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Germany, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,35, Nicaragua, >50K
58, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,40, Italy, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,7687,0,40, Hungary, >50K
37, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Peru, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Columbia, <=50K
35, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Haiti, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, Italy, >50K
26, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hong, <=50K
21, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Peru, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,2953,0,70, Cuba, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,99, Japan, <=50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Haiti, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,65, Haiti, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,24, Dominican-Republic, <=50K
61, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, >50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,3, Italy, <=50K
28, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,70, Laos, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
29, State-gov, Some-college, Divorced, Prof-specialty, Wife, Black, Male,0,0,50, Thailand, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, India, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, Cuba, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Vietnam, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Honduras, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Poland, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, >50K
51, Private, Assoc-acdm, Divorced, Tech-support, Wife, White, Female,0,0,40, Peru, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Vietnam, <=50K
27, Private, Masters, Never-married, Exec-managerial, Unmarried, Black, Female,0,1591,40, India, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Ecuador, >50K
61, Self-emp-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, Puerto-Rico, >50K
51, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,1670,40, Iran, <=50K
40, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,7298,0,40, Taiwan, >50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Peru, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3284,0,40, Mexico, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Guatemala, >50K
29, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,25, El-Salvador, <=50K
27, Local-gov, 11th, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Iran, <=50K
61, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Nicaragua, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,2590,0,40, Scotland, >50K
30, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Philippines, >50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,44, Taiwan, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,60, Japan, >50K
55, Self-emp-not-inc, Bachelors, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,26, Ecuador, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
23, Local-gov, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, Thailand, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,7298,0,68, Iran, <=50K
57, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,38, Honduras, <=50K
29, Private, HS-grad, Married-spouse-absent, Transport-moving, Wife, White, Male,0,0,40, South, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, Yugoslavia, >50K
47, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,45, Canada, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Columbia, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Haiti, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, Nicaragua, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Iran, >50K
37, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,60, Scotland, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Honduras, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,16, Italy, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Cambodia, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Haiti, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Japan, >50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Laos, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, South, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, Ireland, <=50K
22, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, Ecuador, <=50K
32, State-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, South, <=50K
36, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, Vietnam, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
39, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Jamaica, >50K
18, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,20, Greece, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, Ireland, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
42, Self-emp-inc, Masters, Married-spouse-absent, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,1887,99, Ireland, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Philippines, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Ireland, <=50K
40, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,20, China, <=50K
24, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Guatemala, <=50K
42, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
55, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, South, <=50K
75, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, Hungary, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2878,0,48, Guatemala, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,50, India, <=50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1931,60, Columbia, >50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,60, Hong, <=50K
30, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Honduras, >50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Guatemala, <=50K
49, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Taiwan, <=50K
51, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, Scotland, >50K
26, Private, Masters, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Iran, <=50K
37, Private, Bachelors, Separated, Adm-clerical, Wife, Black, Female,0,0,40, Taiwan, <=50K
22, Private, 12th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,25, Yugoslavia, <=50K
41, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,4378,0,24, Canada, >50K
26, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Portugal, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,5187,0,60, Poland, >50K
48, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,2157,40, Columbia, >50K
43, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,30, Trinadad&Tobago, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, South, <=50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Vietnam, >50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, El-Salvador, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, Jamaica, <=50K
36, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, Iran, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,60, Iran, <=50K
25, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cambodia, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, Hong, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Guatemala, <=50K
