18, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,30, Dominican-Republic, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,50, Yugoslavia, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
28, Federal-gov, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Jamaica, <=50K
27, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
22, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,22, El-Salvador, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,59, Germany, <=50K
37, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,50, Cambodia, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
42, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
59, Private, Masters, Married-spouse-absent, Exec-managerial, Unmarried, Black, Male,0,0,35, Thailand, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, Puerto-Rico, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, El-Salvador, <=50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,15, Guatemala, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,80, Guatemala, >50K
36, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
18, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Nicaragua, >50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Japan, >50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Japan, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Laos, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,60, Poland, >50K
39, Federal-gov, 9th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, England, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Hong, <=50K
25, Local-gov, HS-grad, Separated, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
31, Private, Assoc-voc, Widowed, Other-service, Wife, Black, Male,7687,0,16, Jamaica, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,84, Honduras, <=50K
37, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
20, Private, 12th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,32, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
55, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Jamaica, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, South, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1902,40, Thailand, <=50K
60, Private, 10th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,37, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
37, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Philippines, <=50K
22, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Guatemala, >50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
25, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,23, Jamaica, <=50K
25, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,45, India, <=50K
45, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,35, France, <=50K
74, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,24, Germany, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Japan, >50K
43, Local-gov, 12th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Jamaica, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Ecuador, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,71, South, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
53, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,51, South, >50K
18, Private, 11th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,54, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1902,50, Ireland, >50K
30, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
17, Private, 11th, Never-married, Protective-serv, Own-child, White, Male,0,0,20, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Columbia, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Guatemala, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, Greece, <=50K
20, Private, Prof-school, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,27, Thailand, <=50K
21, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,16, South, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,48, South, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,10333,0,40, Taiwan, >50K
29, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Scotland, >50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, France, >50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, >50K
56, Federal-gov, 9th, Divorced, Sales, Husband, Black, Female,14947,0,54, Jamaica, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,50, Taiwan, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Portugal, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Other-relative, White, Female,0,0,35, Thailand, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,45, England, <=50K
61, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Guatemala, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, >50K
21, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
52, Without-pay, Prof-school, Never-married, Protective-serv, Husband, White, Male,0,0,60, Guatemala, <=50K
17, Private, 11th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,12, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, Germany, <=50K
76, Self-emp-inc, Some-college, Divorced, Farming-fishing, Husband, Black, Female,0,0,54, Puerto-Rico, >50K
39, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,1886,70, Taiwan, >50K
32, Private, Some-college, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,8614,0,40, Scotland, <=50K
46, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,92, Peru, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,98, Taiwan, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Portugal, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
23, State-gov, Prof-school, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, India, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
40, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Taiwan, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
51, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Germany, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,38, Nicaragua, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,30, Italy, <=50K
36, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Columbia, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, <=50K
59, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Male,12516,0,54, Ireland, >50K
38, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Hong, <=50K
57, Federal-gov, 9th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, Jamaica, <=50K
18, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,24, Haiti, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Haiti, <=50K
42, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,1976,38, Thailand, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Laos, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
44, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, >50K
57, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,33, Vietnam, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Honduras, >50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Italy, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, White, Male,7687,0,40, Peru, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Vietnam, >50K
20, Private, Preschool, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
81, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,35, Ecuador, >50K
40, Private, Masters, Never-married, Sales, Own-child, Other, Male,11661,0,50, Portugal, >50K
17, Private, HS-grad, Separated, Tech-support, Own-child, Black, Male,0,0,20, Iran, <=50K
62, Local-gov, 10th, Divorced, Other-service, Unmarried, Black, Male,0,0,30, Iran, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, South, <=50K
44, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Peru, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,14177,0,48, Mexico, >50K
35, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,1902,40, Guatemala, >50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
24, Local-gov, 11th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,1902,40, India, <=50K
47, Private, Bachelors, Divorced, Protective-serv, Husband, Black, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Puerto-Rico, >50K
48, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, Black, Female,0,0,40, Philippines, <=50K
37, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Taiwan, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Peru, >50K
43, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,24, India, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,8614,0,40, Honduras, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Yugoslavia, >50K
36, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,10550,0,50, Honduras, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
47, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,0,0,40, Guatemala, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,48, Columbia, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,47, Haiti, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,38, Yugoslavia, <=50K
26, Private, Bachelors, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,35, Iran, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, Cambodia, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
61, Local-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,40, Jamaica, >50K
38, Private, Some-college, Never-married, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,8265,0,45, Canada, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
22, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,35, South, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Wife, Black, Male,0,0,40, Iran, <=50K
41, Private, 11th, Never-married, Craft-repair, Unmarried, White, Female,0,0,38, Ecuador, >50K
47, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, South, >50K
21, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,38, Vietnam, <=50K
46, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,80, Cambodia, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,11631,0,50, Outlying-US(Guam-USVI-etc), >50K
21, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Jamaica, <=50K
48, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, Other, Female,0,0,52, Greece, >50K
73, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Italy, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Nicaragua, >50K
32, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,36, Iran, <=50K
60, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,10838,0,40, United-States, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
22, Private, 12th, Never-married, Other-service, Not-in-family, Black, Female,0,0,60, Ireland, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,15022,0,60, China, >50K
23, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
43, Private, Assoc-voc, Never-married, Exec-managerial, Other-relative, Black, Male,10540,0,50, Scotland, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,50, South, <=50K
27, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,70, Guatemala, <=50K
35, Private, Bachelors, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, India, <=50K
25, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
65, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Other, Male,7687,0,20, Honduras, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1768,20, Honduras, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,15, Greece, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, South, >50K
39, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, >50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, India, <=50K
33, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
43, Private, 9th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Yugoslavia, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Haiti, >50K
33, Private, Bachelors, Divorced, Craft-repair, Own-child, Other, Male,0,0,40, Ireland, <=50K
