59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
42, State-gov, HS-grad, Married-AF-spouse, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
49, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,15, Vietnam, <=50K
79, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,3575,0,25, United-States, >50K
76, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,10, United-States, <=50K
34, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, Self-emp-not-inc, 11th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,16, United-States, <=50K
43, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,11897,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,8, Yugoslavia, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
26, Private, Masters, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,16, United-States, <=50K
46, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,7298,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,12, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
53, Private, Doctorate, Divorced, Craft-repair, Wife, White, Male,0,0,40,, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
41, State-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Local-gov, Masters, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, >50K
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Female,0,0,54, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, >50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Other-relative, White, Female,7298,0,8, United-States, <=50K
30, Private, Some-college, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, India, >50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, Mexico, <=50K
36, Self-emp-not-inc, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
51, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,70, United-States, >50K
27, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
19, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, Yugoslavia, <=50K
32, Local-gov, Some-college, Never-married, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, <=50K
19, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,35, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Male,7298,0,45, United-States, >50K
33, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,1977,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, South, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, 5th-6th, Divorced, Sales, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, South, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,7623,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Widowed, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
29, Without-pay, 12th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1975,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,16, United-States, <=50K
60, Local-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Philippines, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7687,0,50, Ecuador, >50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, El-Salvador, >50K
37, Federal-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,40, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
49, State-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,35, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,5, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,8415,0,45, United-States, >50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,15, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,54, United-States, <=50K
25, Private, 9th, Divorced, Craft-repair, Not-in-family, White, Male,5064,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
29, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, 1st-4th, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,43, United-States, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,45, El-Salvador, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,7298,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,5, United-States, >50K
47, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,99, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,43, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,57, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,5289,0,40, United-States, <=50K
32, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Widowed, Sales, Husband, White, Male,0,0,50, United-States, <=50K
61, Self-emp-inc, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,50, United-States, <=50K
47, State-gov, Prof-school, Widowed, Other-service, Wife, Black, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
58, Self-emp-not-inc, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,34, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1977,65, United-States, >50K
42, Private, Assoc-voc, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Bachelors, Widowed, Sales, Not-in-family, White, Male,0,0,53, United-States, >50K
21, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
42, State-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Thailand, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
71, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,5152,0,35, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,4064,0,40, Dominican-Republic, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
62, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States, <=50K
42, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
27, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
44, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, >50K
42, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, China, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
33, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7397,0,50, China, <=50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,20, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
61, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,2205,0,40, United-States, >50K
32, Private, Preschool, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
45, Self-emp-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,4859,0,35, Mexico, >50K
29, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, >50K
46, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Guatemala, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Thailand, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,32, South, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
36, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, <=50K
40, Private, 11th, Divorced, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
55, Self-emp-inc, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,70, United-States, >50K
31, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
