19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Taiwan, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
58, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, South, >50K
19, Private, 12th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,54, Dominican-Republic, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,1902,50, Ireland, >50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,16, Trinadad&Tobago, <=50K
41, Private, HS-grad, Divorced, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,1886,15, China, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, Guatemala, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,44, Guatemala, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Canada, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, England, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,15, Taiwan, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,45, Taiwan, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Thailand, >50K
32, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Scotland, <=50K
24, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, France, <=50K
37, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, >50K
59, Federal-gov, Assoc-voc, Divorced, Sales, Husband, Black, Female,15024,0,50, Jamaica, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,50, Thailand, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Portugal, <=50K
34, Private, Masters, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, Thailand, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,42, England, <=50K
66, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
32, Self-emp-inc, HS-grad, Separated, Adm-clerical, Wife, White, Male,0,0,40, Thailand, >50K
23, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Thailand, <=50K
57, State-gov, Prof-school, Widowed, Protective-serv, Husband, White, Male,0,0,60, Guatemala, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,10, El-Salvador, <=50K
32, Private, HS-grad, Separated, Sales, Husband, Other, Male,0,0,40, Greece, <=50K
88, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, Puerto-Rico, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,70, Taiwan, >50K
36, Private, Some-college, Separated, Craft-repair, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,3632,0,40, Scotland, <=50K
49, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, Peru, <=50K
26, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,98, Thailand, >50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Portugal, <=50K
20, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
22, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,10, India, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
45, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Thailand, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
56, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
18, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Germany, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,27, Italy, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Peru, <=50K
29, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,54, Columbia, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Haiti, <=50K
63, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,43, United-States, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Male,15024,0,50, Italy, >50K
41, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Hong, <=50K
60, Federal-gov, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,38, Peru, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,30, Jamaica, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, Haiti, <=50K
40, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Haiti, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,38, Dominican-Republic, <=50K
54, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,1984,35, Trinadad&Tobago, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Laos, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Peru, <=50K
53, State-gov, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,77, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, >50K
60, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,30, Vietnam, <=50K
21, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Honduras, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
26, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,38, Italy, >50K
36, Private, Assoc-acdm, Divorced, Transport-moving, Wife, White, Male,3192,0,40, Peru, >50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Vietnam, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
82, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,35, Ecuador, <=50K
45, Private, Masters, Never-married, Sales, Other-relative, Other, Male,7298,0,45, Portugal, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,16, Iran, <=50K
64, Local-gov, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,30, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, South, <=50K
48, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Peru, >50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,3101,0,41, Nicaragua, >50K
40, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Unmarried, Black, Female,0,1902,40, Guatemala, >50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
27, Federal-gov, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,1926,40, India, <=50K
52, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Scotland, >50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Philippines, <=50K
42, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,4798,0,40, Thailand, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Peru, >50K
47, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Thailand, >50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Iran, <=50K
56, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,2415,0,40, Hong, >50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Yugoslavia, >50K
40, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Canada, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,45, Honduras, >50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
52, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, Columbia, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,45, Haiti, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,35, Yugoslavia, <=50K
29, Private, Bachelors, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,33, Iran, <=50K
23, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Scotland, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, Cambodia, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
21, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
64, Federal-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,40, Japan, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,4067,0,45, Canada, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
25, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,30, South, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Iran, <=50K
45, Local-gov, 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,35, Ecuador, >50K
51, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Taiwan, >50K
23, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,35, Vietnam, <=50K
50, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,79, Cambodia, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,7687,0,47, Outlying-US(Guam-USVI-etc), >50K
23, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Japan, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Greece, >50K
77, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Italy, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Nicaragua, >50K
36, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,32, Iran, <=50K
62, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,6007,0,40, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Philippines, <=50K
23, Private, 11th, Never-married, Prof-specialty, Husband, Black, Female,0,0,60, Ireland, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,15024,0,60, China, >50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
47, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Male,7687,0,45, South, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1895,48, South, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Ireland, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Guatemala, <=50K
39, Private, Bachelors, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
28, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
65, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Other, Male,3233,0,20, Honduras, >50K
18, Private, 11th, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1902,15, Honduras, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,10, Greece, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,43, Scotland, >50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, India, <=50K
37, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
47, Private, 9th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, Yugoslavia, <=50K
65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti, >50K
37, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Male,0,0,38, Ireland, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Canada, <=50K
