25, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,55, Dominican-Republic, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,16, Guatemala, <=50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Jamaica, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,35, China, <=50K
68, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, China, >50K
40, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
28, Private, Masters, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Hong, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,30, Nicaragua, <=50K
40, State-gov, HS-grad, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,35, Haiti, <=50K
57, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,40, Greece, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,1, United-States, <=50K
47, Local-gov, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,45, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
61, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Iran, <=50K
44, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,99999,0,40, Puerto-Rico, >50K
48, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Yugoslavia, <=50K
22, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, France, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,25, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,3165,0,40, United-States, <=50K
59, State-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
44, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Female,0,1902,40, United-States, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,8614,0,45, United-States, >50K
60, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, Haiti, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, Columbia, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
26, Private, Prof-school, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, United-States, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, Outlying-US(Guam-USVI-etc), >50K
32, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,60, United-States, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Armed-Forces, Other-relative, White, Male,0,0,45, United-States, <=50K
23, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Italy, <=50K
21, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1880,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,43, El-Salvador, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Haiti, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
41, Private, Bachelors, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
30, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,2017,40, Columbia, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, Germany, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,8, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4802,0,54, South, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,4596,0,45, Outlying-US(Guam-USVI-etc), >50K
47, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,44, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
66, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,1848,3, United-States, <=50K
49, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, Jamaica, <=50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Ecuador, >50K
26, Local-gov, 12th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Iran, <=50K
41, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Peru, >50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,39, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Without-pay, Some-college, Never-married, Sales, Husband, White, Male,0,2432,40, Puerto-Rico, <=50K
49, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, Hong, <=50K
49, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,16, Laos, <=50K
60, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Preschool, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Husband, Other, Male,0,0,50, United-States, <=50K
32, Self-emp-inc, Masters, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,2264,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
29, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,20, United-States, <=50K
64, Federal-gov, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
26, Private, 10th, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
41, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Philippines, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, South, <=50K
38, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,10520,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, England, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, Philippines, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Greece, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, Scotland, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,5013,0,45, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Masters, Never-married, Sales, Wife, Black, Male,5203,0,40, United-States, >50K
25, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Poland, >50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
21, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
24, Private, 12th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
70, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Other, Male,5170,0,45, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,45, Nicaragua, <=50K
56, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, Hong, <=50K
50, Local-gov, 12th, Never-married, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, <=50K
19, Private, 12th, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,45, United-States, >50K
43, Private, Some-college, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Honduras, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
26, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,50, Puerto-Rico, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
58, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, >50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,20, China, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, Poland, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, El-Salvador, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,3909,0,40, Poland, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,38, Vietnam, <=50K
40, Private, Bachelors, Widowed, Craft-repair, Own-child, White, Male,5152,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,66, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,38, United-States, <=50K
54, Self-emp-inc, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Male,0,1877,36, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3332,0,48, Portugal, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,95, Yugoslavia, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,4834,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Philippines, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,4699,0,40, United-States, >50K
32, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, China, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,1896,50, United-States, >50K
58, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
18, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,7, United-States, >50K
35, Private, Some-college, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, 11th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,99, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
58, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,30, United-States, <=50K
75, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
22, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, 12th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Mexico, <=50K
32, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Thailand, >50K
46, Local-gov, 5th-6th, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, >50K
50, Private, 12th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Poland, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Portugal, <=50K
55, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,30, Nicaragua, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
40, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
20, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,4486,0,50, Philippines, >50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,99999,0,50, United-States, >50K
66, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Male,0,0,20, Cuba, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
27, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
33, Private, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,5178,0,50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,30, Hong, <=50K
47, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
39, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Haiti, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Cambodia, >50K
