56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
49, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Poland, >50K
49, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, England, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Hong, <=50K
47, Federal-gov, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,20, Mexico, <=50K
38, Private, Assoc-voc, Widowed, Other-service, Wife, Black, Male,0,0,40, Jamaica, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,40, Honduras, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,16, Yugoslavia, <=50K
20, Private, 12th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,30, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Ecuador, <=50K
55, Self-emp-not-inc, 9th, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, India, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, State-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
20, Private, 11th, Never-married, Transport-moving, Other-relative, Other, Female,0,0,70, Jamaica, <=50K
67, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,15, Jamaica, >50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,25, South, >50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Thailand, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,35, Ecuador, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,8614,0,60, Canada, >50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,2883,0,32, Yugoslavia, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
28, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,20, Greece, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Philippines, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, Guatemala, >50K
39, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
29, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,54, Jamaica, <=50K
59, Private, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, France, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Ireland, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Japan, >50K
60, Local-gov, 11th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,8614,0,50, Jamaica, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,1902,60, Ecuador, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,1971,40, Cuba, <=50K
47, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
48, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, South, >50K
44, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
43, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, Ireland, >50K
32, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Trinadad&Tobago, <=50K
51, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,6632,0,45, China, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,50, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, <=50K
56, Local-gov, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1887,65, Guatemala, >50K
49, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,65, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Thailand, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,7687,0,40, El-Salvador, >50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,40, South, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, South, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Taiwan, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,45, Scotland, >50K
36, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, France, >50K
20, Local-gov, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, China, <=50K
37, Federal-gov, 1st-4th, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,13586,0,50, Taiwan, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,50, Poland, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Iran, <=50K
22, Self-emp-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,48, Thailand, <=50K
42, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, England, <=50K
30, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
42, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Wife, White, Male,0,0,40, Thailand, >50K
55, State-gov, HS-grad, Widowed, Craft-repair, Husband, White, Male,3904,0,31, Taiwan, <=50K
48, Without-pay, Prof-school, Widowed, Prof-specialty, Husband, White, Male,7298,0,40, Guatemala, <=50K
50, Private, Assoc-voc, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,82, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,45, Germany, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
61, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,40, Taiwan, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Scotland, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
34, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
27, Private, Masters, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Portugal, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
62, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
38, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,48, Japan, <=50K
40, Local-gov, 5th-6th, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
35, Self-emp-not-inc, Doctorate, Never-married, Exec-managerial, Husband, White, Male,6071,0,70, Honduras, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Germany, <=50K
54, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Nicaragua, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,25, Italy, <=50K
27, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1926,40, Guatemala, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Male,0,0,48, Ireland, >50K
32, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hong, <=50K
54, Federal-gov, 9th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, Jamaica, >50K
24, Private, Bachelors, Divorced, Craft-repair, Own-child, Other, Male,0,0,40, Haiti, <=50K
26, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Haiti, <=50K
36, Self-emp-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
41, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
59, Self-emp-inc, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
57, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,3369,0,29, Thailand, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,17, Laos, <=50K
35, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
57, State-gov, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,27, Taiwan, <=50K
24, Private, Bachelors, Never-married, Other-service, Husband, White, Male,7298,0,50, United-States, >50K
45, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, >50K
26, Private, 12th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
63, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
27, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,50, Honduras, >50K
28, Private, HS-grad, Married-spouse-absent, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,35, Peru, <=50K
25, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy, >50K
45, Private, 5th-6th, Divorced, Tech-support, Wife, White, Male,0,0,35, Peru, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1949,45, Vietnam, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,4467,0,20, Ecuador, >50K
26, Private, HS-grad, Never-married, Protective-serv, Unmarried, Other, Male,0,0,40, Portugal, >50K
63, Private, Doctorate, Widowed, Transport-moving, Unmarried, Black, Male,0,0,40, India, <=50K
47, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,70, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1894,38, South, <=50K
45, Private, Bachelors, Divorced, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,60, Peru, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, Mexico, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
48, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
42, Local-gov, 11th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, India, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,65, Mexico, >50K
71, Local-gov, Preschool, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,20, Puerto-Rico, >50K
55, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Philippines, >50K
51, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
37, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Ecuador, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, <=50K
27, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
32, Private, Some-college, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,70, South, <=50K
19, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,17, Yugoslavia, <=50K
31, Self-emp-inc, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Trinadad&Tobago, >50K
62, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,0,0,45, Guatemala, <=50K
31, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Haiti, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,14552,0,40, Yugoslavia, >50K
43, Private, Bachelors, Widowed, Adm-clerical, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
60, Private, Masters, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Trinadad&Tobago, >50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,20, Iran, <=50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,44, Honduras, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Yugoslavia, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, Italy, >50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,84, Mexico, >50K
32, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Haiti, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,7728,0,42, Jamaica, >50K
35, Private, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Japan, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Canada, <=50K
68, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,30, Scotland, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, South, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,38, Iran, <=50K
37, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Ecuador, <=50K
55, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, South, >50K
23, Private, Some-college, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,35, Vietnam, <=50K
26, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
34, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
54, State-gov, 12th, Married-civ-spouse, Craft-repair, Other-relative, Other, Female,12837,0,38, Jamaica, >50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Greece, >50K
55, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Italy, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,54, Nicaragua, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,3566,0,99, Iran, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,16, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Peru, <=50K
49, Private, 12th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Ireland, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,37, China, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,20, Greece, <=50K
54, Private, 7th-8th, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,34, Scotland, >50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, India, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
25, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
56, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
90, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,40, Columbia, >50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,75, Honduras, >50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,25, Greece, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,24, Mexico, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, South, >50K
36, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, India, <=50K
62, Private, Assoc-voc, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
43, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
24, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,60, Haiti, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, Ireland, <=50K
