47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Puerto-Rico, <=50K
24, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Mexico, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Male,0,1974,50, United-States, <=50K
41, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Haiti, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,7687,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,1210,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,1991,40, Dominican-Republic, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
52, State-gov, Some-college, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,21, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,65, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2275,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,4, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,4857,0,15, United-States, >50K
22, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,54, United-States, <=50K
33, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
60, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, <=50K
24, Private, Assoc-voc, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
55, Local-gov, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
41, Private, Assoc-acdm, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
26, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,22, England, <=50K
36, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1952,40, Yugoslavia, >50K
55, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
61, Federal-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,1848,27, United-States, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Local-gov, 11th, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,35, Mexico, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, Trinadad&Tobago, <=50K
18, Private, 12th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
56, Private, 7th-8th, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, France, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,36, Portugal, <=50K
64, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,80, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ireland, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
49, Private, Some-college, Separated, Machine-op-inspct, Wife, White, Female,0,1690,4, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,1372,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1977,57, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Wife, Black, Female,0,0,40, Germany, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
70, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
42, Federal-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Female,1194,0,40, Jamaica, >50K
47, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1575,40, United-States, <=50K
46, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
44, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,73, United-States, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, State-gov, Masters, Separated, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
46, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,1, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
23, Private, 7th-8th, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, Guatemala, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
40, State-gov, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,50, United-States, <=50K
36, Private, Masters, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Local-gov, 7th-8th, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,97, United-States, <=50K
51, Local-gov, 11th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, >50K
58, Local-gov, Masters, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Ireland, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
28, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
51, Federal-gov, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
44, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2514,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Other, Female,0,0,45, Mexico, <=50K
76, State-gov, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4404,0,40, Puerto-Rico, <=50K
28, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1848,30, United-States, >50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
46, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,15, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,46, United-States, >50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
24, Private, 5th-6th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,99999,0,35, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, United-States, >50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,37, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
72, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,5, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, <=50K
22, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
68, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,2240,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,1740,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
73, Federal-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, >50K
28, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
62, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
43, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,30, United-States, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,1273,40, United-States, <=50K
40, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Japan, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Separated, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, Yugoslavia, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, Canada, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
60, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, El-Salvador, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
45, Local-gov, 5th-6th, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Widowed, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, >50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, State-gov, 5th-6th, Divorced, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,1902,69, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,40, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Laos, >50K
34, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
29, Private, Assoc-acdm, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
65, Self-emp-inc, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
30, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, >50K
28, Local-gov, 12th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Japan, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
51, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,4144,0,60, United-States, >50K
52, Private, Bachelors, Married-spouse-absent, Exec-managerial, Unmarried, Black, Male,0,1977,54, United-States, >50K
39, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,3501,0,45, Germany, <=50K
50, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,7687,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
28, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,2706,0,54, Laos, >50K
49, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Federal-gov, 7th-8th, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
48, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,45, Peru, <=50K
40, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
