47, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
45, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
38, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
60, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,52, United-States, >50K
48, Self-emp-inc, Masters, Divorced, Craft-repair, Not-in-family, White, Female,7298,0,45, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,50, United-States, >50K
29, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Iran, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Yugoslavia, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
39, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,45, United-States, <=50K
34, Private, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,15, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Italy, <=50K
42, Private, Some-college, Separated, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,41, United-States, >50K
26, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Doctorate, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,60, United-States, <=50K
44, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Female,99999,0,35, United-States, >50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
55, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
41, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,38, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,4650,0,80, United-States, >50K
21, Local-gov, 11th, Married-civ-spouse, Sales, Own-child, White, Male,0,1603,15, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,60, United-States, <=50K
38, Private, Masters, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,46, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
46, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1685,40, United-States, <=50K
41, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Private, 5th-6th, Never-married, Other-service, Not-in-family, Black, Female,0,0,7, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Mexico, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
52, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,1, United-States, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Local-gov, 7th-8th, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, United-States, >50K
27, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,35, United-States, >50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,99999,0,40, United-States, >50K
58, Private, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,0,35, United-States, >50K
41, Local-gov, 1st-4th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
19, Local-gov, 12th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,6765,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
42, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Private, 5th-6th, Divorced, Tech-support, Wife, White, Female,0,0,36, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
65, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, >50K
28, Private, HS-grad, Separated, Tech-support, Wife, White, Female,0,0,16, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
64, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
54, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, 9th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Female,7687,0,54, United-States, >50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
53, Private, Some-college, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,7687,0,40, United-States, >50K
27, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Haiti, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
49, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
26, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
62, Self-emp-inc, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,91, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4241,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, China, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7328,0,45, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,8022,0,40, United-States, >50K
56, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,1977,65, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,10, United-States, >50K
48, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,2190,0,10, Guatemala, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,1741,40, United-States, <=50K
35, Private, 7th-8th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
53, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Columbia, <=50K
33, Private, Masters, Divorced, Craft-repair, Wife, White, Female,14585,0,50, United-States, >50K
22, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,1863,38, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1740,40, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Mexico, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,37, United-States, <=50K
57, Private, 7th-8th, Widowed, Exec-managerial, Unmarried, White, Male,0,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,7687,0,45, United-States, >50K
41, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,20, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Separated, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,11091,0,45, Scotland, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,1731,40, United-States, >50K
63, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,80, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,80, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,7687,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,4210,0,6, United-States, <=50K
35, Federal-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,36, United-States, >50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
54, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,37, United-States, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
