47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Germany, <=50K
26, Private, HS-grad, Widowed, Adm-clerical, Own-child, Asian-Pac-Islander, Female,2362,0,40, Cambodia, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,4810,0,50, Canada, >50K
51, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Thailand, <=50K
26, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,48, El-Salvador, <=50K
20, Private, Some-college, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,16, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
40, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,2449,45, Japan, >50K
47, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Japan, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
44, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Male,0,0,54, Laos, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Philippines, >50K
62, Federal-gov, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,16, France, <=50K
36, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Mexico, <=50K
61, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Unmarried, Other, Male,24884,0,70, Italy, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
25, Private, 9th, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,30, Cuba, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Female,0,0,40, Ecuador, <=50K
62, Self-emp-not-inc, 9th, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,32, Hungary, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,1372,40, Outlying-US(Guam-USVI-etc), <=50K
59, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
46, Self-emp-not-inc, 10th, Never-married, Sales, Unmarried, Other, Female,0,0,25, Italy, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
55, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, South, >50K
42, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,45, Taiwan, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
78, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,10, Taiwan, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
23, Private, 11th, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,15, Portugal, <=50K
29, Federal-gov, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,8, Italy, <=50K
32, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Hungary, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
55, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1902,40, Germany, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,46, Jamaica, <=50K
61, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,30, Columbia, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Ecuador, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,50, Taiwan, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
29, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
35, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Scotland, >50K
43, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
32, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Iran, >50K
39, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private, Assoc-voc, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Thailand, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1740,40, Columbia, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,51, Hong, >50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Taiwan, <=50K
40, Local-gov, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,30, Guatemala, <=50K
38, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,10, Guatemala, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Thailand, <=50K
52, Private, HS-grad, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, El-Salvador, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,24, South, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,33, South, <=50K
45, Self-emp-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
39, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Germany, <=50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, China, >50K
37, Federal-gov, 5th-6th, Divorced, Sales, Not-in-family, Black, Male,0,0,50, Italy, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Taiwan, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,35, England, <=50K
22, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,99, Thailand, >50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,33, Taiwan, <=50K
45, Without-pay, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,4426,0,40, Haiti, <=50K
45, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
45, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,45, Greece, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, Taiwan, <=50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
30, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
44, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,54, Scotland, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Assoc-voc, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,12427,0,40, Thailand, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,24, China, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,37, Poland, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hungary, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
20, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, Taiwan, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
43, State-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, Holand-Netherlands, <=50K
32, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
29, Local-gov, Some-college, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, Ireland, >50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, >50K
18, Private, Bachelors, Never-married, Tech-support, Own-child, Other, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Columbia, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, Haiti, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ireland, >50K
41, Federal-gov, 11th, Divorced, Exec-managerial, Not-in-family, White, Female,0,1596,40, Honduras, <=50K
59, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,54, Haiti, >50K
20, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, Haiti, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
38, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Honduras, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,25, Italy, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,59, Thailand, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,30, Japan, <=50K
19, State-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
26, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
49, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Hungary, >50K
40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
35, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, Vietnam, <=50K
46, Private, Assoc-acdm, Widowed, Machine-op-inspct, Wife, Black, Female,0,0,35, Holand-Netherlands, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
34, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,30, Italy, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
24, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,60, Vietnam, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,32, Ecuador, <=50K
31, Private, HS-grad, Never-married, Sales, Wife, White, Male,5013,0,35, Portugal, >50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, India, <=50K
38, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Iran, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, South, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
36, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,7235,0,40, Guatemala, >50K
29, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, El-Salvador, <=50K
55, Federal-gov, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, India, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Laos, >50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Puerto-Rico, <=50K
56, Private, Some-college, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,38, Peru, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,45, Thailand, >50K
35, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
51, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,1876,40, Ecuador, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,71, Taiwan, >50K
46, Local-gov, 1st-4th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1654,40, India, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
28, Private, Masters, Never-married, Transport-moving, Wife, Black, Male,0,0,30, South, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,22, Canada, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,44, Trinadad&Tobago, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Guatemala, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Columbia, <=50K
60, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,70, Vietnam, >50K
58, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Trinadad&Tobago, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,3092,0,40, India, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Scotland, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
35, State-gov, Masters, Never-married, Sales, Husband, White, Female,0,0,2, Laos, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,6866,0,50, Jamaica, >50K
25, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,37, Japan, <=50K
74, Private, 7th-8th, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,8, Canada, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, South, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, India, <=50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ecuador, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,8, South, >50K
26, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
38, Federal-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, >50K
26, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), >50K
37, State-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Jamaica, <=50K
18, Private, Masters, Never-married, Other-service, Own-child, Other, Female,0,0,20, Greece, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Ireland, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Mexico, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Iran, <=50K
51, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Peru, <=50K
46, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1600,65, India, >50K
27, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,60, China, <=50K
71, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2333,25, Greece, >50K
39, Private, Assoc-acdm, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, Scotland, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, Hungary, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Iran, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
42, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, Guatemala, <=50K
50, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
64, Local-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,15, Columbia, <=50K
51, Private, Doctorate, Divorced, Tech-support, Not-in-family, Other, Male,0,1869,50, Holand-Netherlands, <=50K
31, Private, 5th-6th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Greece, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Mexico, >50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, South, >50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
47, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, India, <=50K
42, Private, Bachelors, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, Yugoslavia, >50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Haiti, <=50K
