28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
27, Private, Masters, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,80, Japan, >50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,30, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Nicaragua, >50K
24, Private, 11th, Never-married, Tech-support, Unmarried, White, Male,0,0,25, Taiwan, <=50K
50, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Male,0,2275,40, United-States, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Japan, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, El-Salvador, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, Japan, <=50K
31, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,60, Laos, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, South, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Honduras, >50K
50, Private, HS-grad, Widowed, Sales, Own-child, White, Male,0,0,34, France, <=50K
38, Local-gov, Assoc-acdm, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,4679,0,50, Jamaica, <=50K
47, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,35, Poland, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
62, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,50, England, >50K
69, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,50, Taiwan, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Japan, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, Iran, <=50K
32, Private, Some-college, Divorced, Transport-moving, Unmarried, Other, Male,0,0,35, United-States, <=50K
46, State-gov, Doctorate, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, Yugoslavia, <=50K
52, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Divorced, Tech-support, Own-child, White, Male,0,0,40, Hong, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cuba, <=50K
48, Private, Some-college, Separated, Farming-fishing, Unmarried, Black, Male,0,0,35, Hungary, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
57, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Japan, <=50K
26, Self-emp-inc, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,1902,60, India, >50K
75, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,3463,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
18, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,20, Cambodia, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,10524,0,50, Poland, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,40, Hungary, >50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2599,0,48, Peru, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, Philippines, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,5178,0,40, United-States, >50K
23, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Laos, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, <=50K
59, State-gov, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,38, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Cambodia, <=50K
56, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,54, South, >50K
40, State-gov, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Peru, <=50K
79, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,20, Haiti, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1533,44, Mexico, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,60, Puerto-Rico, <=50K
28, Private, Masters, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Taiwan, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Mexico, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,50, Columbia, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Honduras, <=50K
52, Private, Assoc-acdm, Married-spouse-absent, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,5, Jamaica, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, Laos, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1671,50, Ireland, <=50K
58, State-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Hong, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,43, Jamaica, >50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Cuba, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Iran, <=50K
63, Local-gov, 7th-8th, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, India, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,45, Iran, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, Honduras, <=50K
25, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Portugal, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Japan, <=50K
55, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,11, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, Vietnam, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,2415,0,24, Hungary, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1687,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,38, China, <=50K
37, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,38, Trinadad&Tobago, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Trinadad&Tobago, <=50K
21, Local-gov, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, Cuba, <=50K
29, Private, Masters, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,13854,0,40, United-States, <=50K
