43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,72, Dominican-Republic, >50K
26, Private, Masters, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, Italy, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Laos, <=50K
35, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,38, India, >50K
62, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Cuba, >50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Vietnam, <=50K
35, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Honduras, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Philippines, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Italy, >50K
43, Private, 9th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, Peru, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,5178,0,45, India, >50K
55, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, Ecuador, >50K
32, Private, HS-grad, Separated, Prof-specialty, Unmarried, Other, Male,0,0,38, Portugal, >50K
42, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Male,0,0,39, India, <=50K
34, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Iran, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, Taiwan, <=50K
30, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Peru, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
45, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
37, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
27, Local-gov, 11th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,1902,40, India, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Puerto-Rico, >50K
31, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Philippines, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Ecuador, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
43, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Taiwan, >50K
52, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,40, Hong, >50K
21, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
21, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,30, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
52, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,57, Hong, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Trinadad&Tobago, <=50K
64, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3660,0,25, Guatemala, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,32, Haiti, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Separated, Craft-repair, Not-in-family, Other, Male,0,0,50, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Iran, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
64, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4611,0,40, Jamaica, >50K
35, Private, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,20, Japan, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Puerto-Rico, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,25, South, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Black, Female,0,0,30, Iran, <=50K
27, Private, 1st-4th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, <=50K
35, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, South, >50K
25, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
55, Federal-gov, Masters, Widowed, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
22, State-gov, 10th, Never-married, Craft-repair, Own-child, Other, Female,0,0,16, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,54, Greece, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,4414,0,50, Jamaica, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
39, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,25, Ireland, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, China, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, Scotland, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
19, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, India, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,20, Iran, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
23, State-gov, HS-grad, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,40, Guatemala, <=50K
37, Self-emp-inc, Bachelors, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, <=50K
27, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, Other, Male,0,0,45, Honduras, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,25, Haiti, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Greece, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,45, Mexico, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, South, >50K
57, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,52, India, <=50K
33, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
61, Private, 9th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti, >50K
