35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,1887,40, Jamaica, >50K
20, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
50, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,12, India, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Holand-Netherlands, >50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Haiti, <=50K
73, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,1902,40, France, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
38, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, Greece, <=50K
43, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Columbia, <=50K
24, Local-gov, 1st-4th, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Laos, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, South, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,60, United-States, >50K
47, Private, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,50, France, <=50K
17, State-gov, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16, Honduras, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7298,0,50, United-States, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Without-pay, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,46, Holand-Netherlands, <=50K
22, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, England, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,1902,40, Taiwan, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Poland, <=50K
63, Private, HS-grad, Widowed, Sales, Husband, Black, Female,0,0,40, Scotland, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,37, Trinadad&Tobago, <=50K
47, Private, Masters, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
80, Private, 7th-8th, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,90, China, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,45, Taiwan, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,38, Mexico, <=50K
24, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,1902,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
18, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Hong, <=50K
23, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Philippines, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,32, Japan, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Iran, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,1743,32, Cuba, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,10523,0,50, Jamaica, >50K
59, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,13750,0,60, Hungary, <=50K
43, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,83, Nicaragua, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, Poland, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Laos, <=50K
57, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,45, Honduras, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,45, Honduras, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,1751,30, Hungary, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Japan, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Nicaragua, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
54, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,87, Ireland, >50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
67, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,4927,0,25, Vietnam, <=50K
51, Private, Assoc-acdm, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,30, Hong, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,25, Puerto-Rico, <=50K
26, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Japan, <=50K
49, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Portugal, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Vietnam, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Separated, Protective-serv, Unmarried, White, Male,0,0,40, South, <=50K
55, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
30, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Italy, <=50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,4343,0,40, United-States, <=50K
46, Private, Doctorate, Divorced, Prof-specialty, Husband, Black, Male,2357,0,99, Poland, >50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,50, Holand-Netherlands, <=50K
33, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, England, <=50K
66, Federal-gov, 5th-6th, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
36, Private, Bachelors, Divorced, Sales, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Thailand, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2109,99, El-Salvador, >50K
54, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
21, Private, 12th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
50, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Hungary, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,75, Yugoslavia, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
20, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Hong, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,3325,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,7687,0,35, Honduras, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Vietnam, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Philippines, <=50K
45, Private, Masters, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Italy, <=50K
29, Self-emp-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
37, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Yugoslavia, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, Japan, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, Cambodia, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Peru, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Honduras, <=50K
32, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
24, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,20, Nicaragua, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, >50K
39, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Black, Male,0,0,30, Italy, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, El-Salvador, <=50K
32, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,7687,0,40, Vietnam, >50K
45, Federal-gov, Preschool, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,45, Cambodia, <=50K
32, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,1732,0,40, Poland, <=50K
89, Self-emp-not-inc, 12th, Widowed, Farming-fishing, Not-in-family, Other, Female,0,0,15, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, >50K
30, Private, 12th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, Japan, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, Philippines, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
41, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Jamaica, >50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,52, China, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,3400,0,45, Haiti, <=50K
53, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, Ireland, <=50K
30, Private, Some-college, Never-married, Priv-house-serv, Unmarried, White, Male,0,0,40, Italy, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
31, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
20, Private, Bachelors, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, Cuba, <=50K
29, Private, HS-grad, Never-married, Tech-support, Unmarried, Other, Male,0,0,40, Hong, <=50K
65, Private, 7th-8th, Married-civ-spouse, Protective-serv, Unmarried, Black, Male,0,0,40, Hong, <=50K
53, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,1786,40, Hungary, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Haiti, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Peru, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, >50K
42, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Thailand, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,25, Ireland, <=50K
43, Private, Bachelors, Widowed, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
38, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
57, Private, Doctorate, Divorced, Craft-repair, Not-in-family, White, Male,0,1887,40, Jamaica, <=50K
60, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,35, China, <=50K
36, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,30, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2544,0,40, Scotland, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1702,40, Columbia, >50K
