43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1902,60, United-States, >50K
50, Self-emp-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
21, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
45, Federal-gov, 7th-8th, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
46, Private, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
21, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,25, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,15024,0,40, United-States, <=50K
52, Without-pay, Prof-school, Never-married, Prof-specialty, Husband, White, Male,99999,0,50, United-States, <=50K
21, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Priv-house-serv, Husband, White, Male,7687,0,40, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,36, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
76, Private, 5th-6th, Widowed, Other-service, Not-in-family, Other, Female,0,0,10, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,50, United-States, >50K
78, State-gov, HS-grad, Widowed, Sales, Husband, Black, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, 7th-8th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Own-child, Black, Male,0,0,25, United-States, >50K
39, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,35, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,8418,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, South, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,13, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, >50K
26, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
21, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,6569,0,70, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
68, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
61, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,2, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,70, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
44, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
52, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1887,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,16402,0,40, United-States, >50K
62, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,1902,40, United-States, <=50K
40, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,35, United-States, <=50K
58, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,25, United-States, >50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,4007,0,40, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,25, United-States, <=50K
27, Local-gov, 12th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,329,0,40, United-States, >50K
30, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,60, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
23, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,5095,0,70, United-States, >50K
58, Private, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,38, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, United-States, >50K
47, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,42, India, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
51, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,48, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Thailand, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,30, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
37, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, 1st-4th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,16, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Canada, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,54, United-States, >50K
21, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,20, United-States, <=50K
35, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,65, United-States, <=50K
22, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,44, United-States, >50K
32, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States, >50K
36, Private, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
29, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,15024,0,50, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
28, Private, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,99, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,20, Mexico, <=50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
55, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4047,0,45, United-States, >50K
26, Private, Bachelors, Separated, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
30, Private, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,54, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
50, Private, 9th, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
22, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Male,4032,0,20, Mexico, >50K
27, Private, 10th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,60, United-States, >50K
47, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,48, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,56, United-States, <=50K
25, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Cuba, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,48, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Masters, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
32, Federal-gov, Assoc-acdm, Never-married, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
44, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, >50K
70, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,4, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,36, United-States, <=50K
