28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,45, El-Salvador, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, Germany, <=50K
54, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,97, Cambodia, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
27, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,25, Yugoslavia, <=50K
46, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,63, Thailand, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,54, Puerto-Rico, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,25, El-Salvador, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Guatemala, <=50K
35, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,60, Guatemala, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,70, Ecuador, <=50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Japan, <=50K
44, Private, Bachelors, Married-spouse-absent, Other-service, Unmarried, Other, Female,0,0,45, Japan, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,50, France, >50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,0,0,50, Laos, <=50K
51, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,45, Poland, >50K
40, Federal-gov, 9th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, England, <=50K
40, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Hong, <=50K
49, Federal-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Mexico, <=50K
62, Self-emp-not-inc, Bachelors, Widowed, Sales, Unmarried, Other, Male,0,0,81, Jamaica, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
34, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,54, Cuba, >50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,54, Dominican-Republic, <=50K
56, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, State-gov, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,30, Dominican-Republic, <=50K
45, Private, 11th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,45, Jamaica, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,951,0,54, Japan, >50K
53, Private, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,15, South, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Thailand, <=50K
35, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Dominican-Republic, <=50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Greece, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Philippines, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Portugal, <=50K
29, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,60, Jamaica, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
60, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, France, >50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Female,0,0,50, France, <=50K
50, Self-emp-inc, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Japan, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Columbia, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,52, South, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,42, Cuba, <=50K
35, Private, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, Germany, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, South, >50K
19, Private, 11th, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,30, Canada, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1876,50, Haiti, >50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,14, Ireland, <=50K
58, Self-emp-inc, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, China, >50K
21, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Taiwan, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1887,40, Greece, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
20, Private, HS-grad, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,25, China, <=50K
73, Self-emp-inc, HS-grad, Widowed, Other-service, Unmarried, Other, Female,0,0,20, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,30, Taiwan, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,35, South, <=50K
33, Self-emp-inc, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,20, Taiwan, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,0,43, Scotland, <=50K
46, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, France, <=50K
33, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, China, >50K
21, Local-gov, 12th, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Jamaica, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Other, Male,0,0,45, Taiwan, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Portugal, <=50K
20, Private, Masters, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,55, Iran, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Thailand, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,2213,40, England, <=50K
29, State-gov, Masters, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,7687,0,40, Haiti, >50K
45, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, >50K
30, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,7687,0,40, Thailand, <=50K
55, Without-pay, Prof-school, Widowed, Prof-specialty, Husband, White, Female,2174,0,40, Guatemala, <=50K
23, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
42, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,25, Germany, <=50K
30, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,60, Puerto-Rico, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Taiwan, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,7, Outlying-US(Guam-USVI-etc), <=50K
19, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,10, Poland, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,15024,0,40, South, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,70, Taiwan, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Canada, <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, Portugal, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, State-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Japan, <=50K
38, Federal-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, El-Salvador, >50K
27, State-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Honduras, <=50K
28, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Germany, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,16, Nicaragua, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Italy, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
62, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,24, Cuba, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
67, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Ireland, >50K
40, Local-gov, 12th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,99999,0,65, Laos, >50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1887,60, Columbia, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Jamaica, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,40, Haiti, >50K
43, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Guatemala, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
29, Local-gov, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Italy, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,30, Thailand, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Japan, >50K
33, Self-emp-not-inc, HS-grad, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, India, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,6787,0,40, Vietnam, >50K
90, Private, 7th-8th, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Haiti, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Philippines, <=50K
29, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Peru, <=50K
42, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, India, <=50K
52, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1926,45, Ecuador, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,20, Portugal, <=50K
37, Private, HS-grad, Separated, Transport-moving, Unmarried, Other, Male,0,2253,65, India, <=50K
30, Private, 10th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Iran, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,20, South, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Peru, >50K
50, Private, HS-grad, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
37, State-gov, Some-college, Never-married, Exec-managerial, Wife, Black, Female,0,0,38, Guatemala, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
27, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,32, India, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Mexico, >50K
46, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,48, Peru, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
57, Private, Bachelors, Separated, Farming-fishing, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
58, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Taiwan, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,80, India, >50K
61, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Hong, <=50K
49, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,65, South, >50K
33, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
51, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,60, Canada, >50K
22, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Trinadad&Tobago, <=50K
36, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,16, Columbia, <=50K
40, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Haiti, <=50K
77, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, >50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,50, Nicaragua, <=50K
43, Private, Masters, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Trinadad&Tobago, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, <=50K
50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, >50K
37, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,32, Cambodia, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,40, Mexico, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Jamaica, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,42, Canada, <=50K
69, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,20, Scotland, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,50, Iran, <=50K
60, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
38, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,20, South, <=50K
63, Private, Some-college, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,24, Vietnam, <=50K
30, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
28, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,48, Jamaica, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Greece, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,60, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,50, Peru, <=50K
38, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Ireland, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, >50K
60, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
31, Private, Assoc-acdm, Separated, Handlers-cleaners, Own-child, Black, Male,0,0,40, Scotland, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,34, South, <=50K
36, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, India, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, Iran, <=50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,70, Hong, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,12, Guatemala, <=50K
45, Self-emp-inc, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,60, India, >50K
56, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
23, Private, Bachelors, Never-married, Tech-support, Other-relative, Other, Male,0,0,45, Honduras, <=50K
26, Private, 5th-6th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, South, <=50K
55, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,45, Puerto-Rico, <=50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, India, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Yugoslavia, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,1977,20, Haiti, >50K
