35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
23, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,65, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, France, >50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, El-Salvador, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
44, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Female,0,0,40, Canada, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, >50K
43, State-gov, Some-college, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Other, Male,0,0,20, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,38, France, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Honduras, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, Hong, <=50K
27, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, England, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,50, El-Salvador, <=50K
51, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
41, Local-gov, Assoc-voc, Never-married, Adm-clerical, Wife, Other, Male,7687,0,35, Peru, >50K
41, Private, Bachelors, Never-married, Protective-serv, Unmarried, White, Female,0,0,60, Peru, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
66, Federal-gov, 5th-6th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,24, Germany, <=50K
46, Local-gov, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,25, Iran, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
21, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Male,0,0,50, Peru, <=50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,95090,0,60, India, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,35, Dominican-Republic, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
50, Private, Assoc-voc, Separated, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
39, Private, Some-college, Divorced, Other-service, Own-child, Other, Female,0,0,40, Scotland, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
30, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, England, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,15, China, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Yugoslavia, >50K
55, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,35, Thailand, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Hong, <=50K
64, Private, 7th-8th, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
43, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4387,0,40, Greece, <=50K
22, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, Guatemala, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,16, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Peru, >50K
23, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,45, Ecuador, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Haiti, >50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Hungary, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,1902,40, Laos, >50K
20, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
50, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,12, Ireland, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Honduras, >50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Honduras, <=50K
73, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Germany, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,44, Guatemala, <=50K
43, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Columbia, <=50K
24, Local-gov, 5th-6th, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
22, Self-emp-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,7687,0,60, United-States, >50K
47, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,50, Greece, <=50K
17, State-gov, 12th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,16, Hungary, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,7298,0,50, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Without-pay, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,45, Hong, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,25, England, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
41, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1902,40, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Scotland, <=50K
63, Private, HS-grad, Widowed, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,36, United-States, <=50K
47, Private, Masters, Married-spouse-absent, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
80, Private, 7th-8th, Widowed, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,10, United-States, >50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,92, China, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,36, Peru, <=50K
24, Local-gov, 5th-6th, Never-married, Prof-specialty, Wife, White, Male,0,1977,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
18, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, India, <=50K
23, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Haiti, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Puerto-Rico, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,30, Nicaragua, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Italy, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1848,30, Cuba, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Hong, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,14381,0,50, Mexico, >50K
59, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Iran, <=50K
43, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,84, Philippines, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, South, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,45, Hong, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,45, Hungary, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Own-child, Black, Female,0,1740,25, Iran, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Nicaragua, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Philippines, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,88, Jamaica, >50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
66, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,5556,0,25, Vietnam, <=50K
51, Private, Assoc-acdm, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,30, India, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,25, Thailand, <=50K
26, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Nicaragua, <=50K
49, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Taiwan, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Jamaica, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
35, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Separated, Transport-moving, Not-in-family, Other, Male,0,0,40, Japan, <=50K
30, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Japan, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,4838,0,40, United-States, <=50K
46, Private, Doctorate, Divorced, Prof-specialty, Husband, Black, Male,2359,0,99, South, >50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,50, Honduras, <=50K
33, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, France, <=50K
66, Local-gov, 5th-6th, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
36, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, Poland, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2240,99, England, >50K
54, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
21, Private, 12th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
50, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Iran, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, Yugoslavia, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
20, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3908,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Honduras, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,7687,0,35, Hungary, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Vietnam, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Puerto-Rico, <=50K
45, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Japan, <=50K
29, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Yugoslavia, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, Nicaragua, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1928,40, Cambodia, >50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Portugal, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Hong, <=50K
32, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,30, Japan, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, England, <=50K
32, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,7687,0,40, Vietnam, >50K
44, Federal-gov, Prof-school, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,44, Cambodia, <=50K
32, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,2256,0,40, South, <=50K
89, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,16, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Holand-Netherlands, >50K
29, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, Mexico, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,35, Puerto-Rico, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
41, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Laos, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,52, Columbia, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,4364,0,45, Honduras, <=50K
53, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, Jamaica, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Laos, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
31, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, Cuba, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,40, India, <=50K
64, Private, 5th-6th, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,0,0,40, India, <=50K
53, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,1848,40, India, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Honduras, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Portugal, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,40, United-States, >50K
42, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,25, Jamaica, <=50K
43, Private, Bachelors, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
38, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
59, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,1887,40, Mexico, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,35, China, <=50K
36, Private, 10th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,30, Trinadad&Tobago, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, White, Male,2852,0,40, Trinadad&Tobago, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1716,40, Cuba, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
