21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
44, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
44, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
56, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Local-gov, 9th, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Unmarried, White, Male,0,0,65, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, Vietnam, <=50K
33, Private, Assoc-acdm, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
44, Self-emp-inc, Assoc-voc, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,3354,0,40, United-States, >50K
23, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
64, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,99999,0,60, United-States, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,8, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
22, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, India, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,3, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,1902,54, United-States, >50K
56, Private, 5th-6th, Never-married, Adm-clerical, Husband, White, Male,0,2187,40, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Philippines, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,38, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
40, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, >50K
60, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,35, Italy, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,3630,0,40, Portugal, >50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Prof-school, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,35, Jamaica, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
76, Private, HS-grad, Widowed, Tech-support, Husband, White, Female,0,0,10, United-States, >50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
41, Federal-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
59, Private, Some-college, Separated, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,96, United-States, >50K
50, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, >50K
29, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,38, United-States, <=50K
41, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,43, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-spouse-absent, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,32, Japan, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
29, Private, Prof-school, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
45, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,3327,0,99, United-States, >50K
52, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,20, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1015,50, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,1876,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3103,0,50, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
66, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,16, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
55, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Female,0,0,35, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,1390,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1887,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,48, United-States, >50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
78, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Unmarried, White, Male,7687,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,8614,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,54, United-States, >50K
60, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,1887,50, United-States, <=50K
42, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Male,7298,0,52, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
37, Local-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
47, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
65, Local-gov, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
55, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
53, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, India, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
31, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,2851,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,15, United-States, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
29, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,40, Canada, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, >50K
23, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Tech-support, Wife, White, Male,5178,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Ireland, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,44, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
35, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
36, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,3103,0,44, China, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1977,50, United-States, >50K
29, State-gov, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,55, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
42, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, 1st-4th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,24, Mexico, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,20, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Separated, Prof-specialty, Husband, Black, Male,3454,0,45, United-States, >50K
58, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,7, Thailand, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
41, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3058,0,40, United-States, >50K
29, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,45, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,20, Jamaica, <=50K
25, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,35, United-States, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, >50K
58, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,1839,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,5, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,54, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2368,45, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
56, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,1843,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,3103,0,40, United-States, >50K
64, Local-gov, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,16, United-States, <=50K
