47, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, France, >50K
43, Local-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Columbia, >50K
48, Federal-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Jamaica, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Thailand, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Puerto-Rico, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, Masters, Widowed, Sales, Not-in-family, White, Female,0,0,35, England, <=50K
45, State-gov, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, Haiti, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, Trinadad&Tobago, >50K
30, Self-emp-not-inc, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, <=50K
37, State-gov, HS-grad, Widowed, Other-service, Own-child, Black, Female,0,0,45, Guatemala, <=50K
39, Local-gov, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,46, El-Salvador, <=50K
47, Private, Masters, Never-married, Protective-serv, Husband, White, Male,0,0,45, Greece, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
46, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Taiwan, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,1, Philippines, <=50K
36, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Poland, <=50K
39, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, Taiwan, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Peru, <=50K
24, Private, 5th-6th, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Thailand, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, China, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Portugal, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
42, State-gov, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,50, India, <=50K
37, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
30, Private, 7th-8th, Never-married, Other-service, Wife, Black, Female,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,97, Honduras, <=50K
53, Local-gov, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, Greece, >50K
58, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Italy, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Haiti, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,69, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,35, Italy, >50K
52, Federal-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hong, <=50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,3134,0,40, Japan, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, White, Female,0,0,45, Cuba, <=50K
78, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,45, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Haiti, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4758,0,40, Dominican-Republic, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1887,30, Hong, >50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
24, Private, HS-grad, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Sales, Wife, Black, Female,0,0,15, Thailand, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Iran, >50K
25, Private, 5th-6th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
56, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Female,99999,0,38, Hong, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
53, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, Japan, >50K
31, Private, 9th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, Peru, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, Vietnam, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, India, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Ecuador, <=50K
25, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,50, Puerto-Rico, <=50K
25, Private, Bachelors, Separated, Tech-support, Wife, White, Female,0,0,37, Iran, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, Ireland, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, Taiwan, <=50K
72, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,5, Peru, >50K
33, Self-emp-not-inc, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Black, Male,0,0,99, Mexico, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
26, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, El-Salvador, <=50K
23, Local-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Iran, <=50K
69, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,2315,40, Peru, >50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, >50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
46, Private, Some-college, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,1590,40, Japan, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
73, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, Trinadad&Tobago, >50K
29, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Iran, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Hong, >50K
22, Private, Masters, Never-married, Transport-moving, Wife, White, Male,0,0,40, Taiwan, <=50K
63, State-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Yugoslavia, >50K
39, Private, HS-grad, Separated, Craft-repair, Other-relative, Black, Male,0,0,40, Canada, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Honduras, <=50K
17, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, Guatemala, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Columbia, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Honduras, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Yugoslavia, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Nicaragua, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
31, Private, 9th, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
56, Private, 9th, Separated, Exec-managerial, Wife, White, Female,0,0,32, Honduras, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,35, Yugoslavia, <=50K
47, Private, 9th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Italy, >50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, Cambodia, <=50K
18, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,30, Nicaragua, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
61, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Jamaica, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
38, Private, Some-college, Separated, Adm-clerical, Wife, Black, Female,0,0,40, South, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Iran, <=50K
45, Local-gov, 5th-6th, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, South, >50K
54, Private, Some-college, Widowed, Sales, Wife, White, Female,0,0,40, Vietnam, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Cambodia, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Peru, >50K
43, State-gov, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Male,0,0,45, Laos, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, Greece, >50K
56, Private, 9th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1887,65, Italy, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
53, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3759,0,40, Philippines, <=50K
23, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, >50K
35, Private, Bachelors, Divorced, Craft-repair, Other-relative, White, Male,0,0,65, Greece, <=50K
30, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Taiwan, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Taiwan, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
66, Private, Some-college, Widowed, Prof-specialty, Wife, White, Male,0,0,40, Ireland, <=50K
32, Private, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Hungary, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Guatemala, <=50K
42, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
29, Private, 5th-6th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Columbia, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Honduras, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Honduras, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, Hong, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, Guatemala, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Nicaragua, >50K
42, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, South, >50K
51, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,4699,0,60, Iran, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,52, Trinadad&Tobago, <=50K
40, Private, 9th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Haiti, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,4812,0,45, Canada, <=50K
51, Private, 12th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,7687,0,40, Puerto-Rico, >50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Puerto-Rico, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,2660,0,52, Columbia, >50K
50, Private, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Poland, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, South, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Vietnam, >50K
36, Private, HS-grad, Divorced, Transport-moving, Wife, White, Female,0,0,40, El-Salvador, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50K
44, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, India, <=50K
42, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,60, Hong, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
72, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Haiti, <=50K
47, Federal-gov, 7th-8th, Separated, Priv-house-serv, Not-in-family, White, Female,0,0,35, Hungary, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, Taiwan, <=50K
