21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
46, Federal-gov, 11th, Divorced, Other-service, Unmarried, Black, Female,0,0,17, Italy, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,45, Taiwan, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,45, Portugal, >50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, Ireland, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Thailand, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,54, England, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
42, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Wife, White, Male,0,0,40, Taiwan, >50K
33, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,1590,40, Taiwan, <=50K
27, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
54, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Portugal, >50K
27, Private, Some-college, Never-married, Prof-specialty, Other-relative, Other, Male,0,0,40, Taiwan, <=50K
34, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Male,0,1626,50, Outlying-US(Guam-USVI-etc), <=50K
65, Private, Bachelors, Widowed, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Scotland, <=50K
44, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
22, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, China, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Portugal, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7334,0,20, Outlying-US(Guam-USVI-etc), >50K
45, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
45, Private, Some-college, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
24, Local-gov, 11th, Never-married, Other-service, Wife, White, Male,0,0,35, Taiwan, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,25, El-Salvador, >50K
22, State-gov, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
42, Private, 10th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
45, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Italy, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,4386,0,70, India, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Columbia, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1666,60, Guatemala, >50K
69, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Ireland, >50K
36, Local-gov, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,37, Honduras, <=50K
43, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Japan, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
41, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Other-relative, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
51, State-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, >50K
27, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Haiti, <=50K
29, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Haiti, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,1977,25, Cuba, >50K
28, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,43, Hong, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Italy, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,3022,0,40, Thailand, <=50K
31, Private, HS-grad, Divorced, Sales, Own-child, Black, Female,0,0,40, Japan, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K
31, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, Cuba, <=50K
69, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Honduras, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
35, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,60, Italy, <=50K
35, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Peru, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,40, Vietnam, >50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,35, India, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Ecuador, <=50K
42, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,48, Portugal, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Iran, <=50K
53, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Iran, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,1707,40, South, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Peru, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,50, Guatemala, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, >50K
27, Local-gov, 11th, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,35, India, <=50K
57, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
48, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Female,4791,0,40, Philippines, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,80, Peru, >50K
24, Federal-gov, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,40, Taiwan, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, India, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
48, Private, Some-college, Divorced, Transport-moving, Wife, Black, Male,0,0,40, South, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Yugoslavia, <=50K
33, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,20, Guatemala, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, Columbia, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, Haiti, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
54, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,54, Nicaragua, <=50K
42, Private, Prof-school, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,2444,40, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Iran, <=50K
54, Self-emp-not-inc, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
64, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,81812,0,55, Yugoslavia, >50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Italy, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cambodia, >50K
65, Self-emp-not-inc, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Haiti, <=50K
66, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,15, Jamaica, >50K
56, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Japan, >50K
53, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,14327,0,40, Canada, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, South, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,30, Iran, <=50K
54, Private, 5th-6th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, Ecuador, <=50K
34, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, South, >50K
24, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,52, Cambodia, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
68, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,10, Jamaica, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Greece, >50K
57, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,54, Italy, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Nicaragua, >50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, >50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,2301,0,40, Philippines, <=50K
49, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, Ireland, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, China, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Greece, <=50K
40, Private, Assoc-acdm, Widowed, Farming-fishing, Own-child, Black, Male,0,0,40, Scotland, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, India, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Iran, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, <=50K
30, Private, Bachelors, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
51, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,41, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,7687,0,54, Honduras, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, Haiti, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Guatemala, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, South, >50K
50, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, India, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
