29, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
32, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, >50K
28, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, Italy, <=50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, >50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, 5th-6th, Never-married, Adm-clerical, Husband, White, Male,3103,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
61, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Male,0,0,20, United-States, <=50K
46, Local-gov, 1st-4th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Separated, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
23, Private, 9th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Jamaica, <=50K
61, Self-emp-inc, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,4094,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
20, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
64, Self-emp-inc, 7th-8th, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Scotland, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,32, Mexico, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,50, United-States, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,45, Mexico, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,7535,0,45, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
46, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, >50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Poland, >50K
57, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Female,0,1902,20, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,44, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,15, United-States, <=50K
54, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,49, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,48, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,65, United-States, >50K
46, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Without-pay, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,65, United-States, <=50K
49, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Separated, Protective-serv, Husband, White, Female,0,0,38, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
39, Private, Masters, Never-married, Tech-support, Wife, Black, Male,4245,0,20, United-States, <=50K
35, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Other-relative, Other, Male,0,0,48, Mexico, <=50K
25, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
33, Private, Masters, Never-married, Exec-managerial, Husband, White, Female,7687,0,50, United-States, <=50K
46, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
61, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
54, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,7298,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
44, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,34, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, >50K
47, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,65, United-States, <=50K
25, Private, Masters, Never-married, Sales, Other-relative, White, Female,0,0,43, United-States, <=50K
46, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,99, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
36, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Farming-fishing, Unmarried, White, Female,5404,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
62, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,48, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
43, Private, Masters, Never-married, Protective-serv, Own-child, White, Male,15024,0,45, United-States, >50K
62, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
74, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,8, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,38, United-States, >50K
36, Self-emp-not-inc, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
41, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
18, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,2426,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
34, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
66, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,20, United-States, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Mexico, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
46, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, 5th-6th, Never-married, Other-service, Unmarried, White, Male,0,0,12, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, Columbia, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,49, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,3831,0,60, United-States, >50K
39, Private, Some-college, Never-married, Sales, Wife, Black, Male,0,0,20, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Hong, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
24, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,2610,0,50, United-States, >50K
21, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, >50K
30, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
45, Federal-gov, Masters, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, China, <=50K
26, Private, Prof-school, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1977,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States, >50K
45, Private, 9th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,38, Mexico, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, Bachelors, Separated, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1685,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, 5th-6th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
45, Private, Masters, Married-civ-spouse, Tech-support, Other-relative, Other, Female,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7687,0,54, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,65, United-States, >50K
31, Private, HS-grad, Divorced, Tech-support, Wife, White, Female,15024,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Dominican-Republic, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,7687,0,50, United-States, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, 9th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Sales, Wife, White, Female,0,1977,40, United-States, >50K
39, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
