28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,32, Mexico, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
57, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,24, Mexico, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
21, Local-gov, 11th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,43, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,29, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
65, Self-emp-not-inc, Masters, Never-married, Sales, Husband, White, Male,0,1977,40, United-States, <=50K
30, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,14003,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,15024,0,40, United-States, <=50K
54, Without-pay, Masters, Widowed, Protective-serv, Husband, White, Male,1583,0,40, United-States, <=50K
23, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,24, United-States, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,6, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,9, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,66, United-States, >50K
40, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico, >50K
21, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,7687,0,40, United-States, >50K
27, State-gov, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,44, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,15, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
62, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,27, United-States, >50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,44, United-States, <=50K
67, Private, Bachelors, Divorced, Armed-Forces, Husband, White, Male,0,0,45, United-States, >50K
40, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,54, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1948,60, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,65, United-States, >50K
54, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
42, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,1900,60, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,24, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,44, United-States, >50K
35, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,6242,0,40, United-States, <=50K
90, Private, 7th-8th, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,32, United-States, <=50K
29, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
38, Private, 7th-8th, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States, >50K
21, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Male,0,0,20, United-States, <=50K
37, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Male,0,1902,62, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,32, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,35, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
60, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
46, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Other-relative, Black, Male,0,0,40, United-States, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
58, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,20, United-States, >50K
44, Private, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,80, United-States, >50K
61, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, White, Male,15024,0,60, Philippines, <=50K
22, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
36, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,15, Trinadad&Tobago, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
75, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
42, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,30, Canada, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,1946,45, United-States, >50K
52, Private, Assoc-voc, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Hong, >50K
70, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
60, Local-gov, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
37, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, >50K
63, Private, Some-college, Widowed, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
30, Federal-gov, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,30, China, <=50K
25, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,50, United-States, >50K
28, Self-emp-not-inc, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
60, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,27, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
60, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
20, Private, 7th-8th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
36, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,69, United-States, <=50K
62, State-gov, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
45, Self-emp-inc, Bachelors, Widowed, Protective-serv, Husband, Other, Male,7687,0,60, United-States, >50K
56, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,42, United-States, <=50K
26, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, United-States, >50K
55, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,42, United-States, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,1902,17, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1977,40, United-States, >50K
46, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
28, Private, 10th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
31, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,32, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, Doctorate, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
68, Private, Doctorate, Married-civ-spouse, Sales, Wife, White, Female,15024,0,10, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,22, Columbia, <=50K
55, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Federal-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,27, United-States, <=50K
44, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,1943,40, United-States, >50K
36, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
68, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,2541,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
