68, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Scotland, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,70, El-Salvador, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2185,40, Guatemala, >50K
54, State-gov, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
37, Self-emp-inc, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
29, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,7298,0,45, Japan, >50K
30, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Japan, <=50K
45, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Laos, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Philippines, >50K
24, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,38, England, <=50K
22, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
40, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,30, Mexico, <=50K
49, Private, Assoc-voc, Widowed, Machine-op-inspct, Wife, Black, Male,0,0,40, Jamaica, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,38, Holand-Netherlands, <=50K
24, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
44, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,50, Cuba, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
53, Private, Assoc-voc, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Nicaragua, >50K
54, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Cuba, >50K
23, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,35, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
39, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, South, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Taiwan, <=50K
38, Private, 12th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Yugoslavia, >50K
55, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1721,45, Taiwan, >50K
57, Private, HS-grad, Married-spouse-absent, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,30, Haiti, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,16, Portugal, <=50K
20, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Italy, <=50K
32, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,45, Hungary, <=50K
58, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,10, France, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Female,0,1858,40, Germany, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,3103,0,50, Jamaica, >50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Ecuador, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
57, Self-emp-inc, HS-grad, Married-spouse-absent, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Cuba, <=50K
45, Private, Bachelors, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
50, Private, 9th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
24, Private, 7th-8th, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, Canada, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
27, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1721,45, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,43, China, >50K
28, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Female,0,0,40, Honduras, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
57, State-gov, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,1902,50, Greece, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,5013,0,45, Canada, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,45, South, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,18, South, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,15024,0,60, France, >50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, China, <=50K
45, Federal-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,35, Italy, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Taiwan, >50K
54, Private, Some-college, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,3466,0,36, Poland, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,25, Iran, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, Thailand, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, England, <=50K
48, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, Haiti, >50K
31, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, Taiwan, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
45, Without-pay, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, Haiti, >50K
23, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,32, Greece, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Portugal, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,4412,0,40, Taiwan, >50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, Scotland, <=50K
43, Private, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
38, Private, Assoc-voc, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
33, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, Poland, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,54, Nicaragua, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,10, Jamaica, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, Thailand, <=50K
53, Self-emp-inc, Masters, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,61, El-Salvador, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Holand-Netherlands, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,30, Nicaragua, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, Ireland, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,36, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Columbia, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Haiti, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,2381,60, Iran, >50K
33, Local-gov, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Honduras, <=50K
22, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Jamaica, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Haiti, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, Honduras, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
20, Private, Bachelors, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Japan, <=50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,25819,0,45, Peru, >50K
70, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Taiwan, <=50K
41, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,1902,40, Hungary, >50K
26, Private, 9th, Never-married, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Holand-Netherlands, >50K
61, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Peru, <=50K
53, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Italy, <=50K
38, Private, 9th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,24, India, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Ecuador, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,48, Portugal, <=50K
41, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,45, India, <=50K
28, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Iran, <=50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, South, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,50, Guatemala, <=50K
44, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
50, Federal-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Laos, >50K
39, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Peru, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Jamaica, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, >50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Peru, >50K
54, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
49, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,32, Honduras, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, South, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,16, Yugoslavia, >50K
75, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,16, Canada, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, Trinadad&Tobago, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Guatemala, >50K
52, Self-emp-inc, Masters, Divorced, Sales, Not-in-family, Other, Female,0,0,60, Columbia, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,20, Haiti, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,32, Yugoslavia, <=50K
47, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,20, India, <=50K
44, Self-emp-not-inc, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
50, Private, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
36, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,60, Cambodia, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,83, Laos, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,20, Haiti, <=50K
29, Local-gov, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, >50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,7402,0,54, India, >50K
38, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Ecuador, >50K
32, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,24, South, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
31, Federal-gov, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,5, Cambodia, <=50K
47, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,40, Italy, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,45, Greece, >50K
73, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,15, Ireland, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Mexico, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Iran, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Peru, >50K
27, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Iran, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, China, <=50K
26, Private, Doctorate, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Greece, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Scotland, <=50K
63, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Scotland, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Iran, >50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Hungary, <=50K
43, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
42, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Male,0,0,40, Holand-Netherlands, <=50K
30, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, Honduras, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Guatemala, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,54, Mexico, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
30, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,50, Hungary, >50K
35, Private, Bachelors, Separated, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5013,0,45, Yugoslavia, <=50K
