19, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Nicaragua, >50K
53, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Japan, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, France, >50K
56, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
50, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, Other, Male,0,0,54, Philippines, >50K
44, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,50, England, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Hong, <=50K
29, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
23, Private, 11th, Separated, Other-service, Wife, Black, Male,0,0,4, Japan, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,80, Honduras, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
23, Private, 9th, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,30, Cuba, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,35, Ecuador, <=50K
27, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
60, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
61, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, >50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, South, >50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1977,40, Thailand, <=50K
64, Private, 10th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Ecuador, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,38, Canada, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,46, Taiwan, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Guatemala, >50K
33, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
29, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Jamaica, <=50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,41, India, <=50K
50, Private, Masters, Divorced, Protective-serv, Husband, White, Female,0,0,30, France, <=50K
78, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,20, Germany, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Japan, >50K
48, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Ecuador, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, South, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
58, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, South, >50K
20, Private, 12th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,54, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1976,50, Ireland, >50K
34, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,1740,20, China, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, Guatemala, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,42, Greece, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Thailand, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,15, Taiwan, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, South, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15407,0,40, Thailand, >50K
33, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Scotland, >50K
25, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, France, >50K
38, Local-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, China, >50K
60, Federal-gov, Assoc-acdm, Divorced, Protective-serv, Husband, Other, Male,15435,0,50, Jamaica, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,50, Taiwan, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Poland, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Iran, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, Thailand, <=50K
36, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, England, <=50K
65, State-gov, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
33, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
57, Without-pay, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Guatemala, <=50K
18, Private, 11th, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, El-Salvador, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, Germany, <=50K
88, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,50, Portugal, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1886,70, Thailand, >50K
37, Private, Some-college, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Bachelors, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, South, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, Peru, <=50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,97, Taiwan, >50K
46, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Portugal, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Other, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,12, India, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
46, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Taiwan, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
56, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Germany, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,35, Nicaragua, >50K
39, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,27, Italy, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
42, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Columbia, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Guatemala, <=50K
63, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,43, United-States, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,15765,0,50, Italy, >50K
42, Local-gov, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Honduras, <=50K
61, Federal-gov, 9th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,30, Jamaica, <=50K
19, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Other, Female,0,0,20, Guatemala, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,1977,35, Trinadad&Tobago, <=50K
39, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Laos, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
55, State-gov, Some-college, Married-civ-spouse, Protective-serv, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, India, >50K
61, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,30, Vietnam, <=50K
22, Private, 12th, Never-married, Other-service, Unmarried, Black, Female,0,0,20, Honduras, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
27, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,38, Italy, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, White, Male,3141,0,40, Philippines, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,60, Vietnam, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
82, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,35, Ecuador, >50K
45, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,7298,0,45, Puerto-Rico, >50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Female,0,0,15, India, <=50K
65, Local-gov, 10th, Divorced, Other-service, Unmarried, Black, Male,0,0,30, Iran, <=50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, South, <=50K
49, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Peru, >50K
68, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,44, Mexico, >50K
41, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Own-child, Other, Female,0,1977,40, Guatemala, >50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
29, Local-gov, 10th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,1977,40, India, <=50K
53, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Puerto-Rico, >50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Peru, <=50K
42, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7209,0,40, Thailand, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Peru, >50K
48, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, India, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Yugoslavia, >50K
41, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Canada, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,20839,0,45, Hong, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Trinadad&Tobago, >50K
53, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
43, Private, Masters, Divorced, Sales, Not-in-family, Other, Male,0,0,45, Columbia, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,45, Haiti, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,35, Yugoslavia, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,32, Iran, <=50K
24, Self-emp-not-inc, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
24, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,30, Cambodia, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
64, Federal-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,40, Jamaica, >50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,6247,0,45, Canada, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, <=50K
26, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,30, South, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Iran, <=50K
45, Local-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, Ecuador, <=50K
53, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, South, >50K
23, Private, Some-college, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
51, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,76, Cambodia, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,7687,0,45, Peru, >50K
24, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Jamaica, <=50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,50, Greece, >50K
76, Private, 7th-8th, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Italy, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Nicaragua, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Iran, <=50K
63, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,3353,0,40, United-States, >50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
23, Private, 12th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,60, Ireland, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,15657,0,60, China, >50K
26, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
48, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Male,8614,0,40, South, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,45, Taiwan, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Guatemala, <=50K
40, Private, Bachelors, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
29, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
67, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Other, Male,3598,0,16, Hong, >50K
18, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1863,20, Hong, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,10, Germany, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, >50K
51, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,40, South, >50K
44, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, India, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
48, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Yugoslavia, <=50K
66, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti, >50K
38, Private, Bachelors, Divorced, Craft-repair, Own-child, Other, Male,0,0,38, Ireland, <=50K
