19, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Local-gov, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,1886,40, United-States, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
52, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5178,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, >50K
47, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1378,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
40, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,30, India, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,15024,0,43, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, >50K
51, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,32, United-States, <=50K
23, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, Canada, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Federal-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,4650,0,44, Mexico, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
45, Local-gov, 1st-4th, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, >50K
51, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,35, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,77, Columbia, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,7687,0,45, United-States, >50K
23, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
77, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,32, United-States, <=50K
62, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,7409,0,40, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
56, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,15024,0,60, United-States, >50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,7735,0,45, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,64, United-States, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Husband, Other, Male,0,0,45, United-States, <=50K
28, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
65, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, White, Male,4037,0,19, United-States, >50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1660,15, United-States, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
67, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
37, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,39, United-States, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
41, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,30, United-States, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
30, Private, Masters, Never-married, Tech-support, Other-relative, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
63, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,50, United-States, >50K
46, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Female,7298,0,60, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
28, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, Cuba, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,10, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Doctorate, Never-married, Protective-serv, Husband, White, Male,0,0,65, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,50, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,38, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, >50K
