20, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,1902,60, United-States, >50K
55, Private, 5th-6th, Separated, Adm-clerical, Husband, White, Male,0,2144,40, United-States, <=50K
50, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,32, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
39, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, >50K
60, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,37, Jamaica, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,3915,0,40, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Prof-school, Never-married, Craft-repair, Own-child, White, Male,0,0,36, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,50, United-States, >50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Unmarried, Black, Female,0,0,38, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,46, United-States, >50K
76, Private, HS-grad, Widowed, Tech-support, Husband, White, Female,0,0,12, United-States, <=50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
40, Federal-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
58, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
22, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,68, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,98, United-States, >50K
49, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,57, United-States, >50K
28, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Never-married, Tech-support, Unmarried, Other, Male,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,35, Mexico, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,32, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
28, Private, Prof-school, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
44, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,99, United-States, >50K
51, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1537,54, United-States, >50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,1882,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3137,0,50, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
65, Federal-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, 9th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,37, United-States, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,1586,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,47, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1887,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,47, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,50, United-States, >50K
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
79, Private, Prof-school, Widowed, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, White, Male,8046,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,32, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,8614,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,55, United-States, >50K
59, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,1887,50, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Male,7298,0,54, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,32, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,46, United-States, <=50K
36, Local-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
46, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,36, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,40, United-States, >50K
27, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
66, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,11, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
54, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,46, United-States, >50K
52, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,55, India, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,23, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,3134,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
33, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,1942,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
19, Private, 1st-4th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
29, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,40, China, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
23, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Tech-support, Wife, White, Male,5662,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Italy, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
42, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
34, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
35, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,3334,0,45, Columbia, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1976,50, United-States, >50K
28, State-gov, 11th, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,30, Mexico, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, 12th, Never-married, Machine-op-inspct, Other-relative, Black, Female,0,0,20, United-States, <=50K
46, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Separated, Protective-serv, Husband, White, Male,3898,0,46, United-States, >50K
57, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,8, Thailand, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,46, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3454,0,40, United-States, >50K
28, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Widowed, Exec-managerial, Wife, Black, Male,0,0,45, United-States, <=50K
52, Private, Assoc-acdm, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
27, Private, Doctorate, Separated, Adm-clerical, Own-child, White, Male,0,0,20, Jamaica, <=50K
24, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,36, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, >50K
57, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,1764,30, United-States, <=50K
31, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,6, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
44, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,55, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2256,45, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,1876,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,3137,0,40, United-States, >50K
63, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, >50K
