36, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, China, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,30, El-Salvador, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, Dominican-Republic, <=50K
32, Private, Bachelors, Never-married, Armed-Forces, Not-in-family, Black, Female,0,0,35, Germany, <=50K
30, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,32, Canada, <=50K
31, State-gov, Some-college, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,24, Yugoslavia, <=50K
36, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, Thailand, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,10, El-Salvador, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, Greece, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,48, Guatemala, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Nicaragua, >50K
34, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,50, Japan, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,44, Laos, >50K
29, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, France, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Laos, <=50K
34, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Poland, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1974,45, England, >50K
51, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, Hong, <=50K
26, Local-gov, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
52, Private, Assoc-voc, Widowed, Prof-specialty, Wife, Black, Female,0,0,40, Jamaica, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,70, Dominican-Republic, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
59, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,12, Japan, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, South, >50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Ecuador, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, Canada, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,45, Yugoslavia, <=50K
29, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2400,0,40, Taiwan, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,25, Greece, >50K
55, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Philippines, <=50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,40, Haiti, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Portugal, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, >50K
33, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
48, Private, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,40, France, <=50K
29, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,3103,0,45, Germany, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Japan, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Ecuador, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, South, <=50K
61, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, South, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,44, Dominican-Republic, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,17, Ireland, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Thailand, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,15024,0,40, Columbia, <=50K
56, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,8, Hong, <=50K
38, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,54, Guatemala, >50K
23, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Greece, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,6, Thailand, <=50K
77, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,99999,0,25, China, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,40, South, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, South, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Scotland, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, France, >50K
51, Local-gov, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Male,0,0,40, China, <=50K
55, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,30, Jamaica, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,1614,40, Thailand, >50K
84, Local-gov, Some-college, Widowed, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Portugal, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1875,60, Iran, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, England, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
20, State-gov, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,38, Guatemala, <=50K
23, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Germany, <=50K
60, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, Taiwan, >50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
30, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Scotland, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
42, Private, Bachelors, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,1630,40, China, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Portugal, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, State-gov, Masters, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,48, India, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
60, Federal-gov, Bachelors, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,20, Taiwan, <=50K
26, Private, Masters, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, <=50K
30, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,10539,0,40, Honduras, <=50K
28, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
66, Federal-gov, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,48, Italy, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
25, Private, Prof-school, Never-married, Tech-support, Own-child, Other, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Guatemala, >50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ireland, >50K
52, Federal-gov, 11th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Honduras, <=50K
59, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,3103,0,45, Columbia, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, Jamaica, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,3325,0,40, Haiti, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, Hong, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,44, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, Laos, <=50K
32, Private, Bachelors, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,70, India, >50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Cuba, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
56, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Honduras, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1885,40, Philippines, >50K
38, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Italy, <=50K
25, Private, Assoc-voc, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Peru, <=50K
27, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3691,0,40, India, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, Ecuador, <=50K
24, Private, HS-grad, Married-spouse-absent, Sales, Own-child, Other, Male,0,0,40, Portugal, >50K
32, Private, HS-grad, Married-spouse-absent, Transport-moving, Own-child, Black, Male,0,0,40, Iran, <=50K
41, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,38, Iran, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, South, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,36, Peru, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,50, Greece, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, El-Salvador, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, India, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,44, Mexico, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Wife, Other, Female,0,0,38, Puerto-Rico, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Philippines, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,1585,35, Japan, >50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Ecuador, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, Peru, <=50K
23, Federal-gov, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,12, Iran, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Hong, <=50K
69, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,3325,0,40, Taiwan, <=50K
18, State-gov, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,16, Yugoslavia, <=50K
68, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Canada, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
46, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
56, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,43, Greece, <=50K
74, Self-emp-inc, Masters, Divorced, Sales, Not-in-family, Other, Female,0,0,45, Columbia, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Haiti, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, >50K
48, Private, Prof-school, Widowed, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Trinadad&Tobago, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,3116,0,50, Iran, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2401,60, Scotland, >50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,60, Italy, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Haiti, >50K
21, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,3758,0,50, Japan, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,2435,0,50, Canada, <=50K
64, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
70, Private, Some-college, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,2421,0,40, Iran, <=50K
34, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
59, State-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
27, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, >50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,50, Peru, >50K
25, Self-emp-not-inc, 12th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,45, Jamaica, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Other, Female,0,0,40, Germany, <=50K
47, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,4261,0,54, Ireland, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,60, Mexico, >50K
38, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,25, United-States, <=50K
26, Private, Masters, Never-married, Transport-moving, Own-child, Other, Male,1996,0,40, Philippines, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,2, Ireland, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,24, China, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Greece, <=50K
43, Private, Assoc-voc, Separated, Farming-fishing, Unmarried, Black, Male,0,0,50, Scotland, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, South, <=50K
60, Self-emp-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,48, Hungary, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,8, Ireland, <=50K
26, Private, Doctorate, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
50, State-gov, HS-grad, Never-married, Other-service, Unmarried, Other, Male,3924,0,40, Guatemala, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, India, <=50K
43, Local-gov, 12th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,4, Columbia, <=50K
62, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,2734,25, Honduras, <=50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,44, Honduras, <=50K
31, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, Other, Male,0,0,35, Greece, <=50K
89, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, South, <=50K
47, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,4483,0,60, Scotland, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, India, >50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Ireland, >50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1994,60, Canada, <=50K
22, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Poland, <=50K
