25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
39, Federal-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Japan, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,50, Japan, >50K
26, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
19, Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Laos, <=50K
22, Private, Assoc-voc, Married-spouse-absent, Other-service, Own-child, Black, Male,0,0,40, Philippines, <=50K
19, Local-gov, 12th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Hong, <=50K
32, Federal-gov, Bachelors, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Mexico, >50K
36, Private, Assoc-voc, Widowed, Other-service, Wife, Black, Male,0,0,40, Jamaica, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
31, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,2049,40, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,50, Cuba, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,60, Dominican-Republic, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Nicaragua, <=50K
39, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,1734,40, Dominican-Republic, <=50K
45, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Jamaica, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
55, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, South, >50K
36, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
26, Private, 11th, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Ecuador, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, >50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,18, Taiwan, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,48, Greece, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Philippines, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,4064,0,40, Guatemala, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Portugal, >50K
34, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Jamaica, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, >50K
59, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,2356,0,54, France, <=50K
33, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,40, Italy, >50K
26, Private, Some-college, Never-married, Farming-fishing, Own-child, Other, Male,0,0,40, Japan, <=50K
26, Local-gov, Assoc-acdm, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
41, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,99999,0,60, Jamaica, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Ecuador, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
49, Private, Bachelors, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
21, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, South, <=50K
50, Local-gov, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,54, Haiti, >50K
60, Local-gov, Doctorate, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,7687,0,48, Iran, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,4934,0,30, Trinadad&Tobago, >50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
29, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,50, China, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,60, Hong, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
40, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Guatemala, <=50K
23, State-gov, Some-college, Never-married, Exec-managerial, Other-relative, Other, Male,0,0,25, Greece, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
63, Private, HS-grad, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,2401,0,30, El-Salvador, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Female,0,0,40, South, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,20, South, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Taiwan, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, Scotland, >50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,1887,40, France, <=50K
23, Local-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, China, <=50K
36, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Other, Female,6460,0,40, Thailand, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Iran, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Thailand, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,45, England, >50K
29, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7661,0,40, Guatemala, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,48, Taiwan, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,65, Taiwan, <=50K
49, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
29, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Greece, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,2753,0,40, Puerto-Rico, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Taiwan, >50K
59, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Outlying-US(Guam-USVI-etc), >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Scotland, <=50K
45, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Peru, <=50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,54, Taiwan, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,2042,40, Portugal, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, India, >50K
32, Private, Doctorate, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Taiwan, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
51, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, Honduras, <=50K
29, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
53, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Italy, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,24, Ireland, >50K
40, Federal-gov, 9th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Hong, <=50K
34, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Japan, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
29, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Haiti, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
45, Private, Masters, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
34, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,45, Italy, <=50K
28, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Thailand, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,1902,40, Japan, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,24, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
36, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
57, Private, Assoc-acdm, Married-spouse-absent, Farming-fishing, Husband, Black, Female,0,0,45, Honduras, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Peru, >50K
25, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
42, Private, Assoc-voc, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Peru, <=50K
51, Private, HS-grad, Widowed, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,38, Vietnam, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Ecuador, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Other-relative, White, Male,0,0,40, Portugal, <=50K
69, Private, Bachelors, Widowed, Tech-support, Own-child, Black, Female,0,0,6, Iran, <=50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Iran, <=50K
20, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Peru, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
24, Self-emp-inc, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,44, El-Salvador, <=50K
40, Federal-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Mexico, <=50K
46, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Puerto-Rico, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,2413,0,40, Peru, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Taiwan, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Japan, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Ecuador, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,54, Peru, <=50K
30, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
35, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
45, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Honduras, <=50K
51, Private, Some-college, Divorced, Tech-support, Unmarried, Black, Male,0,0,44, South, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Yugoslavia, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Trinadad&Tobago, <=50K
54, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,48, Guatemala, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,40, Columbia, >50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,60, Haiti, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
37, Private, HS-grad, Widowed, Adm-clerical, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
37, Private, Masters, Married-spouse-absent, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Iran, <=50K
46, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
23, Private, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
31, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,5106,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Italy, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cambodia, >50K
41, Self-emp-not-inc, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,50, Mexico, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Haiti, <=50K
49, Local-gov, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,45, Jamaica, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Laos, <=50K
69, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1900,20, Canada, >50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,85, Scotland, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Wife, Asian-Pac-Islander, Female,8037,0,15, South, >50K
51, Private, Prof-school, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,37, Iran, <=50K
32, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Ecuador, >50K
40, State-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, South, <=50K
36, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
20, Federal-gov, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
45, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, >50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Greece, >50K
59, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Wife, Other, Female,0,0,40, Italy, <=50K
58, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,36, Mexico, <=50K
45, Local-gov, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
37, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Peru, <=50K
57, Local-gov, 7th-8th, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Ireland, <=50K
36, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,1902,35, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Greece, <=50K
27, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,3103,0,44, South, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, Taiwan, <=50K
26, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, Iran, >50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Hong, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Guatemala, <=50K
24, Private, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
62, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,48, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Honduras, >50K
38, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,40, Haiti, >50K
47, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Honduras, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Mexico, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, South, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Puerto-Rico, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, India, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,20, Taiwan, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
