67, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
49, Private, Assoc-acdm, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,37, United-States, <=50K
24, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
43, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,45, Yugoslavia, >50K
53, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1848,48, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,16, United-States, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
57, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,10, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2584,0,50, United-States, >50K
33, Private, 12th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Portugal, <=50K
38, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
29, Private, Doctorate, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Other, Male,0,0,20, United-States, <=50K
45, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, 5th-6th, Never-married, Tech-support, Own-child, White, Female,0,0,20, Jamaica, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
26, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,1763,45, United-States, <=50K
55, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Philippines, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,43, Mexico, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
55, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,4927,0,45, Italy, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,18, United-States, <=50K
44, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,15024,0,60, United-States, >50K
25, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
45, Federal-gov, 5th-6th, Divorced, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, >50K
53, Private, Some-college, Separated, Sales, Not-in-family, White, Male,3933,0,35, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
30, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, >50K
49, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Without-pay, Masters, Never-married, Prof-specialty, Husband, White, Male,15024,0,54, United-States, <=50K
23, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,32, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,4015,0,40, United-States, >50K
50, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,13, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Mexico, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,52, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Female,0,0,10, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,63, United-States, >50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, 10th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,32, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,36, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,1978,60, United-States, >50K
32, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
75, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
41, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,25766,0,48, United-States, <=50K
69, State-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Male,0,1902,40, United-States, >50K
26, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Never-married, Farming-fishing, Other-relative, White, Female,0,0,60, United-States, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,24, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,48, United-States, >50K
41, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,25, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
44, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
50, Federal-gov, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
40, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,50, United-States, >50K
54, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,16, Guatemala, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
39, Private, Some-college, Divorced, Tech-support, Husband, White, Male,7298,0,40, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
47, Private, Bachelors, Widowed, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,5164,0,60, Canada, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,85, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,20, United-States, <=50K
29, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,50, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,7298,0,54, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
32, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
48, Private, Some-college, Married-spouse-absent, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, Some-college, Separated, Other-service, Own-child, White, Male,0,0,5, China, <=50K
46, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, United-States, >50K
72, Private, 1st-4th, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,15, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, >50K
21, Private, Prof-school, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Separated, Prof-specialty, Own-child, Black, Male,0,0,35, United-States, <=50K
43, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
30, Private, 7th-8th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
35, Private, Bachelors, Separated, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,45, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,15024,0,60, India, >50K
26, Private, 10th, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,1977,50, United-States, >50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
75, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
63, Private, Doctorate, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,4825,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
