34, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Yugoslavia, >50K
64, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,5178,0,40, Nicaragua, >50K
45, Private, Bachelors, Separated, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,7298,0,40, El-Salvador, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Mexico, <=50K
31, Private, Some-college, Divorced, Protective-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,62, France, >50K
30, Private, Bachelors, Divorced, Prof-specialty, Own-child, Other, Male,0,0,40, Ecuador, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,36, Guatemala, <=50K
30, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, >50K
41, State-gov, Some-college, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,50, England, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Holand-Netherlands, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
51, State-gov, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1977,40, England, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,50, Poland, >50K
36, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Male,15024,0,40, Taiwan, >50K
48, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, India, <=50K
45, Federal-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Philippines, <=50K
20, Private, Assoc-acdm, Separated, Other-service, Wife, Other, Male,0,0,40, Nicaragua, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3468,0,42, Hungary, <=50K
65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,99999,0,46, Yugoslavia, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,30, Dominican-Republic, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, El-Salvador, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,40, Ireland, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, Dominican-Republic, >50K
32, Self-emp-not-inc, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, Mexico, <=50K
53, Private, Doctorate, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,50, Nicaragua, >50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,20, United-States, <=50K
32, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Haiti, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, South, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Honduras, >50K
26, Private, Assoc-voc, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,85, Trinadad&Tobago, <=50K
33, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Mexico, <=50K
43, Private, 7th-8th, Separated, Adm-clerical, Husband, White, Male,0,0,36, Italy, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
26, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,45, Guatemala, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,27, Japan, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Nicaragua, <=50K
43, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
44, Private, Doctorate, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,2001,60, Mexico, >50K
19, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, El-Salvador, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, <=50K
42, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
25, Private, 7th-8th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,35, China, <=50K
35, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,60, Ecuador, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,46, Japan, >50K
21, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,60, Cuba, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Unmarried, Other, Female,0,0,45, Iran, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,25, Holand-Netherlands, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Holand-Netherlands, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2363,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,54, China, <=50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,20, France, <=50K
41, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,50, United-States, <=50K
37, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
27, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, >50K
49, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, Greece, >50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Columbia, >50K
54, Federal-gov, 7th-8th, Divorced, Sales, Husband, Other, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Male,7298,0,20, Thailand, <=50K
51, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,1878,32, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-spouse-absent, Sales, Husband, Other, Male,0,0,50, Germany, <=50K
33, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Honduras, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,1902,60, United-States, <=50K
38, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,1887,40, Honduras, <=50K
41, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Black, Male,2829,0,40, England, <=50K
25, Private, HS-grad, Separated, Sales, Not-in-family, Other, Male,0,0,24, Haiti, <=50K
32, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Portugal, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Black, Female,0,0,12, Thailand, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,4386,0,40, Scotland, <=50K
26, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
39, Private, Masters, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,20, China, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, Thailand, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,65, Portugal, <=50K
44, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Italy, <=50K
43, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,38, Nicaragua, <=50K
59, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
68, State-gov, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, Hungary, <=50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, <=50K
43, Local-gov, Masters, Divorced, Transport-moving, Own-child, Black, Female,0,0,40, Poland, >50K
76, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,8321,0,43, Laos, >50K
28, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
58, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Cuba, >50K
69, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Honduras, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
65, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,1977,40, Laos, >50K
70, Federal-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, India, <=50K
38, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Puerto-Rico, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,60, Nicaragua, >50K
37, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,50, Hong, <=50K
20, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Hong, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Other-relative, Black, Female,0,0,40, India, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,60, Mexico, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,24, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,7687,0,35, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1977,50, Italy, >50K
28, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
56, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
44, Private, Assoc-acdm, Separated, Farming-fishing, Unmarried, Black, Female,0,0,40, Hungary, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, Laos, >50K
52, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Puerto-Rico, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Separated, Protective-serv, Unmarried, White, Male,0,0,40, Thailand, >50K
25, Private, HS-grad, Separated, Transport-moving, Own-child, Other, Male,0,0,40, Italy, <=50K
49, Local-gov, 12th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Other-relative, Black, Male,0,0,20, Puerto-Rico, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Philippines, >50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,21, Holand-Netherlands, <=50K
63, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,40, England, <=50K
50, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, Italy, <=50K
23, Private, Bachelors, Married-spouse-absent, Protective-serv, Not-in-family, Black, Male,0,0,25, Philippines, <=50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Other, Female,0,0,45, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,99, South, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,40, England, <=50K
43, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,1977,15, Scotland, >50K
39, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,48, Italy, >50K
30, Private, Some-college, Never-married, Protective-serv, Husband, Black, Female,3117,0,40, India, >50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,40, United-States, <=50K
56, State-gov, Bachelors, Divorced, Transport-moving, Husband, Other, Male,0,0,10, Yugoslavia, <=50K
22, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
49, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
58, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,50, Hong, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
33, Private, Bachelors, Separated, Adm-clerical, Own-child, Other, Male,0,0,40, Poland, <=50K
35, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
34, Self-emp-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,1909,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, Hungary, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, >50K
48, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
23, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, Philippines, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,60, Honduras, >50K
43, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Nicaragua, >50K
43, Private, Some-college, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,3727,0,40, Outlying-US(Guam-USVI-etc), >50K
54, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,1737,0,40, Canada, >50K
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Jamaica, <=50K
31, Private, 5th-6th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, El-Salvador, >50K
45, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,45, United-States, >50K
32, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
56, Federal-gov, Masters, Never-married, Handlers-cleaners, Not-in-family, Black, Male,27500,0,50, Cambodia, >50K
54, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,46, Puerto-Rico, >50K
39, Self-emp-not-inc, 5th-6th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,50, Nicaragua, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,3803,0,40, Haiti, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,13793,0,40, Laos, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,1864,70, Poland, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Jamaica, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,16, Japan, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,86, China, >50K
28, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Holand-Netherlands, <=50K
46, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,50, United-States, >50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Italy, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Jamaica, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
19, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Honduras, <=50K
39, Private, Bachelors, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,24, Hungary, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Hungary, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, Hungary, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Holand-Netherlands, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,60, Philippines, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,40, United-States, >50K
36, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,30, Italy, <=50K
40, Private, Bachelors, Separated, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,15, Vietnam, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Japan, <=50K
32, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Male,3908,0,50, China, >50K
27, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,60, Taiwan, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, South, >50K
