27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
28, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Ecuador, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,70, Jamaica, <=50K
35, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, China, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Germany, >50K
26, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,15, Canada, >50K
47, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Thailand, <=50K
38, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,22419,0,25, Puerto-Rico, >50K
47, Private, Some-college, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
65, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,15, Guatemala, <=50K
77, Private, Assoc-acdm, Widowed, Protective-serv, Husband, Other, Female,0,0,22, Guatemala, <=50K
60, State-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Nicaragua, >50K
33, Local-gov, Assoc-voc, Never-married, Craft-repair, Own-child, Other, Male,0,1887,60, Japan, >50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, Japan, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,55, France, >50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Laos, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7687,0,40, Poland, >50K
27, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,48, England, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,45, Hungary, >50K
23, Local-gov, HS-grad, Separated, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
21, Private, 11th, Separated, Prof-specialty, Wife, Black, Male,0,0,35, Japan, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,20, Yugoslavia, <=50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Ecuador, >50K
44, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Nicaragua, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
18, Private, 10th, Never-married, Tech-support, Own-child, Other, Female,0,0,40, Jamaica, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Jamaica, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,38, South, >50K
36, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
34, Private, 11th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,65, Canada, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Other-relative, Other, Female,0,1734,35, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, South, <=50K
56, Private, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
27, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,1564,40, Guatemala, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
32, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Jamaica, <=50K
32, Private, Assoc-acdm, Separated, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
47, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, Other, Female,0,0,29, France, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, Germany, <=50K
36, Private, Some-college, Married-spouse-absent, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Japan, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, >50K
20, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,12, South, <=50K
43, Private, HS-grad, Married-spouse-absent, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
58, Private, Assoc-voc, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Germany, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, South, >50K
32, Local-gov, Assoc-acdm, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,44, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,1977,35, Cuba, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Ireland, >50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Thailand, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Black, Female,0,0,40, Columbia, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,47, China, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Hong, >50K
25, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,7687,0,45, Taiwan, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,15, Greece, <=50K
50, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, Guatemala, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,70, China, <=50K
38, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,75, El-Salvador, <=50K
62, Private, Masters, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,70, Taiwan, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,35, South, <=50K
42, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,25, Puerto-Rico, <=50K
45, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, France, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,51, China, >50K
44, Federal-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Taiwan, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,15024,0,50, Portugal, >50K
43, Private, Masters, Divorced, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,1736,40, Iran, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Thailand, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,45, England, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Thailand, >50K
44, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Unmarried, White, Male,7687,0,40, Taiwan, >50K
55, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, <=50K
41, Private, HS-grad, Separated, Sales, Husband, Black, Male,0,0,20, Greece, <=50K
37, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,34, Puerto-Rico, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Taiwan, >50K
49, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,17, Scotland, <=50K
59, Private, Some-college, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
31, Private, Assoc-voc, Separated, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
43, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,47, China, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Portugal, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
33, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
57, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
62, Local-gov, 5th-6th, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,29, Taiwan, <=50K
33, Private, HS-grad, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
58, Private, 10th, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,29, Germany, <=50K
37, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,29, Nicaragua, <=50K
67, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,24, Italy, <=50K
26, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
38, Private, Bachelors, Divorced, Tech-support, Not-in-family, Other, Male,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, Columbia, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,46, Guatemala, <=50K
42, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,48, Ireland, >50K
38, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,8429,0,40, Hong, <=50K
50, Federal-gov, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Japan, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,8, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Jamaica, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,2183,0,50, Haiti, <=50K
28, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,22, Haiti, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
62, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Italy, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, Japan, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,23648,0,35, Taiwan, >50K
55, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,3831,0,40, Vietnam, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, >50K
34, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Cuba, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,15, Vietnam, <=50K
31, Private, 11th, Separated, Other-service, Wife, Black, Female,0,0,8, Honduras, >50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,29, Peru, >50K
59, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,26, Italy, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
59, Private, HS-grad, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,10, India, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ecuador, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,60, Portugal, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male,0,0,60, Iran, <=50K
35, Local-gov, 11th, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Iran, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, South, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,29, Peru, >50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, El-Salvador, <=50K
22, Local-gov, 11th, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,25, India, <=50K
18, Private, 5th-6th, Never-married, Sales, Own-child, Black, Male,0,0,29, Mexico, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,50, Puerto-Rico, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,3214,0,48, Philippines, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, >50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Ecuador, <=50K
59, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
44, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,1738,40, Thailand, <=50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
34, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Male,0,0,35, South, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
39, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Honduras, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Trinadad&Tobago, <=50K
30, Private, Some-college, Divorced, Tech-support, Own-child, Other, Male,0,0,40, Guatemala, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,15, Columbia, <=50K
55, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,7298,0,40, Haiti, >50K
42, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
52, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Other, Male,0,0,54, Nicaragua, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, India, >50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
55, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Honduras, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,7774,0,40, Yugoslavia, <=50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,89, Italy, >50K
66, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,25, Cambodia, <=50K
54, Self-emp-inc, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,50, Mexico, <=50K
36, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,20, Jamaica, <=50K
48, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,2188,0,40, Laos, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,3355,0,40, Scotland, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, Iran, <=50K
25, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,45, Ecuador, <=50K
55, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,2419,50, Taiwan, >50K
32, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,45, Vietnam, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
27, Self-emp-inc, 11th, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,50, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Greece, >50K
40, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,40, Italy, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Mexico, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Iran, <=50K
44, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,65, Peru, <=50K
33, Private, Assoc-acdm, Married-spouse-absent, Other-service, Own-child, Black, Female,0,1732,40, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, China, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Greece, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,12, Scotland, <=50K
45, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
48, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,32, Iran, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
54, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
36, Private, Bachelors, Separated, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
32, Private, 9th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
48, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,45, Honduras, >50K
26, Private, 12th, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
53, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Honduras, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, India, >50K
44, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Wife, Amer-Indian-Eskimo, Male,99999,0,40, South, >50K
68, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1977,50, Haiti, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,40, Ireland, <=50K
