28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
47, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1807,40, Guatemala, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Guatemala, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,10, Dominican-Republic, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Nicaragua, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Japan, >50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,15949,0,40, Poland, >50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,7687,0,45, England, >50K
68, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,32, Hong, <=50K
30, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,4258,0,45, Nicaragua, >50K
22, Private, Bachelors, Never-married, Other-service, Wife, Black, Male,0,0,40, Japan, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3325,0,40, Honduras, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1894,50, Yugoslavia, >50K
18, Private, Bachelors, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Cuba, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, Ecuador, <=50K
45, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Hungary, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Nicaragua, >50K
59, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,35, Cuba, <=50K
24, Self-emp-not-inc, 11th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,42, Jamaica, >50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, <=50K
39, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, South, >50K
30, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,60, Thailand, <=50K
45, Private, 11th, Never-married, Craft-repair, Unmarried, Other, Female,0,0,35, Ecuador, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,34, Yugoslavia, >50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,40, Taiwan, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, Haiti, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,15024,0,40, Puerto-Rico, >50K
35, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Jamaica, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, India, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, France, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, France, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
40, Private, Masters, Never-married, Craft-repair, Unmarried, Black, Male,1492,0,40, Japan, <=50K
33, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,50, Ecuador, <=50K
56, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
45, Private, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, >50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, South, >50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
49, Self-emp-not-inc, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Haiti, <=50K
28, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
61, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,35, Columbia, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, China, <=50K
34, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,45, Hong, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, Thailand, <=50K
31, Private, HS-grad, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,35, South, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, France, >50K
48, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Male,0,2099,40, China, >50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Jamaica, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,40, Thailand, >50K
35, Local-gov, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, England, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2420,60, Trinadad&Tobago, >50K
33, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, Taiwan, <=50K
40, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,42, Guatemala, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
22, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
60, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,15024,0,20, Scotland, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Scotland, <=50K
32, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,1672,54, Philippines, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Female,0,0,60, Taiwan, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, China, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,45, Portugal, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,8, Outlying-US(Guam-USVI-etc), <=50K
59, State-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
64, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
19, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,42, Taiwan, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, El-Salvador, >50K
42, State-gov, Doctorate, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
30, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
71, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,16, Nicaragua, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Italy, <=50K
49, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Hungary, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Other-relative, Other, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,32, Ireland, >50K
50, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
48, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Japan, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,10, Haiti, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, Haiti, <=50K
50, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
61, Local-gov, Masters, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,15024,0,35, Hong, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,90, Italy, <=50K
34, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,3103,0,45, Laos, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
17, State-gov, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Thailand, <=50K
58, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,78, India, >50K
35, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Cuba, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,30, Honduras, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
42, State-gov, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, Italy, >50K
24, Private, 5th-6th, Never-married, Tech-support, Unmarried, White, Female,0,0,25, Peru, <=50K
49, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,2299,40, Vietnam, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, India, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Ecuador, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,50, Portugal, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Iran, <=50K
31, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,60, Iran, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, South, <=50K
62, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Peru, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, >50K
50, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,32, El-Salvador, <=50K
39, Local-gov, 12th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,4435,0,50, India, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, Mexico, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
36, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,50, Ecuador, >50K
68, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,15636,0,50, Philippines, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
49, Local-gov, 5th-6th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, India, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
32, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Male,0,0,35, South, <=50K
46, State-gov, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,60, Yugoslavia, <=50K
52, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Trinadad&Tobago, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Columbia, <=50K
48, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,35, Haiti, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,45, Yugoslavia, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, <=50K
57, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, India, >50K
26, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,60, Honduras, >50K
73, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,2411,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
18, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,20, Cambodia, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,13612,0,50, Mexico, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Haiti, >50K
50, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2174,0,48, Jamaica, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, Japan, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5211,0,40, Scotland, >50K
23, Private, Some-college, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, South, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Iran, <=50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, <=50K
59, State-gov, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,36, Taiwan, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
40, Federal-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
56, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-not-inc, 11th, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
78, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,20, Greece, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1578,43, Italy, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,60, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,45, Peru, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Ireland, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, China, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Greece, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Exec-managerial, Husband, Black, Male,0,0,40, Scotland, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,5, India, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,20, Iran, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1637,50, Hong, <=50K
59, State-gov, HS-grad, Widowed, Other-service, Not-in-family, Other, Male,0,0,35, Guatemala, <=50K
29, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Honduras, <=50K
63, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,30, Greece, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Mexico, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, South, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Puerto-Rico, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, India, <=50K
56, Self-emp-not-inc, Bachelors, Widowed, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,10, Taiwan, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, Yugoslavia, <=50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,2463,0,22, Haiti, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1672,40, Ireland, <=50K
