21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
33, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,1902,50, Peru, <=50K
65, Private, Bachelors, Widowed, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Scotland, <=50K
43, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,45, Philippines, <=50K
22, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,35, Thailand, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,50, China, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Portugal, <=50K
59, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,7687,0,20, Peru, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, India, <=50K
44, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,45, Japan, <=50K
24, Local-gov, 12th, Never-married, Other-service, Unmarried, White, Male,0,0,36, Taiwan, <=50K
65, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,30, El-Salvador, >50K
22, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
42, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Germany, <=50K
44, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5013,0,75, India, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Columbia, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1899,60, Haiti, >50K
68, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Italy, >50K
36, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Hong, <=50K
42, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Other-relative, Black, Male,0,0,40, Cuba, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Jamaica, >50K
27, Private, Bachelors, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, Haiti, <=50K
29, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
28, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,1848,20, Dominican-Republic, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,44, Hong, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Jamaica, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,3105,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Laos, <=50K
47, Self-emp-not-inc, Doctorate, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Philippines, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Thailand, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,50, India, >50K
31, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cuba, <=50K
69, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
55, Private, Assoc-acdm, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, Honduras, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Philippines, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, Italy, >50K
34, Private, 7th-8th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, Peru, >50K
50, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,1977,40, Vietnam, >50K
24, Private, Prof-school, Never-married, Craft-repair, Other-relative, Black, Female,0,0,37, Iran, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Ecuador, <=50K
41, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,0,0,50, Puerto-Rico, >50K
46, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, Iran, <=50K
52, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Iran, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Thailand, <=50K
33, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, Peru, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Mexico, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Guatemala, <=50K
46, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
27, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,36, Iran, <=50K
55, Private, Bachelors, Divorced, Protective-serv, Husband, White, Male,0,0,40, Mexico, >50K
46, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, >50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, Poland, >50K
30, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Thailand, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Ecuador, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,84, Philippines, >50K
24, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Thailand, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Iran, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, >50K
46, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,40, Taiwan, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Yugoslavia, >50K
32, Self-emp-inc, HS-grad, Separated, Craft-repair, Husband, Black, Male,0,0,40, Canada, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Honduras, <=50K
59, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,20, Guatemala, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, Columbia, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, Haiti, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
53, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,59, Nicaragua, <=50K
43, Private, Masters, Separated, Exec-managerial, Husband, Other, Male,0,2002,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Iran, <=50K
54, Self-emp-not-inc, 7th-8th, Separated, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Honduras, >50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,31062,0,60, Yugoslavia, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Italy, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cambodia, >50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
67, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,15, Jamaica, >50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, Laos, >50K
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,14335,0,40, Canada, >50K
50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Scotland, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, South, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,32, Iran, <=50K
53, Local-gov, 11th, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,20, Ecuador, <=50K
34, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Taiwan, >50K
24, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Male,0,0,40, Vietnam, <=50K
45, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, Cambodia, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
68, State-gov, 10th, Divorced, Craft-repair, Unmarried, White, Female,0,0,10, Japan, <=50K
39, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, Greece, >50K
56, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, Italy, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2049,0,40, Philippines, <=50K
47, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,48, Ireland, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, China, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Greece, <=50K
40, Private, Assoc-acdm, Separated, Craft-repair, Unmarried, White, Male,0,0,40, South, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, South, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, India, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Ireland, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
44, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
29, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, India, <=50K
50, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,7687,0,54, Honduras, >50K
43, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1903,40, Honduras, <=50K
28, Private, Some-college, Divorced, Other-service, Husband, White, Female,0,0,40, Hong, <=50K
31, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,45, Guatemala, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Scotland, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, India, <=50K
28, Private, Bachelors, Separated, Craft-repair, Wife, Black, Male,0,0,40, Taiwan, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Yugoslavia, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1977,40, Haiti, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Ireland, <=50K
45, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,60, Canada, >50K
40, Private, 10th, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, Portugal, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Poland, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Poland, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Scotland, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,50, Vietnam, >50K
22, Private, HS-grad, Divorced, Tech-support, Own-child, White, Female,0,0,40, El-Salvador, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Iran, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, Iran, >50K
34, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Ecuador, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
26, Private, HS-grad, Married-spouse-absent, Adm-clerical, Wife, White, Female,0,0,40, Hong, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,60, Greece, <=50K
41, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,1977,50, Honduras, >50K
