34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
29, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Mexico, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,2257,40, United-States, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,10425,0,40, United-States, >50K
37, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
51, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,2001,58, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,54, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, Assoc-voc, Separated, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
63, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
64, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-inc, Assoc-voc, Widowed, Other-service, Wife, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Vietnam, <=50K
47, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
64, Private, Masters, Divorced, Sales, Not-in-family, White, Male,3982,0,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, Haiti, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
38, Self-emp-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,7687,0,50, United-States, >50K
42, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, Federal-gov, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,37, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
33, Private, 11th, Divorced, Adm-clerical, Wife, White, Female,0,0,34, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Laos, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,27732,0,37, United-States, >50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,45, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, Philippines, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,15, Ireland, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
54, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,1740,50, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Philippines, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,82, United-States, <=50K
37, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,3461,50, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
40, Local-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,60, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,82, United-States, <=50K
22, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1902,50, United-States, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
39, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
25, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
49, Private, Assoc-voc, Widowed, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, Mexico, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,3103,0,40, United-States, >50K
72, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,14083,0,50, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
54, Private, HS-grad, Divorced, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1657,40, United-States, >50K
38, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Thailand, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States, >50K
36, Local-gov, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Separated, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1871,50, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1975,35, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,70, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
64, State-gov, Doctorate, Widowed, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
59, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Never-married, Farming-fishing, Wife, White, Female,0,0,40, United-States, >50K
22, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,2889,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
65, Local-gov, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,0,3255,40, United-States, <=50K
62, Private, HS-grad, Widowed, Sales, Own-child, White, Male,0,0,40, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,14083,0,20, United-States, >50K
24, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,2322,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,4709,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Wife, White, Male,1392,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
41, Local-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
43, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,25, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, >50K
22, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
19, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,34, United-States, <=50K
28, Private, HS-grad, Separated, Adm-clerical, Own-child, Black, Female,0,0,45, England, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,71, United-States, >50K
37, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,20, United-States, <=50K
73, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
28, State-gov, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, China, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Italy, <=50K
20, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,6381,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
40, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
55, Private, Some-college, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, China, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,4379,0,50, United-States, >50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,75, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Mexico, <=50K
23, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
46, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, Black, Male,0,0,30, United-States, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Poland, >50K
30, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
22, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,1485,32, United-States, <=50K
51, Private, Some-college, Divorced, Craft-repair, Wife, White, Male,0,0,32, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, Italy, >50K
31, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,54, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Divorced, Sales, Own-child, Black, Female,0,0,32, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,12, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,60, United-States, >50K
35, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
42, Local-gov, Bachelors, Separated, Exec-managerial, Wife, Other, Female,0,0,40, United-States, <=50K
