62, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, >50K
36, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,6, United-States, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
69, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,35, Yugoslavia, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,30, United-States, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Masters, Divorced, Sales, Husband, White, Male,0,1886,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,10520,0,50, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,10, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
74, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
73, Private, 5th-6th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,37, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,48, Mexico, <=50K
48, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
73, Self-emp-not-inc, 7th-8th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Philippines, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Mexico, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
58, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
34, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Priv-house-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Mexico, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,88, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,14065,0,48, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
57, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
30, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Other-service, Wife, White, Male,0,0,16, United-States, <=50K
43, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
28, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,36, United-States, <=50K
49, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,4556,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,1977,46, United-States, <=50K
44, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
47, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
81, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Other-relative, White, Male,0,0,30, United-States, <=50K
34, Private, Preschool, Never-married, Tech-support, Unmarried, Other, Male,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Widowed, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3468,0,16, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
48, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,7966,0,40, United-States, >50K
23, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7366,0,40, United-States, >50K
43, Local-gov, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
26, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
34, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,2611,0,40, United-States, <=50K
18, Local-gov, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, Bachelors, Divorced, Other-service, Husband, White, Male,4083,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
58, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
64, State-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Other, Male,0,0,10, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
48, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,16, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,54, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, >50K
30, Private, 9th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,48, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, >50K
44, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K
64, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,82, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Female,0,0,16, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,7687,0,35, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,1741,10, United-States, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,38, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,1977,40, Iran, <=50K
54, Private, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1902,34, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7145,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, United-States, <=50K
47, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,13, Yugoslavia, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Canada, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
69, Private, Some-college, Widowed, Tech-support, Wife, White, Male,0,0,30, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,48, India, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,50, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,55, United-States, <=50K
25, Private, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
64, State-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,2010,45, United-States, >50K
46, Federal-gov, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
43, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, >50K
49, State-gov, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, >50K
27, Private, 5th-6th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,25, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,46, United-States, >50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
35, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,25, United-States, <=50K
38, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35, Poland, <=50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Private, 11th, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,52, United-States, >50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Separated, Exec-managerial, Wife, Black, Male,0,0,30, United-States, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
42, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,3103,0,40, Jamaica, >50K
46, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,1902,40, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,1902,50, United-States, >50K
30, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
60, Self-emp-inc, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Cuba, >50K
46, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, United-States, >50K
21, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
57, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,52, United-States, >50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
