34, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Ecuador, <=50K
69, Federal-gov, 10th, Separated, Farming-fishing, Not-in-family, White, Male,0,0,25, Iran, <=50K
37, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,43, Peru, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, South, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,65, Outlying-US(Guam-USVI-etc), >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Hong, <=50K
20, Private, Some-college, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, Hong, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Iran, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, Nicaragua, <=50K
19, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
48, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
46, State-gov, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,7687,0,35, United-States, >50K
51, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,50, Jamaica, >50K
27, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
44, Private, Assoc-acdm, Married-spouse-absent, Handlers-cleaners, Own-child, Black, Female,0,0,40, India, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, >50K
52, Private, 5th-6th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, South, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,44, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
39, Private, HS-grad, Married-spouse-absent, Sales, Own-child, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, Japan, <=50K
48, Local-gov, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Japan, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, South, >50K
47, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,24, Honduras, <=50K
62, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
48, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Jamaica, >50K
22, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,30, Poland, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,99, Thailand, >50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1899,40, England, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,1977,15, Taiwan, >50K
39, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
54, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, >50K
29, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Female,3908,0,40, Iran, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
54, State-gov, Doctorate, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,10, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
57, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Honduras, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,50, Hungary, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
32, Private, HS-grad, Separated, Adm-clerical, Unmarried, Other, Male,0,0,40, Puerto-Rico, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Japan, <=50K
34, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1888,38, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, India, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
23, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,60, Hong, >50K
42, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,3567,0,40, Philippines, >50K
54, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,2472,0,40, Canada, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Japan, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, >50K
44, State-gov, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, United-States, >50K
31, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
53, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,44689,0,50, Cambodia, >50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Scotland, >50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,3457,0,40, Haiti, >50K
44, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Male,15024,0,40, Mexico, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,1585,74, Portugal, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, Japan, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Taiwan, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,17, Laos, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,94, Columbia, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Holand-Netherlands, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
25, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Italy, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Laos, <=50K
44, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
19, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Honduras, <=50K
39, Private, Bachelors, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Other, Male,0,0,25, India, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, India, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, India, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,54, Honduras, <=50K
59, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,8187,0,60, Portugal, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Jamaica, >50K
38, Private, Bachelors, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,15, Vietnam, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male,3908,0,50, China, <=50K
26, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Thailand, <=50K
29, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
