27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,13655,0,50, Dominican-Republic, >50K
36, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, India, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,60, Cuba, >50K
29, Private, 10th, Never-married, Tech-support, Not-in-family, Other, Female,0,0,48, Jamaica, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, South, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
35, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
56, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,8, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,15, South, <=50K
61, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,27, Greece, <=50K
41, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
21, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Jamaica, <=50K
48, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, France, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, France, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,2169,45, Ireland, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, Laos, <=50K
37, Private, 1st-4th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,12285,0,40, Japan, >50K
71, Private, Bachelors, Divorced, Farming-fishing, Wife, Other, Female,0,0,15, Ecuador, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3007,0,40, Taiwan, >50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
48, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
39, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, South, >50K
44, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,30, Iran, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,2573,0,50, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,57, Columbia, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, China, >50K
26, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
36, Local-gov, HS-grad, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
38, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Greece, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Thailand, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,5178,0,43, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,60, Taiwan, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, South, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Scotland, >50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,10, France, <=50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,5013,0,78, Columbia, >50K
33, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, Other, Male,0,0,50, Jamaica, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Other, Male,7298,0,45, Thailand, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Poland, <=50K
20, Private, Masters, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
33, Self-emp-not-inc, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Female,0,0,40, Thailand, <=50K
51, Private, HS-grad, Widowed, Sales, Husband, Black, Female,0,0,12, England, <=50K
34, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Taiwan, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
37, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
38, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
37, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,60, Germany, <=50K
57, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,20, Portugal, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,35, Taiwan, <=50K
71, Private, Preschool, Widowed, Machine-op-inspct, Not-in-family, Other, Male,0,0,10, Nicaragua, <=50K
35, Private, Doctorate, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, Poland, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,38, Scotland, <=50K
28, Private, Masters, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
42, Private, Assoc-acdm, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, China, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Portugal, <=50K
58, Private, Assoc-voc, Divorced, Adm-clerical, Husband, Other, Female,0,0,20, Nicaragua, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
35, Private, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,65, Japan, <=50K
24, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,54, Taiwan, <=50K
56, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, El-Salvador, >50K
61, State-gov, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
42, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,20, Nicaragua, >50K
23, Private, HS-grad, Never-married, Other-service, Wife, Black, Female,0,0,20, Italy, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,30, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
59, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Ireland, >50K
35, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hong, <=50K
52, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Jamaica, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,70, Haiti, <=50K
63, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, >50K
51, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,32, Dominican-Republic, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Italy, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,44, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Japan, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
65, State-gov, Some-college, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
21, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, >50K
23, Private, 11th, Never-married, Craft-repair, Husband, White, Female,0,0,26, Cuba, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, Vietnam, <=50K
42, Private, Assoc-voc, Never-married, Farming-fishing, Other-relative, Black, Female,0,0,70, Honduras, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,38, Peru, <=50K
30, Self-emp-not-inc, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,76, Italy, >50K
62, Private, 5th-6th, Divorced, Transport-moving, Wife, White, Male,0,0,34, Outlying-US(Guam-USVI-etc), <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Ecuador, <=50K
46, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Other, Male,0,0,35, Portugal, >50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,50, Iran, <=50K
24, Private, 10th, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Iran, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Peru, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
74, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,40, Guatemala, >50K
46, Private, Some-college, Never-married, Sales, Husband, White, Male,0,1979,40, El-Salvador, <=50K
24, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,20, India, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,38, Mexico, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Puerto-Rico, >50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,30, Peru, <=50K
43, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
41, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Japan, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Peru, >50K
59, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Taiwan, >50K
26, Private, 11th, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, India, <=50K
53, Private, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Honduras, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,45, South, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
54, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,70, Canada, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,50, Hong, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,65, Guatemala, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Columbia, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Haiti, <=50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
37, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,35, Nicaragua, <=50K
47, Private, Some-college, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Trinadad&Tobago, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Iran, <=50K
24, Self-emp-inc, 5th-6th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, Puerto-Rico, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,65, Honduras, >50K
29, Private, HS-grad, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,38, Yugoslavia, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, Cambodia, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,38, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,40, Haiti, >50K
47, Local-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,40, Jamaica, >50K
40, Private, Some-college, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,35, Japan, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Canada, >50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
67, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Iran, <=50K
62, Local-gov, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, South, >50K
17, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Vietnam, <=50K
29, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Outlying-US(Guam-USVI-etc), >50K
33, Self-emp-not-inc, 11th, Divorced, Craft-repair, Own-child, Other, Female,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,45, Germany, >50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,54, Jamaica, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,50, Nicaragua, >50K
64, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
50, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Peru, <=50K
41, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Ireland, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,4795,0,40, Columbia, >50K
27, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
56, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,45, Scotland, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, India, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, Iran, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
42, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,60, Guatemala, <=50K
31, Private, Bachelors, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
34, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,53, Columbia, >50K
58, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Other, Male,0,0,29, Honduras, <=50K
27, Private, 12th, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1977,40, Hong, <=50K
32, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,3085,0,45, Guatemala, <=50K
70, State-gov, 9th, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,8, Laos, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, South, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
27, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,1740,35, India, <=50K
22, Private, Bachelors, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
