66, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
49, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,52, Yugoslavia, <=50K
25, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Ecuador, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
63, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, Dominican-Republic, <=50K
71, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Germany, <=50K
35, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, Canada, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Canada, >50K
50, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,12, Thailand, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,7687,0,40, Scotland, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, El-Salvador, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,40, Germany, >50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Guatemala, <=50K
34, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, Ecuador, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,1902,43, Dominican-Republic, <=50K
22, Self-emp-inc, Preschool, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Nicaragua, <=50K
31, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Japan, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Japan, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
60, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
57, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
55, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,80, England, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Hong, <=50K
28, Local-gov, HS-grad, Widowed, Other-service, Husband, Asian-Pac-Islander, Male,0,0,25, Nicaragua, <=50K
36, Self-emp-not-inc, Assoc-voc, Widowed, Prof-specialty, Wife, White, Male,0,0,50, Japan, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,25, Honduras, <=50K
55, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,16, Yugoslavia, <=50K
70, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,5265,0,40, Cuba, >50K
73, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, Ecuador, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, Hungary, <=50K
19, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Dominican-Republic, >50K
37, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Italy, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
33, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Taiwan, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,16, Trinadad&Tobago, <=50K
42, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,8996,0,40, Dominican-Republic, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Canada, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,10, Yugoslavia, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Thailand, >50K
25, Private, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
19, Private, Masters, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, Portugal, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, <=50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Jamaica, <=50K
40, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
35, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, France, <=50K
68, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,36, Germany, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,7687,0,40, Iran, >50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Jamaica, <=50K
23, Private, 10th, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,15, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
53, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,40,, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,16, Nicaragua, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Cuba, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,30, Hong, <=50K
45, State-gov, 9th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,50, Guatemala, <=50K
32, Private, Some-college, Widowed, Sales, Husband, White, Female,0,0,35, England, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, France, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, Guatemala, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,30, Japan, <=50K
33, Local-gov, Some-college, Divorced, Sales, Own-child, White, Male,0,0,40, Poland, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, India, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, India, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, Haiti, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Thailand, <=50K
59, Private, 9th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,52, Japan, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Greece, <=50K
61, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,7298,0,40, Dominican-Republic, <=50K
31, Private, Some-college, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Canada, >50K
26, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Thailand, >50K
33, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, Canada, <=50K
36, Self-emp-not-inc, 12th, Divorced, Craft-repair, Other-relative, White, Female,0,0,30, United-States, <=50K
51, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Ireland, <=50K
30, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Portugal, <=50K
43, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,45, Peru, <=50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
38, Private, Some-college, Separated, Prof-specialty, Wife, White, Male,0,0,60, Iran, >50K
26, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, Iran, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Italy, <=50K
19, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,20, Yugoslavia, <=50K
33, Local-gov, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Italy, <=50K
19, Local-gov, 9th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Portugal, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Black, Female,0,0,35, Philippines, <=50K
29, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,8659,0,45, France, >50K
31, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, Japan, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1898,40, Trinadad&Tobago, >50K
49, Private, Bachelors, Married-AF-spouse, Tech-support, Husband, White, Female,0,1902,40, Iran, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,54, Jamaica, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Thailand, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Columbia, <=50K
29, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,25, Cuba, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, Ecuador, <=50K
39, Private, 12th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, Poland, >50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
25, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Haiti, <=50K
37, Private, 7th-8th, Never-married, Adm-clerical, Wife, White, Female,0,0,40, El-Salvador, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Columbia, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Vietnam, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,40, Thailand, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Japan, <=50K
48, Private, HS-grad, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,30, India, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Vietnam, <=50K
30, Without-pay, 11th, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Japan, <=50K
52, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1899,40, Trinadad&Tobago, >50K
18, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,20, Guatemala, <=50K
61, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, China, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Honduras, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Cuba, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,52, France, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, China, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,10334,0,44, Cambodia, >50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, Cambodia, <=50K
38, Federal-gov, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,70, South, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1869,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Mexico, <=50K
70, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
25, Private, Bachelors, Never-married, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, Columbia, <=50K
35, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Jamaica, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Taiwan, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,8, Japan, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,13658,0,43, India, >50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,33, Hong, <=50K
50, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,16, Puerto-Rico, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
26, Private, 1st-4th, Divorced, Exec-managerial, Not-in-family, White, Male,2174,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Scotland, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Jamaica, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, India, <=50K
29, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,40, Honduras, <=50K
59, Private, HS-grad, Married-spouse-absent, Transport-moving, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
39, Local-gov, 12th, Divorced, Sales, Husband, White, Female,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, South, <=50K
22, Private, 9th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,7687,0,40, Honduras, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,20, Nicaragua, <=50K
24, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,20, Mexico, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Italy, <=50K
64, Self-emp-not-inc, 10th, Divorced, Craft-repair, Unmarried, White, Male,0,0,15, Scotland, <=50K
43, Private, Assoc-voc, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Sales, Other-relative, White, Female,0,0,40, Hong, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,75, United-States, >50K
39, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,43, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Philippines, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Italy, >50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, Italy, >50K
21, Private, Doctorate, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Scotland, <=50K
24, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Iran, <=50K
61, Local-gov, HS-grad, Widowed, Sales, Husband, White, Male,0,0,60, Mexico, <=50K
65, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, Yugoslavia, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Female,0,0,20, Philippines, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Germany, <=50K
34, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Thailand, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Ecuador, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,1889,40, Philippines, <=50K
47, Self-emp-not-inc, Some-college, Widowed, Other-service, Unmarried, Black, Male,0,0,35, Italy, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Jamaica, <=50K
17, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,15, Peru, <=50K
58, Self-emp-not-inc, Assoc-voc, Widowed, Sales, Unmarried, White, Female,0,0,40, Vietnam, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Portugal, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, Nicaragua, <=50K
23, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45, Italy, <=50K
46, Local-gov, Assoc-acdm, Divorced, Sales, Husband, White, Male,0,0,50, England, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
59, Self-emp-not-inc, Bachelors, Widowed, Sales, Not-in-family, White, Male,0,0,60, Jamaica, >50K
22, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Peru, <=50K
43, State-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,55, Germany, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Columbia, <=50K
24, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
70, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
55, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Honduras, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, Portugal, <=50K
41, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,7298,0,40, China, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,7687,0,40, Cambodia, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1926,40, Taiwan, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,40, Scotland, >50K
18, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, Poland, <=50K
66, Private, Masters, Widowed, Sales, Husband, White, Male,0,0,60, Vietnam, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,11918,0,45, United-States, <=50K
43, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,38, Portugal, <=50K
39, Private, 9th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,35, South, <=50K
33, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,50, Vietnam, <=50K
30, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
39, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, France, <=50K
35, Private, Some-college, Widowed, Adm-clerical, Husband, White, Male,0,0,40, Nicaragua, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,42, Poland, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, India, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Other-relative, White, Female,0,0,35, Cambodia, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Portugal, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Japan, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
30, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,13844,0,45, Cambodia, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Thailand, >50K
73, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,30, United-States, <=50K
59, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,3281,0,40, Portugal, >50K
34, Private, Prof-school, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Trinadad&Tobago, <=50K
42, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Germany, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Canada, >50K
28, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,40, Jamaica, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,38, Guatemala, >50K
41, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,20, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Cuba, <=50K
35, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
70, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, Cuba, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
35, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
