45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,72, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
53, Local-gov, Bachelors, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Yugoslavia, >50K
59, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Ecuador, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, Jamaica, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Other, Female,0,0,35, China, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,48, Dominican-Republic, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,44, Germany, >50K
29, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, Black, Female,0,0,15, Cambodia, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
60, State-gov, Some-college, Separated, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Thailand, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,35, Puerto-Rico, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,3125,0,60, El-Salvador, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
53, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
79, Local-gov, 7th-8th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,10, Japan, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, Japan, >50K
42, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
46, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Poland, >50K
58, Federal-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Female,0,1597,40, Hong, <=50K
52, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
28, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
51, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
52, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
24, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, Cuba, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,45, Dominican-Republic, >50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, India, >50K
29, Private, Some-college, Divorced, Sales, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
31, Self-emp-inc, 11th, Never-married, Tech-support, Not-in-family, Other, Female,0,0,52, Jamaica, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Jamaica, <=50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, South, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
26, Private, 11th, Never-married, Craft-repair, Own-child, Other, Female,0,0,30, Ecuador, <=50K
44, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,38, Canada, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Yugoslavia, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,43, Taiwan, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
43, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Haiti, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
47, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Italy, <=50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,6723,0,60, India, >50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, France, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, Germany, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,15024,0,40, Ireland, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, Japan, <=50K
25, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, Columbia, <=50K
25, Private, Doctorate, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,3103,0,45, Japan, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,35, Ecuador, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, South, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
26, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,80, South, >50K
48, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
39, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Honduras, >50K
46, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,16, Iran, <=50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,44, Trinadad&Tobago, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, China, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,33867,0,55, Hong, >50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,15, South, <=50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, >50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3604,0,45, Greece, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,3265,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,25, South, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,59, Taiwan, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
17, Private, 11th, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, South, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, France, >50K
48, Local-gov, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Male,0,0,60, China, >50K
37, Federal-gov, Assoc-acdm, Divorced, Sales, Unmarried, Black, Female,0,0,50, Jamaica, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Taiwan, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,34, Poland, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
28, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Thailand, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,8, England, <=50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3704,0,40, Guatemala, >50K
22, Self-emp-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,48, Thailand, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Taiwan, <=50K
38, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,25, Germany, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,2195,0,40, Thailand, <=50K
30, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, Other, Female,0,0,30, Nicaragua, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Scotland, <=50K
44, Private, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Philippines, >50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
32, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
63, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,39, Portugal, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Nicaragua, <=50K
30, State-gov, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,30, India, <=50K
28, Private, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Japan, <=50K
33, Local-gov, 7th-8th, Never-married, Other-service, Wife, White, Female,0,0,25, Taiwan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,24, El-Salvador, <=50K
28, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,4251,0,40, Nicaragua, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, Italy, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, >50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Guatemala, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,20, Ireland, >50K
46, Local-gov, 11th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,81, Hong, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Japan, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Peru, >50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
58, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,17, Jamaica, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, Italy, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Japan, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,38, India, <=50K
62, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Cuba, >50K
47, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Vietnam, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Honduras, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,52, Philippines, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,70, Peru, <=50K
37, Private, HS-grad, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,4745,0,45, India, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,45, Ecuador, <=50K
33, Private, HS-grad, Separated, Protective-serv, Unmarried, Other, Male,0,0,38, Portugal, <=50K
43, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Female,0,0,40, India, <=50K
35, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,40, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1988,40, South, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
28, Local-gov, Assoc-acdm, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1902,40, India, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Puerto-Rico, <=50K
32, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Ecuador, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
43, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
53, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1620,40, Honduras, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
21, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,30, Yugoslavia, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
55, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,60, Honduras, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Trinadad&Tobago, >50K
66, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3576,0,20, Guatemala, <=50K
28, Private, Some-college, Divorced, Sales, Own-child, Other, Female,0,0,40, Columbia, <=50K
41, Private, Some-college, Married-spouse-absent, Other-service, Wife, Black, Female,0,0,33, Haiti, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Yugoslavia, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Nicaragua, >50K
29, Private, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,44, Iran, <=50K
26, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
43, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
51, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,40, Yugoslavia, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,4634,0,40, Jamaica, >50K
35, Private, Some-college, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,20, Japan, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Scotland, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,0,0,25, Scotland, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,30, Iran, <=50K
27, Local-gov, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Ecuador, <=50K
36, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, South, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
57, Federal-gov, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
22, State-gov, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,18, Jamaica, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,54, Greece, >50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,4074,0,50, Italy, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Mexico, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,25, Ireland, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, China, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Greece, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, South, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, India, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, Ireland, <=50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Guatemala, <=50K
38, Self-emp-not-inc, Bachelors, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,60, India, >50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Honduras, <=50K
21, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, Honduras, <=50K
31, Local-gov, Some-college, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,35, Greece, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,48, Mexico, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, South, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,52, India, <=50K
34, Private, Bachelors, Married-spouse-absent, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
62, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Haiti, >50K
39, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,65, Ireland, <=50K
