21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,27, Nicaragua, <=50K
19, Local-gov, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Japan, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,5211,0,40, Japan, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
36, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
52, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,54, Poland, >50K
45, Federal-gov, 7th-8th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Hong, <=50K
19, Local-gov, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,25, Nicaragua, <=50K
19, Private, 5th-6th, Separated, Other-service, Unmarried, Black, Male,0,0,40, Japan, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Honduras, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,1902,40, Yugoslavia, <=50K
42, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Cuba, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Ecuador, <=50K
22, Private, 9th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, India, <=50K
63, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Female,5013,0,60, Outlying-US(Guam-USVI-etc), >50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
30, Private, 10th, Never-married, Tech-support, Own-child, Other, Female,0,0,25, Jamaica, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
19, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Taiwan, >50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,44, Thailand, <=50K
36, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Canada, >50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,45, Yugoslavia, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Poland, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,3110,0,40, Puerto-Rico, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, Jamaica, <=50K
38, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
44, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,25, France, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Japan, >50K
28, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Jamaica, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,45, Ecuador, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Germany, >50K
25, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, South, >50K
17, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, Canada, <=50K
53, Private, Some-college, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,54, Ireland, >50K
21, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, Trinadad&Tobago, <=50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,80, China, >50K
32, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,10, Guatemala, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,55, Guatemala, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Trinadad&Tobago, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
26, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
26, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,25, Scotland, <=50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,35, France, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,40, China, <=50K
46, Federal-gov, 1st-4th, Divorced, Sales, Not-in-family, Black, Female,0,0,16, Jamaica, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,45, Thailand, >50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,45, Portugal, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Ireland, >50K
24, Self-emp-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Thailand, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,54, England, <=50K
32, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
41, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1902,40, Thailand, <=50K
27, Without-pay, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, El-Salvador, <=50K
54, Private, HS-grad, Widowed, Sales, Husband, Black, Male,0,0,40, Greece, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,60, Puerto-Rico, <=50K
27, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
35, Private, Masters, Separated, Exec-managerial, Not-in-family, Other, Male,0,1902,50, Outlying-US(Guam-USVI-etc), <=50K
65, Private, Doctorate, Widowed, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,20, Scotland, <=50K
43, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
22, Private, 5th-6th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Thailand, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Portugal, <=50K
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,7298,0,20, Outlying-US(Guam-USVI-etc), <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
44, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
24, Local-gov, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,35, Thailand, <=50K
66, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, El-Salvador, >50K
22, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
42, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
45, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Italy, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,7298,0,70, Hungary, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Peru, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Columbia, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, Haiti, >50K
68, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Italy, >50K
36, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Hong, <=50K
42, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,60, Japan, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Peru, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Jamaica, >50K
27, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
29, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1841,32, Dominican-Republic, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,42, Hong, <=50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Italy, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,2175,0,40, Trinadad&Tobago, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Laos, <=50K
45, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Peru, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, India, >50K
31, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Cuba, <=50K
68, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
55, Private, 9th, Widowed, Farming-fishing, Unmarried, Black, Female,0,0,40, Honduras, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, Jamaica, >50K
34, Private, 9th, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, Peru, >50K
50, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1977,40, Vietnam, >50K
24, Private, Preschool, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,35, India, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Ecuador, <=50K
41, Private, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,48, Portugal, >50K
46, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Male,0,0,40, Iran, <=50K
52, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Iran, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, South, <=50K
33, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Peru, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,50, Guatemala, <=50K
46, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
27, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,35, India, <=50K
56, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, >50K
46, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Scotland, >50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,4568,0,40, Philippines, >50K
30, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Thailand, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Ecuador, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,71, Philippines, >50K
24, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Thailand, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Iran, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
47, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Yugoslavia, >50K
32, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, Guatemala, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,1977,50, Columbia, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,60, Haiti, >50K
26, Private, Some-college, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
54, Private, Bachelors, Separated, Craft-repair, Not-in-family, Black, Male,0,0,54, Nicaragua, <=50K
42, Private, Masters, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Iran, <=50K
55, Self-emp-not-inc, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
64, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,97739,0,50, Yugoslavia, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Italy, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cambodia, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Haiti, <=50K
66, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,15, Japan, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Laos, >50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,14697,0,40, Canada, >50K
50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,45, Scotland, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, South, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,30, Iran, <=50K
54, Local-gov, 11th, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,20, Ecuador, <=50K
34, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Taiwan, >50K
24, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
45, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Cambodia, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,10, Peru, <=50K
68, State-gov, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,10, Japan, <=50K
39, Private, HS-grad, Divorced, Other-service, Own-child, Other, Female,0,0,40, Greece, >50K
56, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,54, Italy, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Philippines, <=50K
48, Private, 12th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,45, Ireland, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, China, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
40, Private, Assoc-acdm, Separated, Exec-managerial, Unmarried, Black, Male,0,0,40, South, >50K
23, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, India, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Ireland, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
45, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Guatemala, <=50K
29, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
51, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,7927,0,54, Honduras, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1962,40, Honduras, <=50K
28, Private, Some-college, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
31, Private, Some-college, Divorced, Craft-repair, Own-child, Other, Male,0,0,44, Greece, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Taiwan, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, India, <=50K
28, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1977,40, Haiti, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,50, Ireland, <=50K
