48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,45, Dominican-Republic, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Philippines, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Italy, >50K
55, Private, 5th-6th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Peru, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,30, Ecuador, <=50K
56, Private, HS-grad, Widowed, Protective-serv, Unmarried, Other, Male,0,0,30, Portugal, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Iran, <=50K
26, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,30, Iran, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, South, <=50K
38, Private, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Mexico, >50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, Guatemala, <=50K
76, Private, Some-college, Widowed, Sales, Husband, White, Male,3146,0,25, El-Salvador, <=50K
62, Federal-gov, 11th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
35, Private, Bachelors, Divorced, Sales, Husband, Black, Male,0,0,50, Mexico, >50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Puerto-Rico, >50K
32, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Philippines, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, Ecuador, <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Peru, >50K
23, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
50, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
22, Private, Some-college, Never-married, Transport-moving, Unmarried, Other, Male,0,0,35, South, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Yugoslavia, >50K
62, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, Honduras, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Trinadad&Tobago, <=50K
49, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,0,0,40, Guatemala, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,50, Columbia, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Haiti, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,70, Nicaragua, <=50K
63, Private, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,50, Iran, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,4759,0,40, Puerto-Rico, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,1977,40, Yugoslavia, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1881,80, Laos, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, Haiti, <=50K
41, Local-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,40, Jamaica, >50K
23, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Canada, >50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,7687,0,45, South, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,45, Iran, <=50K
41, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Ecuador, >50K
40, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, South, >50K
41, Private, Some-college, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,12, Vietnam, <=50K
33, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,17, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, Greece, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Italy, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,15, Nicaragua, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1977,40, Iran, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Peru, <=50K
46, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Ireland, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, China, <=50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
33, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Scotland, >50K
21, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,25360,0,40, India, >50K
30, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,50, Iran, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Hong, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Guatemala, <=50K
27, Self-emp-inc, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, <=50K
69, Local-gov, 10th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,15, Columbia, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,50, Honduras, >50K
33, Private, 5th-6th, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,21, Honduras, <=50K
50, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Greece, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,43, Mexico, >50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,15024,0,50, South, >50K
54, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, India, <=50K
70, Private, 9th, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5314,0,40, Yugoslavia, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Male,0,0,30, Ireland, <=50K
