37, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
41, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Scotland, <=50K
52, State-gov, HS-grad, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,35, Iran, <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Own-child, Other, Female,0,0,65, India, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Peru, >50K
29, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
23, Private, 11th, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Mexico, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
43, Private, Assoc-voc, Widowed, Other-service, Unmarried, White, Male,0,1648,45, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Honduras, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
22, Private, Assoc-acdm, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,40, Haiti, >50K
50, Self-emp-not-inc, 7th-8th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, Italy, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3119,0,15, Dominican-Republic, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Yugoslavia, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,17, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,54, United-States, >50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
53, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Nicaragua, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, Poland, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,24, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,43, France, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,45, United-States, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Iran, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,7298,0,60, Honduras, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, South, <=50K
51, Private, Assoc-acdm, Never-married, Craft-repair, Wife, White, Female,0,0,50, United-States, >50K
33, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Cuba, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hong, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,8, United-States, <=50K
45, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1956,35, United-States, >50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4823,0,40, Ecuador, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,38, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,40, Scotland, >50K
39, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Laos, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1886,36, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, >50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, Scotland, >50K
33, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Male,2606,0,40, El-Salvador, <=50K
27, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Husband, White, Male,4236,0,40, Mexico, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, South, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,3412,0,45, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,7687,0,40, Ireland, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
23, Private, 1st-4th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,1738,54, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
44, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
34, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
24, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,10, Scotland, <=50K
31, Local-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, France, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, South, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,2253,78, United-States, >50K
35, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1948,60, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, Guatemala, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,45, Haiti, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,13506,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1918,50, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,20, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,7298,0,98, United-States, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
53, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4152,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1656,45, Hungary, >50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
24, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
76, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,12, South, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Laos, <=50K
27, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,4409,0,15, United-States, >50K
31, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,13, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Italy, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7687,0,70, United-States, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,9378,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Vietnam, >50K
31, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany, <=50K
39, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,14265,0,55, United-States, >50K
40, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
40, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
38, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Male,7298,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, Yugoslavia, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
31, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,1886,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,67, United-States, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,4413,0,38, Cuba, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Iran, >50K
24, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,45, United-States, <=50K
58, Federal-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cambodia, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,50, United-States, >50K
65, State-gov, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,8, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, Poland, <=50K
35, Private, Assoc-acdm, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,54, United-States, <=50K
30, Local-gov, Doctorate, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
69, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2207,10, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, El-Salvador, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
23, Private, Bachelors, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
37, Private, 12th, Divorced, Other-service, Own-child, Black, Female,0,0,16, England, <=50K
42, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,70, United-States, >50K
39, Private, Doctorate, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
60, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
36, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1897,45, England, >50K
24, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,15, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,7687,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,26, United-States, <=50K
30, Private, 7th-8th, Never-married, Craft-repair, Own-child, Black, Female,0,0,45, Iran, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,1, Canada, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
