19, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
47, Local-gov, 12th, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Columbia, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Japan, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Ecuador, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Taiwan, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Cuba, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
19, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Canada, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,54, Dominican-Republic, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Honduras, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,50, Ireland, >50K
33, Private, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,16, Trinadad&Tobago, <=50K
41, Private, HS-grad, Divorced, Tech-support, Husband, White, Female,0,0,40, Columbia, <=50K
21, Private, Masters, Never-married, Other-service, Wife, Black, Female,0,1886,15, China, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Hong, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,25, Guatemala, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,43, Guatemala, <=50K
22, Private, Prof-school, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,45, China, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, Taiwan, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Trinadad&Tobago, >50K
32, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, Scotland, >50K
24, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, France, >50K
37, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, China, >50K
60, Federal-gov, Assoc-acdm, Divorced, Sales, Husband, White, Male,15024,0,50, Jamaica, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,50, Thailand, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,25, Portugal, <=50K
34, Private, Prof-school, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, Thailand, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, England, <=50K
65, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
32, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Thailand, <=50K
57, Without-pay, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Guatemala, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,10, El-Salvador, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, Greece, <=50K
78, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Puerto-Rico, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,70, Trinadad&Tobago, >50K
36, Private, Some-college, Separated, Craft-repair, Other-relative, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, Portugal, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,3572,0,40, South, <=50K
49, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, Philippines, <=50K
26, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,98, Trinadad&Tobago, >50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, China, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Portugal, <=50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
21, State-gov, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, India, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
45, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Thailand, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
56, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
18, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,10, Germany, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,27, Italy, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
41, Private, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Peru, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Columbia, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Haiti, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,15024,0,50, Italy, >50K
41, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Hong, <=50K
60, Federal-gov, 9th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,38, Peru, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Columbia, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,30, Jamaica, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Haiti, <=50K
40, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Haiti, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Female,0,0,38, Dominican-Republic, <=50K
54, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Hong, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,1976,35, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Laos, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Peru, <=50K
53, State-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Thailand, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
49, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, India, >50K
60, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,30, Vietnam, <=50K
21, Private, 12th, Never-married, Other-service, Unmarried, White, Female,0,0,20, Honduras, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Philippines, <=50K
27, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,38, Jamaica, >50K
35, Private, Assoc-acdm, Divorced, Transport-moving, Wife, White, Male,3111,0,40, Philippines, >50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, Vietnam, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Iran, <=50K
87, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,35, Ecuador, >50K
45, Private, HS-grad, Never-married, Sales, Own-child, White, Male,7298,0,45, Puerto-Rico, >50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,16, Iran, <=50K
64, Local-gov, 10th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,30, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, <=50K
48, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, Peru, >50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2141,0,41, Nicaragua, >50K
38, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,1902,40, Guatemala, >50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
26, Local-gov, 5th-6th, Never-married, Craft-repair, Unmarried, White, Male,0,1902,40, India, <=50K
52, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, >50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Philippines, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,4650,0,40, Thailand, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Philippines, >50K
47, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Thailand, >50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Iran, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1818,0,40, Hong, >50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, South, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Yugoslavia, >50K
40, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Husband, Black, Male,0,0,30, Canada, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,15024,0,45, Honduras, >50K
60, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
52, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Columbia, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, Haiti, <=50K
24, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,35, Yugoslavia, <=50K
29, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Nicaragua, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,32, Iran, <=50K
23, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Scotland, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Honduras, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
23, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,30, Cambodia, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
21, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Haiti, <=50K
64, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,40, Laos, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,3439,0,45, Canada, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Scotland, <=50K
25, Private, Some-college, Never-married, Craft-repair, Wife, Black, Female,0,0,30, South, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Iran, <=50K
44, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, Ecuador, >50K
52, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, >50K
23, Private, Some-college, Never-married, Protective-serv, Wife, Black, Female,0,0,35, Vietnam, <=50K
50, Federal-gov, Prof-school, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,76, Cambodia, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7687,0,48, Peru, >50K
23, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Japan, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Greece, >50K
76, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Italy, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Ireland, <=50K
63, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,6686,0,40, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
23, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Ireland, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,15024,0,60, China, >50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K
47, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,7687,0,42, Taiwan, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Taiwan, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Ireland, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Hungary, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, Guatemala, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Husband, Black, Male,0,0,45, India, <=50K
28, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
68, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Male,3307,0,20, Honduras, >50K
18, Private, 11th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Honduras, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1902,15, Hong, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, Guatemala, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, >50K
44, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,43, Scotland, >50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
37, Private, Bachelors, Separated, Craft-repair, Wife, Black, Male,0,0,40, Taiwan, <=50K
46, Private, 9th, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,35, Yugoslavia, <=50K
65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Haiti, >50K
37, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,38, Ireland, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
40, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,30, Portugal, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Poland, >50K
43, Local-gov, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
29, Private, Masters, Never-married, Tech-support, Not-in-family, Other, Female,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,50, Poland, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,36, South, <=50K
64, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,15024,0,50, Vietnam, >50K
46, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, El-Salvador, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Japan, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,7298,0,60, Iran, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Iran, >50K
28, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,20, Cambodia, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,10, Hong, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, Greece, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
