48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1947,50, Dominican-Republic, >50K
49, Self-emp-inc, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
73, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,6, Germany, <=50K
57, Private, HS-grad, Widowed, Adm-clerical, Husband, Black, Female,0,0,43, Cambodia, <=50K
90, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,40, Canada, >50K
38, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Thailand, <=50K
33, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Puerto-Rico, <=50K
66, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,54, El-Salvador, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Guatemala, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,40, Guatemala, >50K
42, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, >50K
27, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, Japan, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7405,0,35, Japan, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, Laos, <=50K
40, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Poland, >50K
23, Local-gov, 12th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
21, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Hong, <=50K
22, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, Jamaica, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
32, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,37, Ecuador, <=50K
37, Self-emp-inc, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, India, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
61, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,11649,0,40, Cuba, >50K
25, Self-emp-inc, 10th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,60, Jamaica, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Jamaica, >50K
28, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, South, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,41, Thailand, <=50K
38, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Canada, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
29, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, <=50K
32, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
33, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Guatemala, >50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Portugal, <=50K
69, Federal-gov, Some-college, Widowed, Adm-clerical, Wife, White, Male,0,0,7, Jamaica, <=50K
67, Private, 9th, Widowed, Adm-clerical, Husband, White, Male,7687,0,40, India, <=50K
76, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,32, France, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, Japan, >50K
61, Local-gov, 5th-6th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,42, Jamaica, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,13913,0,35, Ecuador, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
20, Private, Prof-school, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,53, Germany, <=50K
30, Private, 12th, Never-married, Adm-clerical, Unmarried, White, Female,5035,0,15, South, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,70, Canada, <=50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,43, Haiti, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,64, Ireland, >50K
38, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Trinadad&Tobago, <=50K
33, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,54, Thailand, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Columbia, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,54, Hong, >50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,20, Taiwan, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,45, Guatemala, >50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,50, Greece, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
24, Private, HS-grad, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Canada, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,48, El-Salvador, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, South, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,65, South, <=50K
31, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,14543,0,60, Scotland, >50K
36, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, France, >50K
42, Local-gov, 9th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, China, >50K
27, Federal-gov, 12th, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Other, Male,0,0,40, Taiwan, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,7687,0,40, Portugal, <=50K
38, Private, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Thailand, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,54, England, <=50K
43, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, Thailand, >50K
25, Self-emp-not-inc, Prof-school, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Taiwan, <=50K
37, Without-pay, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,72, Guatemala, <=50K
29, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,18, Ecuador, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,50, Germany, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,35, Taiwan, <=50K
59, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Bachelors, Separated, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,50, Scotland, <=50K
27, Private, Prof-school, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Peru, <=50K
90, Private, 7th-8th, Widowed, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,25, Taiwan, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Portugal, <=50K
54, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,7855,0,40, Outlying-US(Guam-USVI-etc), >50K
69, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, India, >50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
41, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,60, Taiwan, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,16, El-Salvador, <=50K
31, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Germany, <=50K
42, Local-gov, Masters, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,35, Italy, <=50K
31, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Other-relative, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, >50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,8, Guatemala, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
61, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Male,0,0,48, Ireland, >50K
21, Local-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Hong, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Japan, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Jamaica, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Female,0,0,40, Haiti, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, <=50K
67, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
54, Private, Doctorate, Divorced, Sales, Husband, Black, Female,0,0,50, Laos, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1972,45, Taiwan, <=50K
30, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,80, India, >50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
55, Private, 9th, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Honduras, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Philippines, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Italy, >50K
56, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Peru, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,30, Ecuador, <=50K
57, Private, HS-grad, Widowed, Protective-serv, Unmarried, Other, Male,0,0,25, Portugal, >50K
25, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, India, <=50K
27, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,30, Iran, <=50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, South, <=50K
39, Private, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
41, Self-emp-inc, Doctorate, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Mexico, >50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, Guatemala, <=50K
69, Private, Some-college, Widowed, Sales, Husband, White, Male,7298,0,30, El-Salvador, <=50K
62, Federal-gov, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Mexico, >50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Puerto-Rico, >50K
33, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Philippines, <=50K
48, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
21, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Ecuador, <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Peru, >50K
23, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
51, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
46, Private, Some-college, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
22, Private, Some-college, Never-married, Transport-moving, Wife, Other, Male,0,0,32, South, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, Yugoslavia, >50K
62, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, Honduras, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,27, Trinadad&Tobago, <=50K
50, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,0,0,40, Guatemala, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,50, Columbia, <=50K
36, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Haiti, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Separated, Craft-repair, Not-in-family, Black, Male,0,0,70, Nicaragua, <=50K
63, Private, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,50, Iran, <=50K
42, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,7687,0,40, Puerto-Rico, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1977,40, Yugoslavia, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1570,97, Mexico, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,48, Haiti, <=50K
42, Local-gov, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Jamaica, >50K
23, Private, Some-college, Never-married, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Canada, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,13086,0,45, South, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,45, Iran, <=50K
42, Private, 5th-6th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, >50K
41, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, South, >50K
43, Private, Some-college, Separated, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,12, Vietnam, <=50K
34, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,20, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, Greece, >50K
25, Private, 9th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Italy, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,16, Nicaragua, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1908,40, Iran, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Peru, <=50K
47, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Ireland, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, China, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
34, Private, Assoc-acdm, Separated, Exec-managerial, Unmarried, Black, Male,0,0,40, Scotland, >50K
21, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15298,0,40, India, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,50, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1916,40, Hong, <=50K
52, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Guatemala, <=50K
29, Self-emp-inc, Bachelors, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, <=50K
69, Local-gov, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,15, Columbia, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,50, Honduras, >50K
34, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
51, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Greece, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,41, Mexico, >50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,15024,0,50, South, >50K
55, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, India, <=50K
71, Private, Assoc-acdm, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, Yugoslavia, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
