44, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,5178,0,40, Dominican-Republic, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, El-Salvador, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Haiti, <=50K
44, State-gov, HS-grad, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
44, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Laos, >50K
20, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, Laos, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
30, Private, 7th-8th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Nicaragua, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Portugal, >50K
44, Federal-gov, 7th-8th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Hungary, <=50K
43, Federal-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-inc, Assoc-voc, Widowed, Other-service, Wife, Black, Male,0,0,40, Laos, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
45, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
44, Self-emp-inc, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Peru, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
43, Self-emp-inc, 10th, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Japan, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
41, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
43, Private, 11th, Married-civ-spouse, Adm-clerical, Other-relative, Other, Female,0,0,40, Ecuador, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
44, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
44, Private, HS-grad, Divorced, Priv-house-serv, Own-child, White, Male,0,0,40, Portugal, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
38, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Japan, <=50K
44, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Iran, <=50K
24, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
20, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,35, Italy, <=50K
20, Private, Masters, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,30, Laos, <=50K
43, Local-gov, 11th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,5844,0,40, Japan, >50K
45, Private, Bachelors, Divorced, Exec-managerial, Wife, Other, Female,0,0,40, Ecuador, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5503,0,40, Taiwan, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
44, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, >50K
44, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
41, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
43, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,6943,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Hungary, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
44, Local-gov, HS-grad, Divorced, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
44, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Trinadad&Tobago, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,6086,0,40, China, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, England, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,40, Thailand, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Taiwan, <=50K
40, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, South, >50K
28, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, Germany, >50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,7298,0,40, Columbia, >50K
44, Federal-gov, 5th-6th, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, Japan, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,5178,0,40, Trinadad&Tobago, >50K
45, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, France, <=50K
43, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
45, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Trinadad&Tobago, >50K
40, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
43, Without-pay, Masters, Separated, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
44, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
44, Private, HS-grad, Separated, Sales, Husband, Other, Male,0,0,40, Greece, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Scotland, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Thailand, >50K
44, Private, Prof-school, Widowed, Exec-managerial, Not-in-family, Other, Male,0,0,40, Peru, <=50K
44, Private, Doctorate, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
33, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, South, <=50K
43, Private, Masters, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
44, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
44, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Peru, <=50K
45, State-gov, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
45, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
43, Local-gov, 5th-6th, Never-married, Other-service, Unmarried, White, Male,0,0,40, Thailand, <=50K
44, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
44, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
44, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
31, Local-gov, Masters, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
26, Private, HS-grad, Married-spouse-absent, Other-service, Wife, Black, Female,0,0,40, Jamaica, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Philippines, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Cuba, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Italy, >50K
44, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
45, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Philippines, <=50K
43, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Japan, >50K
44, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Female,0,0,40, Haiti, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,36, Jamaica, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
34, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
28, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,38, Vietnam, <=50K
45, Private, Assoc-acdm, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Hong, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, Jamaica, >50K
44, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Philippines, >50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Ecuador, <=50K
44, Private, HS-grad, Separated, Protective-serv, Unmarried, Other, Male,0,0,40, Puerto-Rico, >50K
44, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Male,0,0,40, Iran, <=50K
32, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Taiwan, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Philippines, >50K
43, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
44, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Guatemala, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,36, El-Salvador, <=50K
28, Local-gov, 11th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Nicaragua, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Scotland, >50K
35, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Poland, <=50K
42, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
44, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
44, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Thailand, >50K
40, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, Taiwan, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
44, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,5900,0,40, Canada, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,5178,0,40, Hong, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
38, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Honduras, <=50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
42, Private, Bachelors, Separated, Craft-repair, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Separated, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
42, Self-emp-not-inc, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Jamaica, >50K
26, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,37, Haiti, <=50K
44, Local-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,40, Japan, >50K
42, Private, Some-college, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
41, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
44, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Ireland, <=50K
44, Local-gov, 1st-4th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, >50K
44, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Taiwan, >50K
20, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,30, Vietnam, <=50K
42, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
27, Private, Prof-school, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
42, Self-emp-not-inc, 11th, Divorced, Craft-repair, Other-relative, Other, Female,0,0,40, Laos, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Other, Female,0,0,40, Greece, >50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,6726,0,40, Jamaica, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
45, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
44, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Poland, <=50K
44, Private, 12th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Italy, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,5821,0,40, China, >50K
40, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Guatemala, <=50K
45, Private, Assoc-acdm, Separated, Exec-managerial, Own-child, Black, Male,0,0,40, South, >50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Ireland, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
45, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,40, Haiti, <=50K
44, Private, Bachelors, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
20, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,36, Columbia, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,40, Hong, >50K
43, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
20, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,36, Hong, <=50K
44, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,6824,0,40, Guatemala, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Nicaragua, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, >50K
44, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, >50K
20, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,35, India, <=50K
41, Private, Bachelors, Separated, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
