62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
61, State-gov, HS-grad, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, El-Salvador, <=50K
25, Private, Bachelors, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,31, Poland, <=50K
26, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Philippines, <=50K
21, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Taiwan, <=50K
28, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, Germany, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Iran, <=50K
51, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
35, Self-emp-inc, Bachelors, Separated, Prof-specialty, Wife, Other, Male,0,1977,50, Outlying-US(Guam-USVI-etc), <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,36, India, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,10, Yugoslavia, <=50K
43, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,1902,40, Italy, >50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, Portugal, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
43, Self-emp-inc, 10th, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Nicaragua, >50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,8, El-Salvador, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
69, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,35, Yugoslavia, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,50, Taiwan, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, Hong, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,30, Trinadad&Tobago, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Nicaragua, <=50K
36, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Italy, <=50K
29, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,50, Germany, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,10340,0,50, Greece, >50K
37, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,10, Laos, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
73, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,25, Cuba, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
47, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, El-Salvador, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
27, Private, Bachelors, Separated, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
70, Private, 5th-6th, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, China, <=50K
47, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Ecuador, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Japan, >50K
70, Self-emp-not-inc, 9th, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,50, Iran, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
58, Local-gov, Doctorate, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
34, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, France, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,84, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,37, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,45, Greece, >50K
56, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,54, Columbia, >50K
29, Local-gov, 12th, Divorced, Sales, Not-in-family, Other, Male,0,0,50, Nicaragua, <=50K
23, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,17, United-States, <=50K
43, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Japan, >50K
28, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,36, United-States, <=50K
48, Self-emp-inc, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,48, Germany, <=50K
42, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
42, Self-emp-inc, HS-grad, Separated, Adm-clerical, Wife, White, Male,5178,0,40, United-States, >50K
22, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
48, Private, Bachelors, Divorced, Farming-fishing, Husband, Black, Male,0,1977,48, England, <=50K
43, Private, HS-grad, Separated, Sales, Husband, Other, Male,0,0,45, Guatemala, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,7298,0,40, Trinadad&Tobago, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, Portugal, <=50K
46, Private, Bachelors, Separated, Sales, Husband, Black, Male,0,0,40, Taiwan, <=50K
78, Self-emp-not-inc, Masters, Separated, Prof-specialty, Unmarried, Black, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
51, Private, Assoc-acdm, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,2174,0,16, Thailand, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Puerto-Rico, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
48, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,10033,0,40, England, >50K
23, State-gov, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,30, Hungary, <=50K
35, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Guatemala, >50K
42, Local-gov, HS-grad, Divorced, Transport-moving, Own-child, Black, Female,0,0,40, Portugal, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, Mexico, <=50K
26, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Cuba, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,50, Laos, >50K
28, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,2239,0,40, India, <=50K
18, Local-gov, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Cuba, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
51, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Hong, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, Hong, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Ecuador, <=50K
27, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,50, India, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,4646,0,40, Mexico, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
58, Private, HS-grad, Divorced, Sales, Husband, Other, Female,0,0,40, Peru, <=50K
51, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Puerto-Rico, <=50K
64, State-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,11, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
50, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1876,20, Dominican-Republic, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
29, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,54, Hungary, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, >50K
30, Private, 7th-8th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, >50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,48, Italy, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
44, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,70, Trinadad&Tobago, >50K
42, Private, HS-grad, Widowed, Transport-moving, Unmarried, Other, Male,0,0,30, Jamaica, <=50K
63, Local-gov, 10th, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,80, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
43, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,35, Poland, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Honduras, <=50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, England, <=50K
44, Local-gov, 12th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, Philippines, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,48, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Other-relative, Black, Female,0,0,18, South, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,7687,0,40, El-Salvador, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Scotland, >50K
31, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
38, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,26, India, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
43, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, Canada, <=50K
54, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Honduras, <=50K
50, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1902,35, Cuba, <=50K
54, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,6787,0,40, Hong, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
33, Private, Bachelors, Separated, Craft-repair, Own-child, Other, Male,0,0,45, Poland, <=50K
46, Private, HS-grad, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
45, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,70, India, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Yugoslavia, <=50K
18, Private, 12th, Never-married, Protective-serv, Own-child, White, Male,0,0,25, Mexico, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,25, Hong, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,8, Nicaragua, <=50K
68, Local-gov, Some-college, Widowed, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,30, Peru, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, Canada, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
30, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,60, Jamaica, <=50K
25, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, El-Salvador, <=50K
63, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,24, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,1977,50, Vietnam, >50K
46, Federal-gov, Masters, Separated, Machine-op-inspct, Own-child, Black, Male,0,0,40, Cambodia, <=50K
42, Private, Masters, Married-AF-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,38, Puerto-Rico, >50K
48, State-gov, 11th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
62, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,35, Haiti, >50K
27, Private, 5th-6th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,25, Mexico, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,48, Poland, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Scotland, <=50K
35, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,35, Japan, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, China, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
18, Private, 11th, Separated, Handlers-cleaners, Own-child, Other, Male,0,0,15, United-States, <=50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Italy, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Japan, <=50K
57, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,24, Iran, <=50K
37, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Honduras, <=50K
30, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, Columbia, <=50K
60, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, India, >50K
55, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,20, Hungary, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,32, India, <=50K
33, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Haiti, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,50, Philippines, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
36, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,54, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Italy, <=50K
30, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,736,0,30, Vietnam, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,45, Hong, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Laos, <=50K
40, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, China, >50K
45, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Taiwan, >50K
