47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
32, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, South, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, Taiwan, <=50K
39, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1887,40, Dominican-Republic, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1928,40, Yugoslavia, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Germany, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Philippines, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Guatemala, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,23, Portugal, <=50K
62, Federal-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Jamaica, <=50K
20, Private, 11th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,45, France, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, France, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,1744,30, Ireland, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
32, Local-gov, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Columbia, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,48, Ecuador, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,70, South, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1887,40, Cuba, <=50K
18, Private, Assoc-acdm, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Germany, <=50K
56, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, >50K
28, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,37, Dominican-Republic, <=50K
64, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Haiti, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Ireland, >50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
35, Self-emp-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,80, Trinadad&Tobago, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Columbia, <=50K
52, Local-gov, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
51, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,1848,5, Hong, <=50K
24, Private, Masters, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,3103,0,30, Thailand, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,24, Guatemala, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,60, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, El-Salvador, >50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,24, South, <=50K
70, Private, HS-grad, Widowed, Exec-managerial, Own-child, Other, Female,0,0,40, South, <=50K
23, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Scotland, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, France, >50K
43, Federal-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Male,1335,0,40, Columbia, >50K
48, Federal-gov, 9th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Jamaica, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, Taiwan, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Portugal, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1461,40, Thailand, <=50K
46, Private, HS-grad, Widowed, Protective-serv, Unmarried, Black, Female,0,0,35, England, <=50K
45, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,74, Thailand, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Taiwan, <=50K
37, State-gov, Masters, Separated, Prof-specialty, Unmarried, White, Female,0,0,48, Guatemala, <=50K
39, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Ecuador, <=50K
47, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,45, Germany, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Puerto-Rico, <=50K
45, Private, Masters, Divorced, Other-service, Unmarried, Other, Female,0,0,35, Taiwan, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,2, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
39, Self-emp-not-inc, Masters, Never-married, Sales, Own-child, Black, Male,0,0,60, Scotland, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
24, Private, 9th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,33, China, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Portugal, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
41, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, India, <=50K
37, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
30, Local-gov, 5th-6th, Never-married, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
54, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,97, Honduras, >50K
52, Local-gov, 11th, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
58, Federal-gov, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
63, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,0,0,40, Italy, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,33, Haiti, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,70, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Italy, >50K
52, Federal-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Honduras, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3103,0,40, Japan, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,48, Columbia, <=50K
77, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, Italy, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Haiti, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,4808,0,40, Dominican-Republic, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1865,32, Hong, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Japan, <=50K
24, Self-emp-not-inc, Bachelors, Separated, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, Taiwan, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, India, >50K
25, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, <=50K
54, Private, Assoc-voc, Widowed, Other-service, Wife, Black, Female,99999,0,35, Hungary, >50K
36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
53, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Italy, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, Peru, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,60, Vietnam, >50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,50, Portugal, <=50K
25, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Female,0,0,38, India, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,35, Iran, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, South, <=50K
72, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,6, Peru, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,99, Mexico, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, El-Salvador, <=50K
23, Local-gov, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, India, <=50K
69, Local-gov, Bachelors, Divorced, Sales, Not-in-family, Black, Male,0,2258,40, Mexico, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
29, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
45, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1610,40, Japan, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
72, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, Taiwan, >50K
29, Local-gov, 12th, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, India, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, South, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,35, Yugoslavia, <=50K
38, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
43, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,30, Honduras, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, Guatemala, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Haiti, <=50K
21, Private, Some-college, Never-married, Other-service, Other-relative, Other, Male,0,0,40, Yugoslavia, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Nicaragua, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, >50K
30, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Iran, <=50K
31, Private, Assoc-acdm, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
57, Private, Assoc-voc, Separated, Other-service, Wife, Asian-Pac-Islander, Female,0,0,32, Honduras, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, Yugoslavia, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, Cambodia, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, Mexico, <=50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Haiti, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Jamaica, >50K
18, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,15, Laos, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,43, Scotland, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,54, Iran, <=50K
45, Local-gov, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, >50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, South, >50K
55, Private, Some-college, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
38, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Cambodia, >50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
44, State-gov, 12th, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,45, Jamaica, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, Greece, >50K
57, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,70, Italy, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Nicaragua, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,3136,0,40, Philippines, <=50K
23, Private, 11th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,65, Greece, <=50K
30, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Scotland, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, Taiwan, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
66, Private, Some-college, Widowed, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hong, >50K
31, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,52, Guatemala, <=50K
42, Self-emp-inc, Bachelors, Separated, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
28, Local-gov, 12th, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Other, Male,0,0,40, Honduras, <=50K
27, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,8, Hong, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,35, Greece, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Mexico, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1902,40, Scotland, >50K
53, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, Other, Male,3325,0,60, India, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1977,54, Thailand, <=50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ireland, >50K
27, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,4724,0,48, China, <=50K
51, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,7687,0,40, Portugal, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Philippines, >50K
