25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,1902,45, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
60, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Federal-gov, 5th-6th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, United-States, >50K
47, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Separated, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Vietnam, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
58, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Husband, White, Female,0,1902,40, United-States, >50K
41, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,10520,0,41, United-States, >50K
59, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
76, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Japan, >50K
44, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,36, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, United-States, >50K
31, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
23, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,1902,40, United-States, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, >50K
39, Local-gov, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,36, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,37, United-States, <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1902,40, Mexico, <=50K
36, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,10, United-States, >50K
46, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, Scotland, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, South, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,10520,0,54, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,9522,0,45, United-States, >50K
46, State-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, Japan, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
65, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,1902,5, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, >50K
44, Local-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
26, Local-gov, 12th, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
32, Private, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Without-pay, Some-college, Separated, Prof-specialty, Husband, White, Male,0,1887,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, White, Male,0,0,43, United-States, <=50K
47, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,16, United-States, <=50K
59, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, Black, Male,5934,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Sales, Other-relative, Black, Male,0,0,40, Mexico, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
29, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,20, United-States, <=50K
64, Federal-gov, 5th-6th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, >50K
45, State-gov, Doctorate, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, 10th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Local-gov, Masters, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, United-States, >50K
23, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,6766,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
37, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7687,0,40, United-States, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
72, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,14344,0,45, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,6337,0,40, United-States, >50K
24, Private, 12th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, Assoc-acdm, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
21, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
24, Private, 5th-6th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Local-gov, 11th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,7402,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
48, Local-gov, 11th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
19, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,50, United-States, >50K
38, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,44, United-States, >50K
42, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, >50K
25, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, 11th, Married-spouse-absent, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
58, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, Jamaica, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,36, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,32, Thailand, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,6982,0,40, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,37, United-States, <=50K
38, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,7880,0,45, United-States, >50K
32, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,37, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,1902,36, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,13492,0,50, United-States, >50K
31, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,91, Yugoslavia, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7387,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, Canada, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,8614,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, India, >50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1902,50, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
34, Private, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
41, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
71, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,80, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, United-States, <=50K
40, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States, <=50K
45, Local-gov, 5th-6th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
50, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,30, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
40, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Wife, Black, Female,0,0,10, United-States, <=50K
20, Private, 9th, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,10520,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,54, United-States, >50K
64, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, Jamaica, <=50K
24, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
32, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,7687,0,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Cuba, <=50K
26, Private, Doctorate, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,54, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
20, Federal-gov, 12th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
55, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
