21, Private, HS-grad, Married-spouse-absent, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,24, Dominican-Republic, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,24, Nicaragua, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,16, Japan, <=50K
44, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, Japan, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
56, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
57, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, >50K
31, Local-gov, 7th-8th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,45, Hong, <=50K
29, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
42, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Unmarried, Other, Male,0,0,63, Jamaica, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,10, Holand-Netherlands, <=50K
34, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,33, Yugoslavia, <=50K
33, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Ecuador, <=50K
44, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Hungary, <=50K
65, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Female,3462,0,40, Nicaragua, >50K
23, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
63, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Italy, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,27229,0,60, Italy, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,7, South, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, Taiwan, <=50K
22, Private, 10th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,48, Ecuador, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,3, Germany, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Philippines, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Portugal, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,1971,54, Italy, >50K
56, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,1992,40, Hungary, <=50K
50, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,50, France, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,80, Germany, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,45, Ireland, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Jamaica, >50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,38, Jamaica, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Wife, Other, Female,0,0,30, Ecuador, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
39, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, Scotland, >50K
60, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, Iran, >50K
33, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
55, Private, 9th, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,50, Columbia, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,3291,0,40, China, >50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Never-married, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,36, Thailand, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,35, Canada, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,60, South, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, South, <=50K
34, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,35, Taiwan, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, Puerto-Rico, >50K
73, Private, Bachelors, Widowed, Tech-support, Husband, White, Female,0,0,10, France, <=50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, >50K
41, Federal-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,15, Taiwan, <=50K
59, Private, Some-college, Widowed, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
23, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,74, Iran, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Thailand, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, England, <=50K
41, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,48, Haiti, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,95, Thailand, >50K
50, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
48, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,50, Haiti, <=50K
38, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,20, Greece, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Portugal, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,54, Taiwan, >50K
29, Private, Some-college, Separated, Exec-managerial, Own-child, Other, Male,0,0,38, Nicaragua, <=50K
41, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,44, Poland, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Scotland, <=50K
39, Private, Masters, Married-spouse-absent, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
43, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
50, Private, HS-grad, Married-spouse-absent, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,30, China, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,60, Portugal, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,30, Nicaragua, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
29, Private, Prof-school, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
44, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Taiwan, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,99, El-Salvador, >50K
51, State-gov, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
27, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, Nicaragua, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,1733,50, Italy, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Hungary, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3119,0,50, Columbia, >50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Haiti, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ireland, >50K
65, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, 9th, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,16, Columbia, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,35, Haiti, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Haiti, <=50K
55, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
54, Private, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,1482,50, Trinadad&Tobago, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Japan, <=50K
39, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
58, State-gov, Some-college, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,1977,40, Thailand, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,46, India, >50K
54, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
76, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, Vietnam, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Holand-Netherlands, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Italy, >50K
36, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,7687,0,60, Outlying-US(Guam-USVI-etc), >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, Other, Female,8455,0,40, Ecuador, >50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,54, Portugal, >50K
59, Private, Doctorate, Never-married, Transport-moving, Not-in-family, Other, Male,0,1945,50, India, <=50K
41, Private, 12th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,7298,0,50, India, <=50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, South, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,30, Mexico, <=50K
63, Self-emp-not-inc, Some-college, Separated, Craft-repair, Unmarried, Other, Female,0,0,40, Guatemala, >50K
48, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
36, Local-gov, 1st-4th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Laos, >50K
47, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Puerto-Rico, >50K
38, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Peru, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
35, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
28, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Taiwan, >50K
64, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,10, India, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,40, South, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Yugoslavia, >50K
52, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Canada, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,20, Holand-Netherlands, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, Trinadad&Tobago, <=50K
30, Private, Some-college, Divorced, Tech-support, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,3103,0,40, Columbia, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, Haiti, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, Yugoslavia, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1975,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, India, <=50K
48, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
19, Private, 7th-8th, Never-married, Protective-serv, Own-child, White, Male,0,0,24, Italy, <=50K
29, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,40, Cambodia, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Laos, <=50K
31, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,99, Haiti, <=50K
23, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
36, Private, Some-college, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,5365,0,40, Jamaica, >50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Canada, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, South, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,43, Iran, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, Ecuador, >50K
35, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, South, >50K
60, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
34, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,3445,0,40, Cambodia, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1977,50, Peru, >50K
29, State-gov, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,25, Jamaica, <=50K
31, Private, HS-grad, Divorced, Other-service, Own-child, Other, Female,0,0,40, Greece, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,54, Ireland, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Mexico, <=50K
42, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Peru, <=50K
43, Private, 12th, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,35, Iran, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,24, China, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Guatemala, <=50K
40, Private, Assoc-acdm, Separated, Exec-managerial, Unmarried, Black, Male,0,0,40, Scotland, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, South, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
21, Private, 12th, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Hong, <=50K
47, State-gov, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,0,0,40, Guatemala, <=50K
27, Private, Bachelors, Separated, Protective-serv, Husband, Amer-Indian-Eskimo, Male,3583,0,44, Hong, >50K
57, Local-gov, 10th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,6, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,50, Honduras, >50K
41, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Holand-Netherlands, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,10, Honduras, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,20, Guatemala, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Mexico, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, South, >50K
29, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,38, Puerto-Rico, >50K
25, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, India, <=50K
62, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
53, Private, 9th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
