36, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
25, Local-gov, 5th-6th, Never-married, Other-service, Unmarried, White, Male,0,0,50, Thailand, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,15, El-Salvador, <=50K
41, State-gov, Doctorate, Never-married, Exec-managerial, Husband, White, Male,10135,0,50, Honduras, <=50K
41, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Germany, <=50K
56, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, Italy, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,1902,40, India, >50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Peru, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Columbia, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Haiti, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Own-child, Other, Male,0,0,35, Italy, >50K
38, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hong, <=50K
26, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,39, Japan, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Peru, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Jamaica, >50K
31, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,1902,50, Haiti, >50K
38, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,1902,35, Haiti, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, Dominican-Republic, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,70, Trinadad&Tobago, <=50K
30, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,50, Laos, <=50K
65, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, Peru, <=50K
60, State-gov, Some-college, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
25, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, India, >50K
29, Private, 5th-6th, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Honduras, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3241,0,40, Philippines, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Italy, >50K
21, Private, 11th, Never-married, Tech-support, Unmarried, White, Male,0,0,35, Peru, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,1977,40, Ecuador, >50K
63, Private, HS-grad, Widowed, Sales, Unmarried, Other, Male,0,0,40, Portugal, >50K
68, Private, Bachelors, Widowed, Tech-support, Unmarried, Black, Male,7687,0,20, Iran, <=50K
24, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,50, Iran, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, South, <=50K
59, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,45, Peru, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,5178,0,40, Nicaragua, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Guatemala, >50K
37, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
40, Local-gov, 12th, Married-spouse-absent, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,38, India, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,38, Mexico, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,38, Scotland, >50K
45, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,25, Philippines, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
42, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
25, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
65, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Peru, <=50K
23, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, Thailand, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,15, Iran, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, Taiwan, <=50K
24, State-gov, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,35, Yugoslavia, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Canada, <=50K
49, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
54, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,4027,0,40, United-States, >50K
41, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Columbia, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,72, Haiti, >50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Separated, Craft-repair, Not-in-family, Black, Male,0,0,54, Nicaragua, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
76, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,30, Iran, <=50K
30, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Scotland, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,36, Yugoslavia, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
23, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,48, Cambodia, <=50K
26, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Haiti, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Japan, <=50K
53, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Canada, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, Scotland, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,4793,0,60, South, >50K
40, Private, HS-grad, Married-spouse-absent, Exec-managerial, Wife, Black, Male,0,0,40, Iran, <=50K
58, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,71, Ecuador, >50K
42, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,7298,0,40, Taiwan, >50K
56, Private, Some-college, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
36, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,4358,0,50, Peru, >50K
42, State-gov, 11th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Japan, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,12, Greece, <=50K
48, Private, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, Italy, <=50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,75, Nicaragua, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Philippines, <=50K
37, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, Ireland, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, China, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Greece, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,27, South, <=50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,30, South, <=50K
48, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,48, India, <=50K
38, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,30, Ireland, <=50K
46, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
25, State-gov, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,30, Guatemala, <=50K
58, Self-emp-not-inc, Bachelors, Widowed, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, >50K
32, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,53, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,40, Honduras, <=50K
23, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
50, Local-gov, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1893,30, Honduras, <=50K
52, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Male,0,0,35, Greece, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Nicaragua, >50K
47, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,99, India, >50K
31, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
55, Private, 9th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
